Gene,index
cyp26a1,3940
cyp26b1,3941
cyp26c1,3942
cyp27a1,3943
cyp27b1,3944
cyp27c1,3945
cyp2a13,3946
cyp2a6,3947
cyp2b6,3948
cyp2c18,3949
cyp2c19,3950
cyp2c8,3951
cyp2c9,3952
cyp2d6,3953
cyp2e1,3954
cyp2f1,3955
cyp2j2,3956
cyp2r1,3957
cyp2s1,3958
cyp2u1,3959
cyp2w1,3960
cyp39a1,3961
cyp3a4,3962
cyp3a43,3963
cyp3a5,3964
cyp3a7,3965
cyp3a7-cyp3ap1,3966
cyp46a1,3967
cyp4a11,3968
cyp4a22,3969
cyp4f11,3970
cyp4f12,3971
cyp4f2,3972
cyp4f3,3973
cyp4f8,3974
cyp4v2,3975
cyp4x1,3976
cyp4z1,3977
cyp51a1,3978
cyp7a1,3979
cyp7b1,3980
cyp8b1,3981
cyr61,3982
cys1,3983
cysltr1,3984
cysltr2,3985
cystm1,3986
cyth1,3987
cyth2,3988
cyth3,3989
cytip,3990
cytl1,3991
cyyr1,3992
d2hgdh,3993
d4s234e,3994
daam1,3995
daam2,3996
dab1,3997
dab2,3998
dab2ip,3999
dach1,4000
dach2,4001
dact1,4002
dact2,4003
dact3,4004
dad1,4005
dag1,4006
dagla,4007
daglb,4008
dak,4009
dalrd3,4010
dand5,4011
dao,4012
daoa,4013
dap,4014
dap3,4015
dapk1,4016
dapk2,4017
dapk3,4018
dapl1,4019
dapp1,4020
darc,4021
dars,4022
dars2,4023
daxx,4024
dazap1,4025
dazap2,4026
dazl,4027
dbc1,4028
dbf4,4029
dbf4b,4030
dbh,4031
dbi,4032
dbn1,4033
dbndd1,4034
dbndd2,4035
dbnl,4036
dbp,4037
dbr1,4038
dbt,4039
dbx1,4040
dbx2,4041
dcaf10,4042
dcaf11,4043
dcaf12,4044
dcaf12l1,4045
dcaf12l2,4046
dcaf13,4047
dcaf15,4048
dcaf16,4049
dcaf17,4050
dcaf4,4051
dcaf4l1,4052
dcaf4l2,4053
dcaf5,4054
dcaf6,4055
dcaf7,4056
dcaf8,4057
dcaf8l2,4058
dcakd,4059
dcbld1,4060
dcbld2,4061
dcc,4062
dcdc1,4063
dcdc2,4064
dcdc2b,4065
dcdc5,4066
dchs1,4067
dchs2,4068
dck,4069
dclk1,4070
dclk2,4071
dclk3,4072
dclre1a,4073
dclre1b,4074
dclre1c,4075
dcn,4076
dcp1a,4077
dcp1b,4078
dcp2,4079
dcps,4080
dcst1,4081
dcst2,4082
dcstamp,4083
dct,4084
dctd,4085
dctn1,4086
dctn2,4087
dctn3,4088
dctn4,4089
dctn5,4090
dctn6,4091
dctpp1,4092
dcun1d1,4093
dcun1d2,4094
dcun1d3,4095
dcun1d4,4096
dcun1d5,4097
dcx,4098
dcxr,4099
dda1,4100
ddah1,4101
ddah2,4102
ddb1,4103
ddb2,4104
ddhd1,4105
ddhd2,4106
ddi1,4107
ddi2,4108
ddit3,4109
ddit4,4110
ddit4l,4111
ddn,4112
ddo,4113
ddost,4114
ddr1,4115
ddr2,4116
ddrgk1,4117
ddt,4118
ddtl,4119
ddx1,4120
ddx10,4121
ddx11,4122
ddx17,4123
ddx18,4124
ddx19a,4125
ddx19b,4126
ddx20,4127
ddx21,4128
ddx23,4129
ddx24,4130
ddx25,4131
ddx26b,4132
ddx27,4133
ddx28,4134
ddx31,4135
ddx39a,4136
ddx39b,4137
ddx3x,4138
ddx3y,4139
ddx4,4140
ddx41,4141
ddx42,4142
ddx43,4143
ddx46,4144
ddx47,4145
ddx49,4146
ddx5,4147
ddx50,4148
ddx51,4149
ddx52,4150
ddx53,4151
ddx54,4152
ddx55,4153
ddx56,4154
ddx58,4155
ddx59,4156
ddx6,4157
ddx60,4158
ddx60l,4159
deaf1,4160
dec1,4161
decr1,4162
decr2,4163
dedd,4164
dedd2,4165
def6,4166
def8,4167
defa1,4168
defa1b,4169
defa3,4170
defa4,4171
defa5,4172
defa6,4173
defb1,4174
defb103b,4175
defb104a,4176
defb104b,4177
defb107a,4178
defb107b,4179
defb126,4180
defb129,4181
defb131,4182
defb132,4183
defb136,4184
defb4a,4185
degs1,4186
degs2,4187
dek,4188
dem1,4189
dennd1a,4190
dennd1b,4191
dennd1c,4192
dennd2a,4193
dennd2c,4194
dennd2d,4195
dennd3,4196
dennd4a,4197
dennd4b,4198
dennd4c,4199
dennd5a,4200
dennd5b,4201
denr,4202
depdc1,4203
depdc1b,4204
depdc4,4205
depdc5,4206
depdc7,4207
deptor,4208
dera,4209
derl1,4210
derl2,4211
derl3,4212
des,4213
det1,4214
dexi,4215
dffa,4216
dffb,4217
dfna5,4218
dfnb31,4219
dfnb59,4220
dgat1,4221
dgat2,4222
dgat2l6,4223
dgcr14,4224
dgcr2,4225
dgcr6,4226
dgcr6l,4227
dgcr8,4228
dgka,4229
dgkb,4230
dgkd,4231
dgke,4232
dgkg,4233
dgkh,4234
dgki,4235
dgkk,4236
dgkq,4237
dgkz,4238
dguok,4239
dhcr24,4240
dhcr7,4241
dhdds,4242
dhdh,4243
dhfr,4244
dhfrl1,4245
dhh,4246
dhodh,4247
dhps,4248
dhrs1,4249
dhrs11,4250
dhrs12,4251
dhrs13,4252
dhrs2,4253
dhrs3,4254
dhrs4,4255
dhrs4l1,4256
dhrs4l2,4257
dhrs7,4258
dhrs7b,4259
dhrs9,4260
dhrsx,4261
dhtkd1,4262
dhx15,4263
dhx16,4264
dhx29,4265
dhx30,4266
dhx32,4267
dhx33,4268
dhx34,4269
dhx35,4270
dhx36,4271
dhx37,4272
dhx38,4273
dhx40,4274
dhx57,4275
dhx58,4276
dhx8,4277
dhx9,4278
diablo,4279
diaph1,4280
diaph2,4281
diaph3,4282
dicer1,4283
dido1,4284
diexf,4285
dimt1,4286
dio1,4287
dio2,4288
dio3,4289
dip2a,4290
dip2b,4291
dip2c,4292
diras1,4293
diras2,4294
diras3,4295
dirc1,4296
dirc2,4297
dis3,4298
dis3l,4299
dis3l2,4300
disc1,4301
disp1,4302
disp2,4303
dixdc1,4304
dkc1,4305
dkk1,4306
dkk2,4307
dkk3,4308
dkk4,4309
dkkl1,4310
dlat,4311
dlc1,4312
dld,4313
dlec1,4314
dleu7,4315
dlg1,4316
dlg2,4317
dlg3,4318
dlg4,4319
dlg5,4320
dlgap1,4321
dlgap2,4322
dlgap3,4323
dlgap4,4324
dlgap5,4325
dlk1,4326
dlk2,4327
dll1,4328
dll3,4329
dll4,4330
dlst,4331
dlx1,4332
dlx2,4333
dlx3,4334
dlx4,4335
dlx5,4336
dlx6,4337
dmap1,4338
dmbt1,4339
dmbx1,4340
dmc1,4341
dmd,4342
dmgdh,4343
dmkn,4344
dmp1,4345
dmpk,4346
dmrt1,4347
dmrt2,4348
dmrt3,4349
dmrta1,4350
dmrta2,4351
dmrtb1,4352
dmrtc1,4353
dmrtc1b,4354
dmtf1,4355
dmwd,4356
dmxl1,4357
dmxl2,4358
dna2,4359
dnaaf1,4360
dnaaf2,4361
dnaaf3,4362
dnah1,4363
dnah10,4364
dnah11,4365
dnah12,4366
dnah14,4367
dnah17,4368
dnah2,4369
dnah3,4370
dnah5,4371
dnah6,4372
dnah7,4373
dnah8,4374
dnah9,4375
dnai1,4376
dnaja1,4377
dnaja2,4378
dnaja3,4379
dnaja4,4380
dnajb1,4381
dnajb11,4382
dnajb12,4383
dnajb13,4384
dnajb14,4385
dnajb2,4386
dnajb4,4387
dnajb5,4388
dnajb6,4389
dnajb7,4390
dnajb9,4391
dnajc1,4392
dnajc10,4393
dnajc11,4394
dnajc12,4395
dnajc13,4396
dnajc14,4397
dnajc15,4398
dnajc16,4399
dnajc17,4400
dnajc18,4401
dnajc19,4402
dnajc2,4403
dnajc21,4404
dnajc22,4405
dnajc24,4406
dnajc25,4407
dnajc25-gng10,4408
dnajc27,4409
dnajc28,4410
dnajc3,4411
dnajc30,4412
dnajc4,4413
dnajc5,4414
dnajc5b,4415
dnajc5g,4416
dnajc6,4417
dnajc7,4418
dnajc8,4419
dnajc9,4420
dnal1,4421
dnal4,4422
dnali1,4423
dnase1,4424
dnase1l1,4425
dnase1l2,4426
dnase1l3,4427
dnase2,4428
dnase2b,4429
dnd1,4430
dner,4431
dnhd1,4432
dnlz,4433
dnm1,4434
dnm1l,4435
dnm2,4436
dnm3,4437
dnmbp,4438
dnmt1,4439
dnmt3a,4440
dnmt3b,4441
dnmt3l,4442
dnpep,4443
dntt,4444
dnttip1,4445
dnttip2,4446
doc2a,4447
doc2b,4448
dock1,4449
dock10,4450
dock11,4451
dock2,4452
dock3,4453
dock4,4454
dock5,4455
dock6,4456
dock7,4457
dock8,4458
dock9,4459
dohh,4460
dok1,4461
dok2,4462
dok3,4463
dok4,4464
dok5,4465
dok6,4466
dok7,4467
dolk,4468
dolpp1,4469
dom3z,4470
donson,4471
dopey1,4472
dopey2,4473
dot1l,4474
dpagt1,4475
dpcd,4476
dpcr1,4477
dpep1,4478
dpep2,4479
dpep3,4480
dpf1,4481
dpf2,4482
dpf3,4483
dph1,4484
dph2,4485
dph3,4486
dph3p1,4487
dph5,4488
dpm1,4489
dpm2,4490
dpm3,4491
dpp10,4492
dpp3,4493
dpp4,4494
dpp6,4495
dpp7,4496
dpp8,4497
dpp9,4498
dppa2,4499
dppa3,4500
dppa4,4501
dppa5,4502
dprx,4503
dpy19l1,4504
dpy19l2,4505
dpy19l3,4506
dpy19l4,4507
dpy30,4508
dpyd,4509
dpys,4510
dpysl2,4511
dpysl3,4512
dpysl4,4513
dpysl5,4514
dqx1,4515
dr1,4516
dram1,4517
dram2,4518
drap1,4519
drd1,4520
drd2,4521
drd3,4522
drd4,4523
drd5,4524
drg1,4525
drg2,4526
drosha,4527
drp2,4528
dsc1,4529
dsc2,4530
dsc3,4531
dscam,4532
dscaml1,4533
dscc1,4534
dscr3,4535
dscr4,4536
dscr6,4537
dse,4538
dsel,4539
dsg1,4540
dsg2,4541
dsg3,4542
dsg4,4543
dsn1,4544
dsp,4545
dspp,4546
dst,4547
dstn,4548
dstyk,4549
dtd1,4550
dthd1,4551
dtl,4552
dtna,4553
dtnb,4554
dtnbp1,4555
dtwd1,4556
dtwd2,4557
dtx1,4558
dtx2,4559
dtx3,4560
dtx3l,4561
dtx4,4562
dtymk,4563
duox1,4564
duox2,4565
duoxa1,4566
dus1l,4567
dus2l,4568
dus3l,4569
dus4l,4570
dusp1,4571
dusp10,4572
dusp11,4573
dusp12,4574
dusp13,4575
dusp14,4576
dusp15,4577
dusp16,4578
dusp18,4579
dusp19,4580
dusp2,4581
dusp22,4582
dusp23,4583
dusp26,4584
dusp27,4585
dusp28,4586
dusp3,4587
dusp4,4588
dusp5,4589
dusp6,4590
dusp7,4591
dusp8,4592
dusp9,4593
dut,4594
dux2,4595
duxa,4596
dvl1,4597
dvl2,4598
dvl3,4599
dydc1,4600
dydc2,4601
dym,4602
dync1h1,4603
dync1i1,4604
dync1i2,4605
dync1li1,4606
dync1li2,4607
dync2h1,4608
dync2li1,4609
dynll1,4610
dynll2,4611
dynlrb1,4612
dynlrb2,4613
dynlt1,4614
dynlt3,4615
dyrk1a,4616
dyrk1b,4617
dyrk2,4618
dyrk3,4619
dyrk4,4620
dysf,4621
dytn,4622
dyx1c1,4623
dzank1,4624
dzip1,4625
dzip1l,4626
dzip3,4627
e2f1,4628
e2f2,4629
e2f3,4630
e2f4,4631
e2f5,4632
e2f6,4633
e2f7,4634
e2f8,4635
e4f1,4636
eaf1,4637
eaf2,4638
eapp,4639
ears2,4640
ebag9,4641
ebf1,4642
ebf2,4643
ebf3,4644
ebf4,4645
ebi3,4646
ebln2,4647
ebna1bp2,4648
ebp,4649
ebpl,4650
ecd,4651
ece1,4652
ece2,4653
ecel1,4654
ech1,4655
echdc1,4656
echdc2,4657
echdc3,4658
echs1,4659
eci1,4660
eci2,4661
ecm1,4662
ecm2,4663
ecscr,4664
ecsit,4665
ect2,4666
ect2l,4667
eda,4668
eda2r,4669
edar,4670
edaradd,4671
edc3,4672
edc4,4673
eddm3a,4674
eddm3b,4675
edem1,4676
edem2,4677
edem3,4678
edf1,4679
edil3,4680
edn1,4681
edn2,4682
ednra,4683
ednrb,4684
eea1,4685
eed,4686
eef1a1,4687
eef1a2,4688
eef1b2,4689
eef1d,4690
eef1e1,4691
eef1g,4692
eef2,4693
eef2k,4694
eefsec,4695
eepd1,4696
efcab1,4697
efcab11,4698
efcab2,4699
efcab3,4700
efcab4a,4701
efcab4b,4702
efcab5,4703
efcab6,4704
efcab7,4705
efcab9,4706
efemp1,4707
efemp2,4708
efha1,4709
efha2,4710
efhb,4711
efhc1,4712
efhc2,4713
efhd1,4714
efhd2,4715
efna1,4716
efna2,4717
efna3,4718
efna4,4719
efna5,4720
efnb1,4721
efnb2,4722
efnb3,4723
efr3a,4724
efr3b,4725
efs,4726
eftud1,4727
eftud2,4728
egf,4729
egfl6,4730
egfl7,4731
egfl8,4732
egflam,4733
egfr,4734
egln1,4735
egln2,4736
egln3,4737
egr1,4738
egr2,4739
egr3,4740
egr4,4741
ehbp1,4742
ehbp1l1,4743
ehd1,4744
ehd2,4745
ehd3,4746
ehd4,4747
ehf,4748
ehhadh,4749
ehmt1,4750
ehmt2,4751
ei24,4752
eid1,4753
eid2,4754
eid2b,4755
eid3,4756
eif1,4757
eif1ad,4758
eif1ax,4759
eif1ay,4760
eif1b,4761
eif2a,4762
eif2ak1,4763
eif2ak2,4764
eif2ak3,4765
eif2ak4,4766
eif2b1,4767
eif2b2,4768
eif2b3,4769
eif2b4,4770
eif2b5,4771
eif2c1,4772
eif2c2,4773
eif2c3,4774
eif2c4,4775
eif2d,4776
eif2s1,4777
eif2s2,4778
eif2s3,4779
eif3a,4780
eif3b,4781
eif3c,4782
eif3cl,4783
eif3d,4784
eif3e,4785
eif3f,4786
eif3g,4787
eif3h,4788
eif3i,4789
eif3j,4790
eif3k,4791
eif3l,4792
eif3m,4793
eif4a1,4794
eif4a2,4795
eif4a3,4796
eif4b,4797
eif4e,4798
eif4e1b,4799
eif4e2,4800
eif4e3,4801
eif4ebp1,4802
eif4ebp2,4803
eif4ebp3,4804
eif4enif1,4805
eif4g1,4806
eif4g2,4807
eif4g3,4808
eif4h,4809
eif5,4810
eif5a,4811
eif5a2,4812
eif5al1,4813
eif5b,4814
eif6,4815
elac1,4816
elac2,4817
elavl1,4818
elavl2,4819
elavl3,4820
elavl4,4821
elf1,4822
elf2,4823
elf3,4824
elf4,4825
elf5,4826
elfn1,4827
elfn2,4828
elk1,4829
elk3,4830
elk4,4831
ell,4832
ell2,4833
ell3,4834
elmo1,4835
elmo2,4836
elmo3,4837
elmod1,4838
elmod2,4839
elmod3,4840
eln,4841
elof1,4842
elovl1,4843
elovl2,4844
elovl3,4845
elovl4,4846
elovl5,4847
elovl6,4848
elovl7,4849
elp2,4850
elp3,4851
elp4,4852
elspbp1,4853
eltd1,4854
emb,4855
emcn,4856
emd,4857
eme1,4858
eme2,4859
emg1,4860
emid1,4861
emid2,4862
emilin1,4863
emilin2,4864
emilin3,4865
eml1,4866
eml2,4867
eml3,4868
eml4,4869
eml5,4870
eml6,4871
emp1,4872
emp2,4873
emp3,4874
emr1,4875
emr2,4876
emx1,4877
emx2,4878
en1,4879
en2,4880
enah,4881
enc1,4882
endod1,4883
endog,4884
endou,4885
endov,4886
eng,4887
engase,4888
enho,4889
enkur,4890
eno1,4891
eno2,4892
eno3,4893
eno4,4894
enoph1,4895
enosf1,4896
enox1,4897
enox2,4898
enpep,4899
enpp1,4900
enpp2,4901
enpp3,4902
enpp4,4903
enpp5,4904
enpp6,4905
enpp7,4906
ensa,4907
entpd1,4908
entpd2,4909
entpd3,4910
entpd4,4911
entpd5,4912
entpd6,4913
entpd7,4914
entpd8,4915
eny2,4916
eomes,4917
ep300,4918
ep400,4919
epas1,4920
epb41,4921
epb41l1,4922
epb41l2,4923
epb41l3,4924
epb41l4a,4925
epb41l4b,4926
epb41l5,4927
epb42,4928
epb49,4929
epc1,4930
epc2,4931
epcam,4932
epdr1,4933
epg5,4934
epgn,4935
epha1,4936
epha10,4937
epha2,4938
epha3,4939
epha4,4940
epha5,4941
epha6,4942
epha7,4943
epha8,4944
ephb1,4945
ephb2,4946
ephb3,4947
ephb4,4948
ephb6,4949
ephx1,4950
ephx2,4951
ephx3,4952
ephx4,4953
epm2a,4954
epm2aip1,4955
epn1,4956
epn2,4957
epn3,4958
epo,4959
epor,4960
eppk1,4961
eprs,4962
eps15,4963
eps15l1,4964
eps8,4965
eps8l1,4966
eps8l2,4967
epsti1,4968
ept1,4969
epx,4970
epyc,4971
eral1,4972
erap1,4973
erap2,4974
eras,4975
erbb2,4976
erbb2ip,4977
erbb3,4978
erbb4,4979
erc1,4980
erc2,4981
ercc-00002,4982
ercc-00003,4983
ercc-00004,4984
ercc-00009,4985
ercc-00012,4986
ercc-00013,4987
ercc-00014,4988
ercc-00016,4989
ercc-00017,4990
ercc-00019,4991
ercc-00022,4992
ercc-00024,4993
ercc-00025,4994
ercc-00028,4995
ercc-00031,4996
ercc-00033,4997
ercc-00034,4998
ercc-00035,4999
ercc-00039,5000
ercc-00040,5001
ercc-00041,5002
ercc-00042,5003
ercc-00043,5004
ercc-00044,5005
ercc-00046,5006
ercc-00051,5007
ercc-00053,5008
ercc-00054,5009
ercc-00058,5010
ercc-00059,5011
ercc-00060,5012
ercc-00061,5013
ercc-00062,5014
ercc-00067,5015
ercc-00069,5016
ercc-00071,5017
ercc-00073,5018
ercc-00074,5019
ercc-00076,5020
ercc-00077,5021
ercc-00078,5022
ercc-00079,5023
ercc-00081,5024
ercc-00084,5025
ercc-00085,5026
ercc-00086,5027
ercc-00092,5028
ercc-00095,5029
ercc-00096,5030
ercc-00097,5031
ercc-00098,5032
ercc-00099,5033
ercc-00104,5034
ercc-00108,5035
ercc-00109,5036
ercc-00111,5037
ercc-00112,5038
ercc-00113,5039
ercc-00116,5040
ercc-00117,5041
ercc-00120,5042
ercc-00123,5043
ercc-00126,5044
ercc-00130,5045
ercc-00131,5046
ercc-00134,5047
ercc-00136,5048
ercc-00137,5049
ercc-00138,5050
ercc-00142,5051
ercc-00143,5052
ercc-00144,5053
ercc-00145,5054
ercc-00147,5055
ercc-00148,5056
ercc-00150,5057
ercc-00154,5058
ercc-00156,5059
ercc-00157,5060
ercc-00158,5061
ercc-00160,5062
ercc-00162,5063
ercc-00163,5064
ercc-00164,5065
ercc-00165,5066
ercc-00168,5067
ercc-00170,5068
ercc-00171,5069
ercc1,5070
ercc2,5071
ercc3,5072
ercc4,5073
ercc5,5074
ercc6,5075
ercc6l,5076
ercc8,5077
ereg,5078
erf,5079
erg,5080
ergic1,5081
ergic2,5082
ergic3,5083
erh,5084
eri1,5085
eri2,5086
eri3,5087
erich1,5088
erlec1,5089
erlin1,5090
erlin2,5091
ermap,5092
ermn,5093
ermp1,5094
ern1,5095
ern2,5096
ero1l,5097
ero1lb,5098
erp27,5099
erp29,5100
erp44,5101
errfi1,5102
erv3-1,5103
ervfrd-1,5104
ervmer34-1,5105
ervv-1,5106
ervv-2,5107
esam,5108
esco1,5109
esco2,5110
esd,5111
esf1,5112
esm1,5113
espl1,5114
espn,5115
espnl,5116
esr1,5117
esr2,5118
esrp1,5119
esrp2,5120
esrra,5121
esrrb,5122
esrrg,5123
esx1,5124
esyt1,5125
esyt2,5126
esyt3,5127
etaa1,5128
etf1,5129
etfa,5130
etfb,5131
etfdh,5132
ethe1,5133
etnk1,5134
etnk2,5135
ets1,5136
ets2,5137
etv1,5138
etv2,5139
etv3,5140
etv3l,5141
etv4,5142
etv5,5143
etv6,5144
etv7,5145
evc,5146
evc2,5147
evi2a,5148
evi2b,5149
evi5,5150
evi5l,5151
evl,5152
evpl,5153
evpll,5154
evx1,5155
ewsr1,5156
exd1,5157
exd2,5158
exd3,5159
exo1,5160
exoc1,5161
exoc2,5162
exoc3,5163
exoc3l1,5164
exoc3l2,5165
exoc3l4,5166
exoc4,5167
exoc5,5168
exoc6,5169
exoc6b,5170
exoc7,5171
exoc8,5172
exog,5173
exosc1,5174
exosc10,5175
exosc2,5176
exosc3,5177
exosc4,5178
exosc5,5179
exosc6,5180
exosc7,5181
exosc8,5182
exosc9,5183
exph5,5184
ext1,5185
ext2,5186
extl1,5187
extl2,5188
extl3,5189
eya1,5190
eya2,5191
eya3,5192
eya4,5193
eys,5194
ezh1,5195
ezh2,5196
ezr,5197
f10,5198
f11,5199
f11r,5200
f12,5201
f13a1,5202
f2,5203
f2r,5204
f2rl1,5205
f2rl2,5206
f2rl3,5207
f3,5208
f5,5209
f7,5210
f8,5211
f8a1,5212
f8a2,5213
f8a3,5214
fa2h,5215
faah,5216
faah2,5217
fabp2,5218
fabp3,5219
fabp4,5220
fabp5,5221
fabp6,5222
fabp7,5223
fadd,5224
fads1,5225
fads2,5226
fads3,5227
fads6,5228
faf1,5229
faf2,5230
fah,5231
fahd1,5232
fahd2a,5233
fahd2b,5234
faim,5235
faim2,5236
faim3,5237
fam100a,5238
fam100b,5239
fam101a,5240
fam101b,5241
fam102a,5242
fam102b,5243
fam103a1,5244
fam104a,5245
fam104b,5246
fam105a,5247
fam105b,5248
fam107a,5249
fam107b,5250
fam108a1,5251
fam108b1,5252
fam108c1,5253
fam109a,5254
fam109b,5255
fam110a,5256
fam110b,5257
fam110c,5258
fam110d,5259
fam111a,5260
fam111b,5261
fam113a,5262
fam113b,5263
fam114a1,5264
fam114a2,5265
fam115a,5266
fam115c,5267
fam116a,5268
fam116b,5269
fam117a,5270
fam117b,5271
fam118a,5272
fam118b,5273
fam120a,5274
fam120aos,5275
fam120b,5276
fam120c,5277
fam122a,5278
fam122b,5279
fam122c,5280
fam123a,5281
fam123b,5282
fam123c,5283
fam124a,5284
fam124b,5285
fam125a,5286
fam125b,5287
fam126a,5288
fam126b,5289
fam127a,5290
fam127b,5291
fam127c,5292
fam129a,5293
fam129b,5294
fam129c,5295
fam131a,5296
fam131b,5297
fam131c,5298
fam132a,5299
fam133a,5300
fam133b,5301
fam134a,5302
fam134b,5303
fam134c,5304
fam135a,5305
fam135b,5306
fam136a,5307
fam13a,5308
fam13b,5309
fam13c,5310
fam149a,5311
fam149b1,5312
fam150a,5313
fam150b,5314
fam151a,5315
fam151b,5316
fam153a,5317
fam153b,5318
fam154a,5319
fam154b,5320
fam155a,5321
fam155b,5322
fam156a,5323
fam156b,5324
fam157a,5325
fam157b,5326
fam158a,5327
fam159a,5328
fam159b,5329
fam160a1,5330
fam160a2,5331
fam160b1,5332
fam160b2,5333
fam161a,5334
fam161b,5335
fam162a,5336
fam162b,5337
fam163a,5338
fam163b,5339
fam165b,5340
fam166a,5341
fam166b,5342
fam167a,5343
fam167b,5344
fam168a,5345
fam168b,5346
fam169a,5347
fam169b,5348
fam170a,5349
fam171a1,5350
fam171a2,5351
fam171b,5352
fam172a,5353
fam173a,5354
fam173b,5355
fam174a,5356
fam174b,5357
fam175a,5358
fam175b,5359
fam176a,5360
fam176b,5361
fam176c,5362
fam177a1,5363
fam177b,5364
fam178a,5365
fam178b,5366
fam179a,5367
fam179b,5368
fam180a,5369
fam180b,5370
fam181b,5371
fam183a,5372
fam184a,5373
fam184b,5374
fam185a,5375
fam186a,5376
fam186b,5377
fam187b,5378
fam188a,5379
fam188b,5380
fam189a1,5381
fam189a2,5382
fam189b,5383
fam18a,5384
fam18b1,5385
fam18b2,5386
fam18b2-cdrt4,5387
fam190a,5388
fam190b,5389
fam192a,5390
fam193a,5391
fam193b,5392
fam194a,5393
fam195a,5394
fam195b,5395
fam196a,5396
fam196b,5397
fam198a,5398
fam198b,5399
fam199x,5400
fam19a1,5401
fam19a2,5402
fam19a3,5403
fam19a4,5404
fam19a5,5405
fam200a,5406
fam200b,5407
fam203a,5408
fam204a,5409
fam205a,5410
fam206a,5411
fam207a,5412
fam208a,5413
fam208b,5414
fam209a,5415
fam209b,5416
fam20a,5417
fam20b,5418
fam20c,5419
fam210a,5420
fam210b,5421
fam211a,5422
fam211b,5423
fam212a,5424
fam212b,5425
fam213a,5426
fam213b,5427
fam214a,5428
fam214b,5429
fam216a,5430
fam216b,5431
fam217a,5432
fam217b,5433
fam218a,5434
fam219a,5435
fam219b,5436
fam21a,5437
fam21b,5438
fam21c,5439
fam220a,5440
fam22a,5441
fam22d,5442
fam22f,5443
fam22g,5444
fam24b,5445
fam25a,5446
fam25b,5447
fam25c,5448
fam25g,5449
fam26d,5450
fam26e,5451
fam26f,5452
fam32a,5453
fam35a,5454
fam3a,5455
fam3b,5456
fam3c,5457
fam40a,5458
fam40b,5459
fam43a,5460
fam43b,5461
fam45a,5462
fam46a,5463
fam46b,5464
fam46c,5465
fam46d,5466
fam47a,5467
fam47e,5468
fam47e-stbd1,5469
fam48a,5470
fam48b1,5471
fam48b2,5472
fam49a,5473
fam49b,5474
fam50a,5475
fam50b,5476
fam53a,5477
fam53b,5478
fam53c,5479
fam54a,5480
fam54b,5481
fam55a,5482
fam55b,5483
fam55c,5484
fam55d,5485
fam57a,5486
fam57b,5487
fam58a,5488
fam58bp,5489
fam59a,5490
fam59b,5491
fam5b,5492
fam5c,5493
fam60a,5494
fam63a,5495
fam63b,5496
fam64a,5497
fam65a,5498
fam65b,5499
fam65c,5500
fam69a,5501
fam69b,5502
fam70a,5503
fam70b,5504
fam71a,5505
fam71c,5506
fam71d,5507
fam71e1,5508
fam71e2,5509
fam71f1,5510
fam71f2,5511
fam72a,5512
fam72b,5513
fam72d,5514
fam73a,5515
fam73b,5516
fam75a3,5517
fam75a6,5518
fam75a7,5519
fam75c1,5520
fam75c2,5521
fam75d1,5522
fam75d3,5523
fam75d4,5524
fam76a,5525
fam76b,5526
fam78a,5527
fam78b,5528
fam81a,5529
fam81b,5530
fam82a1,5531
fam82a2,5532
fam82b,5533
fam83a,5534
fam83b,5535
fam83c,5536
fam83d,5537
fam83e,5538
fam83f,5539
fam83g,5540
fam83h,5541
fam84a,5542
fam84b,5543
fam86a,5544
fam86b1,5545
fam86b2,5546
fam86c1,5547
fam89a,5548
fam89b,5549
fam8a1,5550
fam90a1,5551
fam91a1,5552
fam92a1,5553
fam92b,5554
fam96a,5555
fam96b,5556
fam98a,5557
fam98b,5558
fam98c,5559
fam9a,5560
fam9b,5561
fam9c,5562
fan1,5563
fanca,5564
fancb,5565
fancc,5566
fancd2,5567
fance,5568
fancf,5569
fancg,5570
fanci,5571
fancl,5572
fancm,5573
fank1,5574
far1,5575
far2,5576
farp1,5577
farp2,5578
fars2,5579
farsa,5580
farsb,5581
fas,5582
faslg,5583
fasn,5584
fastk,5585
fastkd1,5586
fastkd2,5587
fastkd3,5588
fastkd5,5589
fat1,5590
fat2,5591
fat3,5592
fat4,5593
fate1,5594
fau,5595
faxc,5596
fbf1,5597
fbl,5598
fblim1,5599
fbln1,5600
fbln2,5601
fbln5,5602
fbln7,5603
fbn1,5604
fbn2,5605
fbn3,5606
fbp1,5607
fbp2,5608
fbrs,5609
fbrsl1,5610
fbxl12,5611
fbxl13,5612
fbxl14,5613
fbxl15,5614
fbxl16,5615
fbxl17,5616
fbxl18,5617
fbxl19,5618
fbxl2,5619
fbxl20,5620
fbxl21,5621
fbxl22,5622
fbxl3,5623
fbxl4,5624
fbxl5,5625
fbxl6,5626
fbxl7,5627
fbxl8,5628
fbxo10,5629
fbxo11,5630
fbxo15,5631
fbxo16,5632
fbxo17,5633
fbxo18,5634
fbxo2,5635
fbxo21,5636
fbxo22,5637
fbxo24,5638
fbxo25,5639
fbxo27,5640
fbxo28,5641
fbxo3,5642
fbxo30,5643
fbxo31,5644
fbxo32,5645
fbxo33,5646
fbxo34,5647
fbxo36,5648
fbxo38,5649
fbxo39,5650
fbxo4,5651
fbxo40,5652
fbxo41,5653
fbxo42,5654
fbxo43,5655
fbxo44,5656
