TF,Target
121,162
121,224
121,197
121,120
121,517
121,259
121,54
121,495
121,265
121,350
121,299
121,334
121,204
121,174
121,202
121,283
121,340
121,348
121,119
121,25
121,389
121,88
121,102
121,437
121,190
121,91
121,215
121,648
121,444
121,345
121,10
121,126
121,404
121,402
121,565
121,161
121,242
121,540
121,32
121,363
121,344
121,447
121,589
121,146
121,217
121,396
121,311
121,421
121,601
121,179
121,232
121,624
121,287
121,443
121,432
121,372
121,657
121,470
121,79
121,606
121,479
121,298
121,163
121,312
121,249
121,411
121,250
121,501
121,4
121,499
121,114
121,86
121,417
121,503
121,46
121,496
121,355
121,353
121,231
121,361
121,424
121,452
121,22
121,409
121,13
121,177
121,181
121,150
121,154
121,110
121,674
121,551
121,527
121,130
121,576
121,17
121,56
121,94
121,171
121,460
121,318
121,239
121,418
121,300
121,87
121,255
121,77
121,587
121,584
121,167
121,485
121,435
121,122
121,111
121,663
121,623
121,188
121,142
121,223
121,511
121,55
121,19
121,394
121,378
121,367
121,685
121,645
121,416
121,141
121,271
121,660
121,440
47,286
47,106
47,241
47,648
47,497
47,386
47,455
47,604
47,429
47,95
47,413
47,631
47,297
47,184
47,260
47,170
47,23
47,397
47,450
47,451
47,572
47,578
47,103
47,610
47,210
47,194
47,314
47,646
47,92
47,346
47,510
47,176
47,214
47,289
47,357
47,536
47,410
47,83
47,375
47,118
47,574
47,198
47,208
47,642
47,558
47,569
47,656
47,316
47,168
47,582
47,185
47,384
47,446
47,246
47,466
47,14
47,333
47,498
47,221
47,153
47,676
47,665
47,337
47,282
47,309
47,39
47,84
47,8
47,325
47,145
47,541
47,473
47,680
47,515
47,236
47,669
47,68
47,96
47,650
47,596
47,332
47,121
47,206
47,127
47,341
47,27
47,222
47,597
47,486
47,516
47,274
47,689
47,45
47,182
47,441
47,262
47,595
47,302
47,472
47,140
47,616
47,40
47,137
47,463
47,169
47,175
47,448
47,149
47,655
47,474
47,637
47,438
47,98
47,139
47,440
47,436
47,79
47,30
47,524
47,615
47,263
47,279
47,415
47,658
47,423
47,667
47,531
47,671
47,480
47,67
47,186
47,233
47,457
47,405
47,171
47,100
47,366
47,543
47,603
47,359
47,351
47,505
47,638
47,570
47,545
47,414
47,323
47,88
47,634
47,335
47,602
47,542
47,6
47,431
47,376
47,360
47,588
47,13
47,600
47,307
47,321
47,142
47,216
47,628
47,163
47,577
47,36
47,105
47,331
47,412
47,585
47,459
47,454
47,312
7,346
7,425
7,536
7,40
7,14
7,600
7,8
7,153
7,380
7,359
7,582
7,332
7,628
7,203
7,384
7,629
7,83
7,665
7,68
7,605
7,569
7,445
7,627
7,299
7,640
7,364
7,466
7,170
7,145
7,455
7,446
7,39
7,221
7,98
7,510
7,246
7,64
7,556
7,356
7,274
7,383
7,650
7,561
7,283
7,386
7,497
7,164
7,428
7,258
7,622
7,101
7,572
7,53
7,463
7,451
7,297
7,671
7,189
7,157
7,84
7,597
7,78
7,438
7,653
7,470
7,412
7,165
7,450
7,646
7,127
7,201
7,186
7,357
7,548
7,598
7,118
7,441
7,309
7,114
7,314
7,508
7,498
7,149
7,261
7,532
7,649
7,302
7,535
7,578
7,610
7,36
7,241
7,254
7,661
7,92
7,106
7,195
7,81
7,626
7,326
7,588
7,184
7,354
7,45
7,137
7,377
7,437
7,158
7,219
7,465
7,415
7,398
7,74
7,546
7,308
7,574
7,205
7,676
7,604
7,618
7,179
7,631
7,262
7,331
7,212
7,352
7,570
7,375
7,12
7,520
7,514
7,515
7,35
7,94
7,490
7,224
7,669
7,282
7,351
7,27
7,289
7,366
7,494
7,473
7,214
7,511
7,347
7,370
7,410
7,245
7,176
7,373
7,33
7,376
7,242
7,51
7,476
7,368
7,565
7,325
7,333
7,125
7,616
7,472
7,571
7,273
7,642
7,129
7,388
7,100
7,358
7,107
7,293
7,73
7,595
7,91
7,80
7,397
7,172
7,448
7,603
7,516
7,424
7,47
7,260
7,513
7,175
7,240
7,23
7,655
7,215
7,210
7,160
7,139
7,487
7,585
7,420
7,680
7,341
7,248
7,216
7,204
7,467
7,61
7,343
7,294
7,257
7,489
7,310
7,267
7,182
7,174
7,168
7,506
7,667
7,530
7,553
7,79
7,345
7,96
7,689
7,198
7,52
7,521
7,390
7,286
7,589
7,163
7,196
7,387
7,575
7,402
7,690
7,131
7,596
7,656
7,337
7,613
7,429
7,344
7,316
7,132
7,25
7,500
7,89
7,95
7,413
7,444
7,202
7,363
7,86
7,112
7,452
7,272
7,249
7,340
7,236
7,612
7,268
7,76
7,683
7,235
7,239
7,329
7,433
7,275
7,523
7,417
7,492
7,142
7,462
7,568
7,602
7,648
7,469
7,619
7,103
7,484
7,336
7,537
7,633
7,544
7,518
7,593
7,271
7,495
7,259
7,385
7,4
7,641
7,321
7,10
7,278
7,479
7,105
7,199
7,512
7,190
7,87
7,348
7,686
7,453
7,586
7,339
7,226
7,583
7,677
7,28
7,185
7,194
7,117
7,682
7,691
7,353
7,409
7,526
7,335
7,389
7,222
7,396
7,630
7,558
7,635
7,522
7,524
7,50
7,334
7,454
7,464
7,355
7,43
7,634
7,124
7,562
7,217
7,17
7,232
7,592
7,477
7,67
7,93
7,400
7,270
7,338
7,70
7,111
7,382
7,350
7,72
7,102
7,584
7,19
7,121
7,227
7,197
7,177
7,181
7,674
7,231
7,431
7,2
7,138
7,599
7,538
7,442
7,647
7,474
7,681
7,319
7,439
7,173
7,265
7,659
7,171
7,360
7,483
7,136
7,315
7,223
7,566
7,447
7,151
7,670
7,393
7,654
7,191
7,551
7,88
7,206
7,156
7,374
7,458
7,664
7,62
7,230
7,342
7,539
7,480
7,432
7,362
7,71
7,507
7,55
7,496
7,48
7,407
7,295
7,287
7,499
7,0
7,587
7,63
7,322
7,662
7,625
7,408
7,427
7,20
7,313
7,211
7,666
7,1
7,108
7,534
7,269
7,576
7,369
7,180
7,517
7,651
7,687
7,312
7,459
7,122
7,300
7,488
7,247
7,162
7,304
7,69
7,147
7,503
7,430
7,154
7,486
7,22
7,6
7,169
7,311
7,391
7,18
7,109
7,188
7,663
7,504
7,54
7,58
7,238
7,422
7,66
7,307
7,21
7,404
7,426
7,529
7,395
7,140
7,501
7,658
7,482
7,200
7,207
7,49
7,405
7,416
565,185
565,8
565,25
565,433
565,302
565,470
565,648
565,337
565,535
565,520
565,293
565,326
565,556
565,118
565,28
565,492
565,631
565,442
565,351
565,232
565,162
565,103
565,286
565,246
565,102
565,191
565,341
565,95
565,125
565,308
565,186
565,472
565,39
565,267
565,231
565,299
565,574
565,344
565,366
565,561
565,466
565,629
565,309
565,98
565,215
565,376
565,441
565,522
565,537
565,427
565,289
565,425
565,357
565,680
565,282
565,409
565,132
565,325
565,297
565,646
565,647
565,578
565,463
565,139
565,353
565,86
565,497
565,618
565,473
565,221
565,517
565,262
565,54
565,467
565,36
565,239
565,68
565,41
565,633
565,455
565,172
565,71
565,241
565,536
565,498
565,170
565,217
565,606
565,347
565,157
565,571
565,595
565,201
565,105
565,10
565,487
565,108
565,524
565,121
565,598
565,602
565,450
565,74
565,226
565,586
565,223
565,553
565,145
565,236
565,572
565,656
565,45
565,416
565,4
565,206
565,92
565,106
565,677
565,94
565,12
565,634
565,521
565,203
565,164
565,254
565,402
565,331
565,158
565,460
565,182
565,112
565,314
565,327
565,283
565,682
565,665
565,640
565,131
565,198
565,189
565,212
565,610
565,622
565,639
565,388
565,126
565,479
565,538
565,689
565,397
565,532
565,49
565,107
565,384
565,97
565,362
565,580
565,23
565,257
565,346
565,27
565,258
565,114
565,171
565,153
565,616
565,156
565,354
565,287
565,196
565,588
565,348
565,513
565,600
565,35
565,248
565,676
565,332
565,691
565,445
565,96
565,40
565,165
565,516
565,418
565,662
565,53
565,468
565,683
565,130
565,375
565,380
565,358
565,214
565,339
565,510
565,73
565,101
565,511
565,184
565,210
565,44
565,168
565,372
565,52
565,393
565,530
565,548
565,568
565,669
565,503
565,69
565,438
565,333
565,50
565,311
565,523
565,686
565,228
565,448
565,363
565,273
565,279
565,604
565,515
565,195
565,569
565,664
565,540
565,400
565,359
565,398
565,33
565,579
565,219
565,310
565,110
565,316
565,589
565,17
565,651
565,506
565,205
565,630
565,78
565,245
565,151
565,451
565,377
565,500
565,489
565,240
565,345
565,134
565,370
565,661
565,546
565,180
565,429
565,274
565,642
565,265
565,464
565,80
565,508
565,14
565,342
565,582
565,583
565,19
565,368
565,334
565,566
565,560
565,197
565,603
565,590
565,76
565,614
565,625
565,667
565,383
565,641
565,104
565,285
565,260
565,307
565,149
565,644
565,446
565,350
565,437
565,518
565,336
565,367
565,261
565,570
565,142
565,650
565,420
565,605
565,194
565,413
565,628
270,246
270,586
270,530
270,101
270,69
270,519
270,455
270,441
270,102
270,508
270,574
270,598
270,118
270,231
270,579
270,520
270,385
270,142
270,479
270,189
270,463
270,538
270,162
270,212
270,12
270,254
270,125
270,54
270,424
270,311
270,110
270,221
270,302
270,583
270,552
270,108
270,416
270,100
270,332
270,333
270,438
270,72
270,309
270,616
270,171
270,421
270,370
270,540
270,435
270,674
270,25
270,188
270,74
270,245
270,236
270,33
270,499
270,315
270,569
270,450
270,469
270,664
270,681
270,492
270,26
270,226
270,604
270,70
270,393
270,267
270,224
270,150
270,130
270,248
270,104
270,176
270,397
270,271
270,51
270,78
270,498
270,621
270,64
270,132
270,607
270,631
270,394
270,344
270,114
270,137
270,656
270,644
270,331
270,629
270,642
270,172
270,107
270,265
270,373
270,215
270,206
270,353
270,279
270,379
270,368
270,383
270,420
270,83
270,384
270,35
270,445
270,71
270,327
270,647
270,484
270,582
270,418
270,400
270,179
270,567
270,532
270,558
270,170
270,258
270,489
270,68
270,602
270,242
270,665
270,686
270,366
270,36
270,444
270,200
270,448
270,433
270,388
270,48
270,297
270,45
270,126
270,361
270,18
270,676
270,535
270,345
270,677
270,180
270,472
270,518
270,300
270,28
270,335
270,506
270,460
270,301
270,427
270,223
270,39
270,262
270,30
270,73
270,326
270,497
270,688
270,396
270,96
270,651
270,354
270,347
270,282
270,8
270,268
270,407
270,614
270,360
270,410
270,348
270,470
270,464
270,320
270,467
270,422
270,595
270,289
270,402
270,95
270,580
270,398
270,351
270,516
270,149
270,671
270,364
270,669
270,521
270,141
270,391
270,197
270,487
270,10
270,466
270,363
270,232
270,600
270,177
270,588
270,181
270,568
270,473
270,346
270,202
270,283
270,11
270,392
270,417
270,566
270,337
270,313
270,500
270,507
270,183
270,164
270,488
270,79
270,4
270,175
270,286
270,523
270,31
270,272
270,112
270,201
270,625
270,618
270,689
270,274
270,299
270,406
270,387
270,40
270,565
270,87
270,430
270,90
270,412
270,408
270,273
270,423
270,42
270,157
270,342
270,341
270,386
270,537
270,395
270,1
270,437
270,16
270,553
270,350
270,667
270,203
270,174
270,517
270,158
270,307
270,486
270,204
270,633
270,3
270,53
270,375
270,578
270,60
270,480
270,191
270,510
270,605
270,210
270,50
270,536
270,649
270,603
270,321
270,27
270,620
270,425
270,294
270,458
270,639
270,148
270,426
270,76
270,409
270,555
270,334
270,560
270,539
270,293
270,239
270,382
270,259
270,474
270,546
270,219
270,261
270,233
270,323
270,374
270,380
270,241
270,446
270,440
270,691
270,376
270,182
270,575
270,52
270,163
270,453
270,17
270,512
270,91
270,81
270,428
270,372
270,640
270,522
270,325
270,167
270,477
270,84
270,195
270,429
270,316
270,44
270,211
270,14
270,687
270,249
270,509
270,468
270,310
270,541
270,106
270,515
270,139
270,138
270,173
270,166
270,561
270,343
270,659
270,319
270,682
270,314
270,124
270,653
270,413
270,646
270,648
270,545
270,80
270,255
270,365
270,98
270,194
270,208
270,218
270,571
270,308
270,483
270,144
270,222
270,145
270,217
270,666
270,184
270,103
270,680
270,250
270,169
270,442
270,153
270,358
270,377
270,643
270,216
270,105
270,554
270,462
270,97
270,496
270,230
270,451
270,660
270,129
270,85
270,634
270,228
270,109
270,478
270,637
270,278
270,290
270,186
270,196
270,275
270,596
270,329
270,542
270,381
270,431
270,2
270,610
270,22
270,657
270,449
270,23
270,92
270,414
270,21
270,263
270,131
270,205
270,7
270,86
270,576
270,185
270,357
270,501
270,240
270,589
270,322
270,151
270,527
270,491
270,56
270,390
270,378
270,214
270,683
270,504
270,276
270,534
270,359
270,135
270,662
270,336
270,207
270,121
270,624
270,199
270,494
270,572
270,165
270,630
270,287
270,675
270,559
270,281
270,476
270,127
270,24
270,5
270,295
270,511
270,606
270,655
270,594
270,503
270,548
270,514
270,89
270,454
270,551
270,94
270,159
270,62
270,367
270,419
270,168
270,252
270,288
270,628
270,227
270,134
270,356
270,597
270,635
270,556
270,590
270,43
270,61
270,623
270,88
270,531
270,247
270,622
270,650
270,513
270,526
270,119
270,260
270,369
270,111
270,627
270,82
270,459
270,404
270,190
270,318
270,257
270,593
270,140
270,611
270,661
270,415
270,471
270,654
270,32
270,543
270,47
270,619
270,592
270,529
270,495
270,198
270,587
270,638
270,641
270,452
270,482
270,269
270,609
270,564
270,617
270,161
270,6
270,465
270,505
270,403
270,93
270,690
270,436
270,225
270,352
270,339
270,663
270,67
270,280
270,317
270,120
270,38
270,447
270,19
270,58
270,117
270,128
270,55
270,389
270,160
270,0
270,63
270,432
270,584
270,562
270,570
270,251
270,585
270,601
270,147
270,123
270,143
270,502
270,544
270,599
270,549
270,439
270,626
270,581
270,636
270,136
270,20
270,298
270,615
270,670
270,355
270,292
270,490
270,213
270,613
270,434
270,296
270,266
270,13
270,405
