Gene1,Gene2
FOXO1,YPEL3
FOXO1,CCNE2
FOXO1,NADK
FOXO1,LTB
FOXO1,COQ8A
FOXO1,NDOR1
FOXO1,RMND5A
FOXO1,NUF2
FOXO1,RORA
FOXO1,TCP11L2
FOXO1,CRBN
FOXO1,NFAT5
FOXO1,CACFD1
FOXO1,SLC39A10
FOXO1,RNF145
FOXO1,DCAF11
FOXO1,HERC4
FOXO1,MAU2
FOXO1,GMCL1
FOXO1,POLA2
FOXO1,NARFL
FOXO1,LIMD2
FOXO1,INTS13
FOXO1,ACSS1
FOXO1,COG6
FOXO1,CLCN4
FOXO1,CENPA
FOXO1,RAD21
FOXO1,CENPK
FOXO1,SPPL2B
FOXO1,NAA50
FOXO1,ATP6V1A
FOXO1,DHFR
FOXO1,KLHL24
FOXO1,SCRN3
FOXO1,CNOT10
FOXO1,ST8SIA4
FOXO1,STX12
FOXO1,WDSUB1
FOXO1,ABTB1
FOXO1,SP4
FOXO1,MBTPS1
FOXO1,CHP1
FOXO1,VKORC1L1
FOXO1,ASB8
FOXO1,TRIB2
FOXO1,MCM7
FOXO1,PLAA
FOXO1,FGFR1OP
FOXO1,ARL6IP6
FOXO1,TBC1D15
FOXO1,SESN1
FOXO1,PITPNB
FOXO1,SELENOP
FOXO1,SGO1
FOXO1,ADO
FOXO1,CEP70
FOXO1,ARMT1
FOXO1,ACSS2
FOXO1,SNAP23
FOXO1,RFESD
FOXO1,CBFB
FOXO1,SRSF1
FOXO1,PICALM
FOXO1,TMEM206
FOXO1,WDR73
FOXO1,CDCA3
FOXO1,RGS1
FOXO1,9430015G10RIK
FOXO1,DNAJC11
FOXO1,CYP20A1
FOXO1,MSH6
FOXO1,NFKBIA
FOXO1,CHORDC1
FOXO1,HAGH
FOXO1,SLC25A45
FOXO1,MFN2
FOXO1,IL21R
FOXO1,STK25
FOXO1,BTRC
FOXO1,RGS2
FOXO1,RCC1
FOXO1,D230025D16RIK
FOXO1,DHX33
FOXO1,DEK
FOXO1,HIST1H2BC
FOXO1,NDC1
FOXO1,CTSE
FOXO1,NDRG1
FOXO1,B230219D22RIK
FOXO1,AURKA
FOXO1,LIG1
FOXO1,IFT140
FOXO1,DNPEP
FOXO1,MORC3
FOXO1,PPOX
FOXO1,NCAPG2
FOXO1,NRF1
FOXO1,CTPS
FOXO1,MYNN
FOXO1,XRCC6
FOXO1,GARS
FOXO1,ABCF3
FOXO1,PIK3IP1
FOXO1,PSEN2
FOXO1,ABCB8
FOXO1,USP10
FOXO1,ADK
FOXO1,WDHD1
FOXO1,CASP3
FOXO1,EIF2B1
FOXO1,NCLN
FOXO1,USP37
FOXO1,HDAC7
FOXO1,PPAT
FOXO1,TIMM29
FOXO1,E2F6
FOXO1,NUDCD1
FOXO1,MRM1
FOXO1,PPIL4
FOXO1,PKM
FOXO1,PDE4B
FOXO1,CCNE1
FOXO1,SEH1L
FOXO1,ZFP639
FOXO1,MCM4
FOXO1,UNK
FOXO1,HSPA4L
FOXO1,RABIF
FOXO1,NUDT9
FOXO1,COA5
FOXO1,CALCRL
FOXO1,ANAPC2
FOXO1,MAPK1
FOXO1,POLR1B
FOXO1,PACS1
FOXO1,INPP5B
FOXO1,NFXL1
FOXO1,JARID2
FOXO1,CUL4A
FOXO1,RANGAP1
FOXO1,GMNN
FOXO1,CDC45
FOXO1,HDGF
FOXO1,NDUFV1
FOXO1,RPA1
FOXO1,MTHFD1
FOXO1,FKBP1A
FOXO1,HSPH1
FOXO1,PLAG1
FOXO1,FIGNL1
FOXO1,FEM1A
FOXO1,LZTR1
FOXO1,ZFP110
FOXO1,PA2G4
FOXO1,LYRM4
FOXO1,TMX3
FOXO1,IFI204
FOXO1,GMFB
FOXO1,RAD51
FOXO1,METTL8
FOXO1,NUDCD3
FOXO1,DNM1L
FOXO1,IFRD2
FOXO1,COPS8
FOXO1,FBXO5
FOXO1,ITSN1
FOXO1,AHCTF1
FOXO1,SERPINB9
FOXO1,MFSD1
FOXO1,CRNKL1
FOXO1,ANXA5
FOXO1,SGTA
FOXO1,CASP2
FOXO1,MYCT1
FOXO1,PIK3C3
FOXO1,TMEM168
FOXO1,ODC1
FOXO1,SATB1
FOXO1,SNAPC3
FOXO1,LPCAT1
FOXO1,HDAC2
FOXO1,TMEM129
FOXO1,TACC3
FOXO1,METAP1
FOXO1,2210016F16RIK
FOXO1,HAUS2
FOXO1,GNAI3
FOXO1,AP5M1
FOXO1,FCHSD2
FOXO1,VAMP3
FOXO1,NFE2L2
FOXO1,COLGALT1
FOXO1,TVP23B
FOXO1,NAMPT
FOXO1,MIS18BP1
FOXO1,CDC20
FOXO1,RNF139
FOXO1,KPNA3
FOXO1,BUB1B
FOXO1,DNAJC5
FOXO1,VPS41
FOXO1,PRIM1
FOXO1,PPP6C
FOXO1,CD55
FOXO1,SPC25
FOXO1,NARF
FOXO1,TFG
FOXO1,GOLPH3
FOXO1,NUP107
FOXO1,KLF6
FOXO1,IKZF1
FOXO1,RGCC
FOXO1,FZR1
FOXO1,CDCA5
FOXO1,ZFP397
FOXO1,RAD51AP1
FOXO1,PRKAR2B
FOXO1,MTMR6
FOXO1,IPO9
FOXO1,THUMPD3
FOXO1,CAST
FOXO1,SETD2
FOXO1,RHOF
FOXO1,LMBRD1
FOXO1,CUL2
FOXO1,RPP40
FOXO1,HSDL1
FOXO1,PRPS1
FOXO1,CCNF
FOXO1,ZFP672
FOXO1,NFATC2
FOXO1,RCOR1
FOXO1,PAFAH1B2
FOXO1,OASL2
FOXO1,ZBTB10
FOXO1,PRDM4
FOXO1,FAM76B
FOXO1,MARCH5
FOXO1,FAM45A
FOXO1,CPOX
FOXO1,BAP1
FOXO1,ZFP451
FOXO1,REXO4
FOXO1,INCENP
FOXO1,MYC
GATA2,FPGS
GATA2,INKA1
GATA2,XRCC6
GATA2,NFE2
GATA2,ITSN1
GATA2,MFSD2B
GATA2,MTO1
GATA2,HSPA4L
GATA2,PADI4
GATA2,MFSD1
GATA2,ZFP655
GATA2,PIK3R2
GATA2,TMEM164
GATA2,CPOX
GATA2,PSAT1
GATA2,TOR3A
GATA2,STXBP4
GATA2,P2RY14
GATA2,PACSIN2
GATA2,VPS33A
GATA2,FECH
GATA2,EFTUD2
GATA2,CTSE
GATA2,BTG2
GATA2,HEXA
GATA2,GCLC
GATA2,MARCH8
GATA2,PHETA2
GATA2,PICALM
GATA2,HDAC7
GATA2,SPI1
GATA2,RAB37
GATA2,YOD1
GATA2,GATA1
GATA2,CENPO
GATA2,AMPD3
GATA2,ZDHHC6
GATA2,KLHL24
GATA2,SRSF1
GATA2,HIST1H1C
GATA2,SGO1
GATA2,DNAJC11
GATA2,PPOX
GATA2,HMBS
GATA2,PNO1
GATA2,ASF1B
GATA2,NDEL1
GATA2,AHCTF1
GATA2,CD63
GATA2,TMEM168
GATA2,IFRD2
GATA2,NUP85
GATA2,TASP1
GATA2,PITPNB
GATA2,DNAJC10
GATA2,LPIN2
GATA2,GMFB
GATA2,RRM1
GATA2,TRPS1
GATA2,ISYNA1
GATA2,EPOR
GATA2,POGLUT1
GATA2,TBCD
GATA2,SPRYD4
GATA2,NEURL3
GATA2,PSMD9
GATA2,ALDH9A1
GATA2,NUF2
GATA2,SLC18A2
GATA2,CISH
GATA2,NUDCD3
GATA2,GALK2
GATA2,AURKA
GATA2,EYA1
GATA2,D1ERTD622E
GATA2,RNF19A
GATA2,ST8SIA4
GATA2,TFR2
GATA2,CLCN4
GATA2,STK25
GATA2,ARHGEF6
GATA2,DPP8
GATA2,KAT7
GATA2,STAP1
GATA2,BTK
GATA2,SPIRE1
GATA2,NR4A1
GATA2,DNM1L
GATA2,SPNS2
GATA2,YPEL3
GATA2,TNFAIP8
GATA2,NR2C1
GATA2,DNPEP
GATA2,TUBGCP5
GATA2,JUN
GATA2,MARS
GATA2,NT5DC1
GATA2,SLA2
GATA2,NUPR1
GATA2,MAPKAPK3
GATA2,AHCYL1
GATA2,SLC41A3
GATA2,ZZZ3
GATA2,HEMGN
GATA2,RANGAP1
GATA2,MFGE8
GATA2,DCAF13
GATA2,CEP70
GATA2,RUNX1T1
GATA2,NIF3L1
GATA2,MKI67
GATA2,RASA3
GATA2,PPIL4
GATA2,DCP1A
GATA2,ASAH1
GATA2,CTLA2A
GATA2,HIST1H2BC
GATA2,MCM7
GATA2,RFESD
GATA2,OTUD6B
GATA2,IPO4
GATA2,COG7
GATA2,INCENP
GATA2,NAPSA
GATA2,SEC23IP
GATA2,DCAF11
GATA2,SNCA
GATA2,USP10
GATA2,ABCB4
GATA2,GFI1B
GATA2,STARD10
GATA2,ANGPT1
GATA2,ARMT1
GATA2,RCOR1
GATA2,XAB2
GATA2,ALG9
GATA2,UROS
GATA2,ANXA6
GATA2,PSMF1
GATA2,SLC14A1
GATA2,PIGQ
GATA2,KDM6A
GATA2,EIF4ENIF1
GATA2,SACM1L
GATA2,BLVRB
GATA2,TMX3
GATA2,TARS
GATA2,PLIN3
GATA2,MTMR6
GATA2,PRKAA1
GATA2,RHOT1
GATA2,PPP6C
GATA2,FBXO5
GATA2,RDH11
GATA2,PQLC3
GATA2,COPB1
GATA2,TBC1D15
GATA2,UROD
GATA2,H1F0
GATA2,PTPN12
GATA2,LMNA
GATA2,ZFP62
GATA2,TOX4
GATA2,TIMM50
GATA2,GNPDA1
GATA2,STEAP3
GATA2,GTF3C3
GATA2,VPS11
GATA2,NFE2L2
GATA2,TSPAN14
GATA2,HACD4
GATA2,GYPA
GATA2,ARL6IP6
GATA2,VPS33B
GATA2,TNFAIP2
GATA2,NFATC2
GATA2,DPH6
GATA2,VKORC1L1
GATA2,RHOF
GATA2,MYH10
GATA2,PKM
GATA2,KEL
GATA2,CUL2
GATA2,CES2G
GATA2,SLC39A9
GATA2,POLE3
GATA2,STOM
GATA2,GTF2H1
GATA2,SLC43A1
GATA2,SKAP2
GATA2,ADSSL1
GATA2,ABCF3
GATA2,CALCRL
GATA2,CHMP7
GATA2,GTF2F1
GATA2,RPA2
GATA2,IPO9
GATA2,EZR
GATA2,GSS
GATA2,SPPL2A
GATA2,MT1
GATA2,TYK2
GATA2,RCC1
GATA2,DIS3L2
GATA2,MAD2L1
GATA2,COA5
GATA2,MYNN
GATA2,EBF1
GATA2,CERS4
GATA2,RNF139
GATA2,KLF1
GATA2,GFI1
GATA2,HAGH
GATA2,CHORDC1
GATA2,PAFAH1B2
GATA2,FAM168B
GATA2,WDR75
GATA2,TPP1
GATA2,SLC40A1
GATA2,TCP11L2
GATA2,CASP3
GATA2,HACD3
GATA2,ZEB2
GATA2,PDCL
GATA2,PRMT7
GATA2,PIK3C3
GATA2,XPC
GATA2,AFF4
GATA2,TSPO2
GATA2,TES
GATA2,DUS1L
GATA2,ATP1B2
GATA2,MGST3
GATA2,LANCL2
GATA2,PLA2G12A
GATA2,FUCA2
GATA2,ELOVL1
GATA2,PGR
GATA2,MCM6
GATA2,WDR5
GATA2,LAPTM4B
GATA2,MTREX
GATA2,CAR1
GATA2,BUB3
GATA2,TOP2A
GATA2,NDOR1
GATA2,TUBGCP2
GATA2,CDCA5
GATA2,ACSS1
GATA2,MORC3
GATA2,FARSB
GATA2,RAD51
GATA2,ABI1
GATA2,MTFR1
GATA2,HEATR5A
GATA2,LONP1
GATA2,RBPMS
GATA2,GEMIN5
GATA2,SPTBN1
GATA2,SUPT7L
GATA2,NFAT5
GATA2,IRF1
GATA2,ORC5
GATA2,ATG4B
GATA2,EYA2
GATA2,OSTM1
GATA2,ATP11C
GATA2,AP5M1
GATA2,COG6
GATA2,APEH
GATA2,SOX6
GATA2,LPCAT3
GATA2,TMX1
GATA2,PHB2
GATA2,VPS26C
GATA2,MCTP1
GATA2,SAMD14
GATA2,PBK
GATA2,CASP2
GATA2,CLPX
GATA2,MIS18BP1
GATA2,COPS8
GATA2,PITRM1
GATA2,SLC6A6
GATA2,DTL
GATA2,HPN
GATA2,PLEC
GATA2,MYO1G
GATA2,SLC25A46
GATA2,PFKM
GATA2,IKZF2
GATA2,LRRC8C
GATA2,SLC16A1
GATA2,ATL2
GATA2,SLC29A1
GATA2,EXT2
GATA2,NUP88
GATA2,SCARB1
GATA2,GYPC
GATA2,EPS15
GATA2,ZFP639
GATA2,SLC20A1
GATA2,CHMP3
GATA2,KLHL6
GATA2,KLHL22
GATA2,TRMT11
GATA2,CRK
GATA2,B230219D22RIK
GATA2,UNC93B1
GATA2,ANKFY1
GATA2,ADD2
GATA2,UBE2C
GATA2,MED16
GATA2,NELFB
GATA2,NFXL1
GATA2,HCLS1
GATA2,CDT1
GATA2,NUDT9
GATA2,FASTKD2
GATA2,DOCK2
GATA2,NPTN
GATA2,ZFP871
GATA2,HNRNPLL
GATA2,ERLIN2
GATA2,SLC25A38
GATA2,DUSP1
GATA2,EDC3
GATA2,GUSB
GATA2,RPA1
GATA2,PTDSS1
GATA2,EXOC2
GATA2,ABL1
GATA2,CENPK
GATA2,FIGNL1
GATA2,NOLC1
GATA2,CCNA2
GATA2,IL27RA
GATA2,CIPC
GATA2,TSC22D3
GATA2,CYTH3
GATA2,RFC4
GATA2,ILVBL
GATA2,FAM45A
GATA2,WDR73
GATA2,PPP2R1B
GATA2,NAA35
GATA2,DDX20
GATA2,GRN
GATA2,TIPIN
GATA2,ABCB8
GATA2,ASB8
GATA2,LCP1
GATA2,PTDSS2
GATA2,GMCL1
GATA2,TVP23B
GATA2,WDR36
GATA2,ADK
GATA2,PRELID3B
GATA2,USP37
GATA2,RASAL3
GATA2,CDC45
GATA2,ELMO1
GATA2,FEM1B
GATA2,ARL8B
GATA2,WDR6
GATA2,PPARGC1A
GATA2,PACS1
GATA2,CCDC137
GATA2,NCAPD2
GATA2,LMBRD1
GATA2,ERMAP
GATA2,GRAMD1A
GATA2,TIMM29
GATA2,HUS1
GATA2,THUMPD3
GATA2,WDR4
GATA2,CENPA
GATA2,HNRNPAB
GATA2,TXNRD2
GATA2,TCN2
GATA2,EIF2B1
GATA2,GORASP1
GATA2,BAG2
GATA2,CLPTM1L
GATA2,RAB32
GATA2,NOP2
GATA2,WARS
GATA2,GPR171
GATA2,CBFB
GATA2,PSEN2
GATA2,POLR1B
GATA2,RNF145
GATA2,RMND5A
GATA2,WDSUB1
GATA2,SLC7A4
GATA2,EXOC3
GATA2,TMUB2
GATA2,BTAF1
GATA2,UBA7
GATA2,CRNKL1
GATA2,AFG3L2
GATA2,NCEH1
GATA2,ST3GAL5
GATA2,METAP1D
GATA2,CORO1A
GATA2,PPAT
GATA2,MIS12
GATA2,NIT1
GATA2,CRBN
GATA2,SMARCA2
GATA2,WDR45B
GATA2,DHX33
GATA2,FOXRED1
GATA2,NASP
GATA2,LRRFIP1
GATA2,POLR3F
GATA2,QARS
GATA2,NADK
GATA2,USP8
GATA2,STX17
GATA2,METTL8
GATA2,IL21R
GATA2,STXBP3
GATA2,MED22
GATA2,SNRNP200
GATA2,METTL27
GATA2,BID
GATA2,GYG
GATA2,ENDOD1
GATA2,ARMC8
GATA2,CD55
GATA2,MSH6
GATA2,COPG1
GATA2,PLD3
GATA2,MCM4
GATA2,ERLIN1
GATA2,CRIP2
GATA2,SLC35A1
GATA2,GNA13
GATA2,ACOX1
GATA2,CDK19
GATA2,TMEM97
GATA2,ATAD2
GATA2,TREML2
GATA2,POT1A
GATA2,BLZF1
GATA2,NOL9
GATA2,ATP6AP1
GATA2,TMEM68
GATA2,CNOT10
GATA2,SNAP23
GATA2,SLC30A5
GATA2,COQ8A
GATA2,REL
GATA2,PRDM4
GATA2,FEM1A
GATA2,E2F4
GATA2,LEPROT
GATA2,MAPK1
GATA2,PSMD5
GATA2,SLC25A21
GATA2,SHCBP1
GATA2,ENPP4
GATA2,ADO
GATA2,NSDHL
GATA2,COPB2
GATA2,PLIN2
GATA2,STAT3
GATA2,CPT2
GATA2,NEDD1
GATA2,PLAG1
GATA2,KIDINS220
GATA2,RABIF
GATA2,GCNT2
GATA2,CDK1
GATA2,ESR1
GATA2,POLR2B
GATA2,FTSJ3
GATA2,STT3B
GATA2,TRMT6
GATA2,TMEM64
GATA2,ME2
GATA2,INTS13
GATA2,ARAP1
GATA2,GSR
GATA2,KLF6
GATA2,VIM
GATA2,RABGGTB
GATA2,9430015G10RIK
GATA2,IFI204
GATA2,NET1
GATA2,ZFP275
GATA2,LAP3
GATA2,PMPCA
GATA2,CD9
GATA2,ZBTB43
GATA2,NECAP2
GATA2,CHUK
GATA2,NEK9
GATA2,ESYT2
GATA2,NARFL
GATA2,IL15
GATA2,ELAC2
GATA2,TRIB3
GATA2,ANAPC2
GATA2,SEH1L
GATA2,MYCT1
GATA2,CHP1
GATA2,ZFP672
GATA2,MAN1A
GATA2,REXO4
GATA2,LYRM4
GATA2,DLST
GATA2,OAT
GATA2,4833439L19RIK
GATA2,SP4
GATA2,LDAH
GATA2,MIOS
GATA2,ISG20
GATA2,NUDT4
GATA2,AURKB
GATA2,LZTR1
GATA2,CREB5
GATA2,GM2A
GATA2,ATG16L1
GATA2,STX12
GATA2,NAMPT
GATA2,SMC2
GATA2,ZFP961
GATA2,CARHSP1
GATA2,CLN5
GATA2,AAR2
GATA2,NDE1
GATA2,D230025D16RIK
GATA2,UAP1
GATA2,TRMT2A
GATA2,ANXA5
GATA2,TCF12
GATA2,ACAA2
GATA2,TOPORS
GATA2,SGTA
GATA2,PQLC1
GATA2,MT2
GATA2,TM7SF3
GATA2,D10WSU102E
GATA2,CD34
GATA2,GFM1
GATA2,EMILIN1
GATA2,MECOM
GATA2,GNAI3
GATA2,SEPT6
GATA2,CENPE
GATA2,TAF12
GATA2,ZFP367
GATA2,POLD1
GATA2,HSDL1
GATA2,XRCC5
GATA2,NUP155
GATA2,DDHD2
GATA2,USP4
GATA2,RNF141
GATA2,ZFP110
GATA2,TBL3
GATA2,RHD
GATA2,2610301B20RIK
GATA2,BYSL
GATA2,IARS2
GATA2,ATP7B
GATA2,ALG11
GATA2,APLP2
GATA2,ZFP322A
GATA2,TMEM206
GATA2,NUSAP1
GATA2,TTF1
GATA2,HLF
GATA2,RNASEL
GATA2,NAA50
GATA2,ATP6V1A
GATA2,SLC39A10
GATA2,UBE2G2
GATA2,UAP1L1
GATA2,NCAPG2
GATA2,CPT1A
GATA2,RELB
GATA2,ICE1
GATA2,RNF13
GATA2,WDHD1
GATA2,BIRC5
GATA2,ABCD3
GATA2,HARS2
GATA2,HARS
GATA2,ZSCAN21
GATA2,ODC1
GATA2,CD48
GATA2,ATP13A1
GATA2,FCHSD2
GATA2,FAM91A1
GATA2,PLAA
GATA2,SPTLC1
GATA2,XPNPEP1
GATA2,UNK
GATA2,TMEM185A
GATA2,GARS
GATA2,CUL3
GATA2,ADGRG3
GATA2,SCFD1
GATA2,PKLR
GATA2,NARF
GATA2,AQP9
GATA2,IFT140
GATA2,ELP2
GATA2,SGPL1
GATA2,IARS
GATA2,ZFP945
GATA2,RNF4
GATA2,COLGALT1
GATA2,PSMD6
GATA2,CKAP2
GATA2,ZFP24
GATA2,MYO1D
GATA2,HAUS2
GATA2,CTSC
GATA2,HDAC9
GATA2,VAMP3
GATA2,IDH3A
GATA2,ATG12
GATA2,AP3S1
GATA2,CALU
GATA2,PTCD3
GATA2,CTPS
GATA2,TMC6
GATA2,SGPP1
GATA2,NUDCD1
GATA2,DUSP2
GATA2,HERC4
GATA2,SLC31A1
GATA2,TANGO2
GATA2,ANAPC4
GATA2,TOM1L1
GATA2,SELENOP
GATA2,VPS35
GATA2,ORC6
GATA2,MNS1
GATA2,RPAP1
GATA2,RORA
GATA2,ALDH18A1
GATA2,PPM1H
GATA2,KIF11
GATA2,UBR7
GATA2,MFSD14B
GATA2,DRAM2
GATA2,CEPT1
GATA2,MCM10
GATA2,HMMR
GATA2,NUBP2
GATA2,CUL4A
GATA2,MAU2
GATA2,MCM2
GATA2,INPP5B
GATA2,NUP107
GATA2,AP1B1
GATA2,HDAC2
GATA2,SLC44A2
GATA2,JPT2
GATA2,TRIB2
GATA2,PRKAR2B
GATA2,PCYT1A
GATA2,MRM1
GATA2,HSPH1
GATA2,PCP4L1
GATA2,GPSM2
GATA2,SPPL2B
GATA2,SERPINB9
GATA2,CHAMP1
GATA2,PCCA
GATA2,SESN1
GATA2,UBXN2B
GATA2,PSEN1
GATA2,LLGL1
GATA2,SPC25
GATA2,UBR1
GATA2,FAM234B
GATA2,NUDT19
GATA2,HOXA9
GATA2,CYTIP
GATA2,TFRC
GATA2,PLCG2
GATA2,ORC2
GATA2,CYP20A1
GATA2,ZKSCAN3
GATA2,ZFP143
GATA2,METAP1
GATA2,RFC5
GATA2,RAB31
GATA2,EMILIN2
GATA2,UCKL1
GATA2,TMEM129
GATA2,TACC3
GATA2,CAD
GATA2,RAD51AP1
GATA2,CKAP5
GATA2,VILL
GATA2,DCTD
GATA2,RMND5B
GATA2,PRKAB1
GATA2,NAE1
GATA2,MINPP1
GATA2,RAD21
GATA2,NCLN
GATA2,FNTA
GATA2,CYTH4
GATA2,GSKIP
GATA2,BCAP29
GATA2,ETF1
GATA2,C330018D20RIK
GATA2,PHAX
GATA2,ANXA4
GATA2,NRF1
GATA2,MBTPS1
GATA2,DCK
GATA2,PIP4K2A
GATA2,GOLM1
GATA2,ZFP397
GATA2,SLC11A2
GATA2,P2RX4
GATA2,ADAMTS10
GATA2,TERF2IP
GATA2,SNX10
GATA2,MCM5
GATA2,MEIS1
GATA2,DNAJC5
GATA2,TLR4
GATA2,DDX1
GATA2,PLK1
GATA2,SNAPC3
GATA2,CD93
GATA2,CAST
GATA2,PJA2
GATA2,CSGALNACT2
GATA2,NUP93
GATA2,G6PDX
GATA2,EIF1AD
GATA2,E2F6
GATA2,MYB
GATA2,XPR1
GATA2,TLK1
GATA2,GSTM1
GATA2,BAP1
GATA2,AHR
GATA2,CNIH1
GATA2,TYMS
GATA2,ELL2
GATA2,BTRC
GATA2,TMEM109
GATA2,TFG
GATA2,ITFG1
GATA2,HDGF
GATA2,TUBGCP3
GATA2,EMB
GATA2,KIF22
GATA2,PRKCQ
GATA2,SCRN3
GATA2,VHL
GATA2,ZFP451
GATA2,CAPN7
GATA2,TRPV2
GATA2,FGFR1OP
GATA2,GMNN
GATA2,ZFP266
GATA2,USF3
GATA2,SALL2
GATA2,MCM3
GATA2,FAR1
GATA2,PREP
GATA2,PA2G4
GATA2,RGCC
GATA2,NSMAF
GATA2,LCP2
GATA2,FAM136A
GATA2,NCAPG
GATA2,BC005561
GATA2,PHF10
GATA2,NPLOC4
GATA2,NDUFV1
GATA2,GOLT1B
GATA2,FTSJ1
GATA2,IRF6
GATA2,VPS41
GATA2,CDC7
GATA2,L2HGDH
GATA2,ZKSCAN6
GATA2,PRPF4
GATA2,CCNB2
GATA2,ANKLE1
GATA2,BUB1
GATA2,TENT5A
GATA2,CDC20
GATA2,CNOT7
GATA2,KNSTRN
GATA2,APBB1
GATA2,MIEF1
GATA2,MTHFD1
GATA2,ATP2A3
GATA2,NR3C2
GATA2,HPCAL1
GATA2,CMPK2
GATA2,SNRPB
GATA2,CSTF2
GATA2,MAVS
GATA2,2210016F16RIK
GATA2,KIF20B
GATA2,E2F8
GATA2,UTP4
GATA2,NFIA
GATA2,HCFC1
GATA2,EGR1
GATA2,THRB
GATA2,MEMO1
GATA2,NDRG1
GATA2,LIG1
GATA2,HSD3B7
GATA2,SEPT8
GATA2,GSTM5
GATA2,SQLE
GATA2,SPHK1
GATA2,CACFD1
GATA2,PRIM1
GATA2,ITGA6
GATA2,ZFP35
GATA2,LDHB
GATA2,CDC6
GATA2,KLF3
GATA2,INTS8
GATA2,MAN2A2
GATA2,DHFR
GATA2,CTTN
GATA2,HDAC11
GATA2,ABHD16A
GATA2,FZR1
GATA2,PRPS2
GATA2,SATB1
GATA2,BUB1B
GATA2,ZBTB10
GATA2,ZKSCAN17
GATA2,TBC1D10C
GATA2,MAPK9
GATA2,SERPINA3G
GATA2,ANXA2
GATA2,RGS2
GATA2,MYC
GATA2,CD82
GATA2,ZDHHC13
GATA2,JARID2
GATA2,PSTPIP1
GATA2,LY6A
GATA2,ZFP36
GATA2,ATAD1
GATA2,ABTB1
GATA2,ARHGAP4
GATA2,PCYT2
GATA2,IKZF1
GATA2,PRIM2
GATA2,MBOAT2
GATA2,TPX2
GATA2,CPQ
GATA2,PBX1
GATA2,CYB5R1
GATA2,ALDH1A1
GATA2,TAB1
GATA2,SETD2
GATA2,DENND2D
GATA2,ZBTB20
GATA2,SUN1
GATA2,NFKBIA
GATA2,INPP1
GATA2,CLIC4
GATA2,YBX1
GATA2,AK3
GATA2,ZYX
GATA2,SERPINB1A
GATA2,ARHGEF18
GATA2,ACSS2
GATA2,ZFP30
GATA2,PLCB2
GATA2,GMPR
GATA2,RGS19
GATA2,TMEM263
GATA2,IFI30
GATA2,METTL7A1
GATA2,SERPINF1
GATA2,RUNX2
GATA2,PIK3IP1
GATA2,MAP4K2
GATA2,ANKRD27
GATA2,GPKOW
GATA2,CDCA3
GATA2,RPP40
GATA2,TEAD3
GATA2,AP1G2
GATA2,FAAP100
GATA2,GTF2E1
GATA2,RUVBL2
GATA2,TAF1
GATA2,SPC24
GATA2,WDR55
GATA2,PWP2
GATA2,PRPS1
GATA2,KPNA3
GATA2,WLS
GATA2,MMRN1
GATA2,FKBP1A
GATA2,PML
GATA2,AQP1
GATA2,ANXA1
GATA2,CTR9
GATA2,CITED4
GATA2,FOS
GATA2,UBA3
GATA2,MOGS
GATA2,LSP1
GATA2,PWP1
GATA2,PLBD2
GATA2,UBAP1
GATA2,HMGB2
GATA2,CSAD
GATA2,SELENBP1
GATA2,VWA5A
GATA2,TRIM30A
GATA2,RHAG
GATA2,PRKCH
GATA2,FADS1
GATA2,CRYZL2
GATA2,CDCA8
GATA2,ABCG2
GATA2,ID2
GATA2,SQOR
GATA2,CCNG1
GATA2,RPRD1B
GATA2,CKAP2L
GATA2,OPTN
GATA2,FOXO1
GATA2,UGCG
GATA2,TSHZ3
GATA2,SLC25A45
GATA2,NOTCH1
GATA2,CNP
GATA2,ERCC8
GATA2,ABCB10
GATA2,LIMD2
GATA2,COL5A1
GATA2,GOSR2
GATA2,ALKBH8
GATA2,LYZ2
GATA2,CTLA2B
GATA2,GANAB
GATA2,ETS1
GATA2,TCIRG1
GATA2,MEF2C
GATA2,TOLLIP
GATA2,RANBP3
GATA2,OASL2
GATA2,PDE4B
GATA2,PHACTR2
GATA2,APOE
GATA2,RARB
GATA2,GBP2
GATA2,NDC1
GATA2,HELLS
GATA2,ZFP467
GATA2,RAI14
GATA2,EPAS1
GATA2,NGLY1
GATA2,CCNF
GATA2,SLC30A6
GATA2,ZFP930
GATA2,FBXW5
GATA2,DCAF4
GFI1,ITSN1
GFI1,GM2A
GFI1,ASF1B
GFI1,SPPL2A
GFI1,SGPL1
GFI1,VAMP3
GFI1,RFESD
GFI1,PLAA
GFI1,FKBP1A
GFI1,HMGB2
GFI1,PPIL4
GFI1,EIF2B1
GFI1,NUDCD3
GFI1,EXOC2
GFI1,COPB1
GFI1,CHORDC1
GFI1,REL
GFI1,RNF141
GFI1,DCP1A
GFI1,OTUD6B
GFI1,CLCN4
GFI1,GMFB
GFI1,NEK9
GFI1,TRMT2A
GFI1,GORASP1
GFI1,HIST1H1C
GFI1,FIGNL1
GFI1,HUS1
GFI1,PCLAF
GFI1,CDCA5
GFI1,RHOT1
GFI1,GFI1B
GFI1,GOSR2
GFI1,EXOC3
GFI1,SGTA
GFI1,LIG1
GFI1,WDR75
GFI1,WDR4
GFI1,USP8
GFI1,WDR36
GFI1,TMEM97
GFI1,D1ERTD622E
GFI1,GTF2H1
GFI1,TUBGCP5
GFI1,IFT140
GFI1,TCF19
GFI1,HIST1H2BC
GFI1,CLPTM1L
GFI1,GTF3C3
GFI1,NARF
