Gene1	Gene2	EdgeWeight
POU2F2	STAT2	0.0037111632991582155
CHAF1A	FUBP1	0.00371102849021554
BMP2	MAML3	0.0037108941469341525
TRIM28	NUSAP1	0.0037108715623617172
MYCN	POLR2A	0.0037107637617737055
NFATC3	WDHD1	0.003710661781951785
SRSF1	KAT7	0.0037105786614120007
CDCA7L	SOX4	0.0037105758674442772
SP100	SKIL	0.0037105667870491743
HDAC9	TP53	0.00371053465642035
RUNX1	ASB9	0.003710529766976833
ZKSCAN1	SMAD2	0.003710492048412562
TFAP2A	CEBPZ	0.0037102564238011846
HIF1A	SMAD5	0.003710231743752957
ANKRD1	VIM	0.0037101313937455416
DNAJC2	HOXB6	0.003710025455802679
RXRG	SRSF3	0.003709942102432251
TRAF6	GATA4	0.0037097141612321143
H1F0	DYNC1I1	0.003709619631990791
MAPK10	MALT1	0.0037096177693456407
NKX3-1	NAA15	0.0037095891311764717
SOX2	SRSF10	0.003709484590217471
POLR1A	HNRNPAB	0.0037094820290803905
UPF2	ZFP42	0.003709453390911222
LMO2	HAND2	0.0037093569990247492
HIF1A	TCEA1	0.00370908877812326
HNRNPK	BCL11B	0.0037090659607201815
EWSR1	POU5F1	0.0037090517580509186
TBX20	MLLT3	0.0037090352270752187
VHL	NR2C1	0.0037089970428496604
HDAC9	MECOM	0.003708902979269624
FLI1	TRIM2	0.0037088724784553047
FLI1	NEDD4	0.0037088580429553994
NANOG	UTP15	0.0037088422104716297
ILF2	CREB3L2	0.0037084214854985476
NR2C1	ATRX	0.00370837957598269
TRIP13	E2F3	0.0037083157803863287
SIX6	TRIM22	0.003708289237692952
ETV3	STK3	0.003708287607878447
NFE2L3	CHEK2	0.0037082703784108158
PHF21A	REL	0.0037081008777022357
RUVBL2	CHEK2	0.003708015196025372
LMO2	TBX3	0.0037079290486872205
FUS	NR0B1	0.003707904135808349
E2F7	GATA2	0.003707900643348694
SOS2	MAN1A1	0.0037078259047120814
AFF1	MDM4	0.0037077113520354033
AFF1	SOX17	0.003707705996930599
RBFOX2	MAP3K2	0.003707621712237597
TCF19	SNRPD1	0.003707605879753828
CNBP	DPF2	0.0037075502332299943
HOXB6	PURA	0.0037075260188430548
NFATC3	RBMX	0.0037074913270771508
TP53	PSIP1	0.0037073951680213213
HOXB7	HLA-DRB1	0.0037072300910949703
ZFP42	FOXF1	0.003707010997459293
GATA6	SMG6	0.003706976072862744
PBX1	ZNF516	0.0037069346290081744
FOXK1	PRDM14	0.0037069208920001984
SNAI2	MSX1	0.0037066265940666203
MLLT6	EGF	0.0037065711803734303
SATB2	CRABP2	0.0037065679207444187
BCLAF1	RAD51AP1	0.0037065451033413406
XRCC6	PLAU	0.0037063613999634977
KLF5	KLF6	0.0037062389310449357
FLI1	ABCA1	0.003706101095303893
ZIC3	CITED2	0.0037060915492475033
SMG6	TLE2	0.003706034738570452
ZNF219	POLR2F	0.0037059511523693796
HNRNPAB	MCM5	0.0037059292662888774
CCND1	SEMA6A	0.0037058538291603327
SMAD6	MAFF	0.0037056091241538533
SMAD6	U2AF1	0.0037055148277431726
AFF1	LIFR	0.003705509239807725
TRIP11	HLX	0.0037054629065096383
RBM14	CDCA8	0.0037053634878247976
HOXB3	CDK6	0.0037053334526717663
CSDE1	ISL1	0.0037053124979138366
DAB2	TRIM2	0.0037053099367767572
HAND2	ETV1	0.0037052927073091273
NPM1	KHSRP	0.003705217037349939
SRSF6	SIRT1	0.003705192124471069
SRSF10	MIA3	0.0037051911931484938
XRCC6	NKX3-1	0.0037051686085760593
SUPT7L	ASXL1	0.003705131588503719
MCM2	RRAS2	0.0037051255349069842
ALYREF	MEIS1	0.003705089678987861
SNAPC3	PDCD4	0.003705084789544344
TRIM33	MAP3K2	0.0037050831597298384
FOXH1	ESRP1	0.003704925766214728
TRIP6	MAML3	0.0037047769874334335
NFIC	CTBP1	0.003704764414578676
ARID4B	ATP11B	0.003704661037772894
RBBP4	PLK2	0.0037045420613139868
TBX3	PDCD11	0.0037044954951852564
RBM14	ERCC6L	0.003704368369653821
HMGA1	ARNT2	0.0037043055053800336
SUPT16H	ATRX	0.0037041185423731813
KAT7	POU3F1	0.003704056143760681
GATA3	SNAPC4	0.0037039828021079297
PA2G4	TCF19	0.0037038950249552727
POLR2K	PER3	0.003703819354996085
POLR2G	ETV4	0.0037038172595202923
ETV3	ROR2	0.003703721566125751
SMAD2	OTX2	0.003703679423779249
MCM2	GATA2	0.0037034777924418454
DAXX	SNRPB	0.003703448222950101
SMG6	ZBTB38	0.0037033609114587303
GRHL2	TRUB1	0.0037032659165561204
GATAD2A	ESPL1	0.0037030905950814494
ESPL1	POLR1A	0.00370301166549325
MYBBP1A	KLHL12	0.00370299955829978
MYBL2	RPP40	0.003702966496348381
DPF2	ETV3	0.003702835878357291
ETV1	EEF1A1	0.0037026351783424616
CEBPZ	POLR3E	0.0037026009522378453
ILF3	MED16	0.003702588845044375
CEBPZ	NUSAP1	0.003702407469972968
SOX13	HAND2	0.003702205140143633
CREB3L2	WNT5A	0.003702202113345266
UBTF	SNAI2	0.003702171379700303
CNBP	RIOK1	0.0037021669559180737
ZNF219	CHAF1A	0.003701942041516304
SPIB	SMAD6	0.003701929701492191
CHAF1A	AR	0.003701863344758749
SALL2	MEPE	0.003701858688145876
EHMT2	DLGAP5	0.0037015050183981657
MSX1	RNF19A	0.0037014510016888384
APBB2	SIX6	0.003701417939737439
CXXC1	TRIM25	0.003701368812471628
SIRT1	SRSF6	0.003701359964907169
HNRNPD	TPD52	0.0037012952379882336
PARP1	MYBBP1A	0.003701270092278719
POU2F2	LTBP1	0.0037012198008596897
HAND2	PHF21A	0.0037010649684816603
TEAD4	WDR5	0.0037009702064096928
ATRX	COL1A2	0.0037009681109339
TFDP1	NPM1	0.003700963687151671
DAB2	E2F7	0.003700885688886047
SOX13	SNRPD1	0.0037008693907409906
DACH1	KHDRBS2	0.003700851928442717
KLF5	SLA2	0.003700799075886607
TGFB1	MAMLD1	0.003700770903378725
TFDP1	ILF3	0.0037007336504757404
SF1	RAD51	0.00370072340592742
PAWR	TEX10	0.003700620029121637
RBMX	TRIM33	0.0037006139755249023
IFI16	SH3RF1	0.0037004784680902962
KAT6A	ZNF764	0.003700451925396919
RFXANK	NFE2L3	0.003700367640703917
LMO2	TP53INP1	0.0037003092002123603
SMARCC1	HMGA1	0.00369995110668242
MED16	HMGA1	0.003699655411764979
PARP1	UPF1	0.003699543420225382
PARP1	EHMT2	0.0036994705442339178
CBFA2T2	HOXB2	0.0036994691472500563
CTBP1	NKX3-1	0.003699397435411811
LEF1	YAF2	0.003699336899444461
TBX3	E2F3	0.0036993112880736594
PPARA	ROR2	0.003699247958138585
MCM6	CUL1	0.003699221182614565
SMAD5	TEX10	0.003699133172631264
SALL3	MED14	0.0036991098895668975
BTG2	QPCT	0.003699093591421842
SNAPC3	ILF3	0.003698595333844423
POLR1A	SRSF1	0.003698546206578612
NFATC1	SOX5	0.0036984889302402735
MYBBP1A	POLR2F	0.0036983687896281476
NFKBIB	EXO1	0.0036983666941523548
PATZ1	MED14	0.003698344342410565
ALYREF	RORB	0.003698338754475117
SRSF3	E2F4	0.0036982051096856594
SNRPD1	FUBP1	0.003698133397847414
SSB	NFKBIB	0.003698087763041258
ASB4	SH3RF1	0.003697890089824796
ZNF587	TLE3	0.0036978770513087507
SFPQ	POLR3G	0.003697657492011785
GTF3C4	ID1	0.003697581356391311
TRIM28	POLR3E	0.003697538515552878
MAFG	ANKRD1	0.003697521984577179
SSB	ARNT2	0.003697514999657869
FUS	NFE2L3	0.0036974984686821703
ZNF219	AES	0.003697400912642479
TRIM22	RXRG	0.0036973941605538134
PITX2	ILF3	0.003697323612868786
NFATC3	TFB2M	0.003697308013215661
DPF2	RFXANK	0.0036971936933696274
ETV3	NR3C1	0.0036971906665712604
CITED2	SETBP1	0.0036971743684262037
RBFOX2	XRN1	0.0036971643567085275
HIF1A	SALL3	0.003697099164128304
FUBP1	GRHL2	0.00369707983918488
SMG6	DNA2	0.0036970358341932297
ELL2	BMPER	0.003696954110637307
SHOX2	LIMD1	0.003696876345202327
ESRRG	ELMO1	0.0036968430504202843
TCF7L1	NKX3-1	0.003696690313518047
GATA2	RPP40	0.0036966246552765365
PHF21A	HOPX	0.0036965119652450093
POLR1A	CXXC1	0.003696446772664785
SOX7	ITGA5	0.0036964230239391327
GATA6	ZCCHC11	0.0036963778547942643
NCOA6	NCAM1	0.0036960623692721133
SRSF1	RPP40	0.003696049563586712
TRIP13	BCL11B	0.0036959433928132053
POU5F1	PGR	0.0036959254648536452
UHRF1	SNAI1	0.003695820458233357
WDR5	MALT1	0.0036956947296857843
BCL11A	PELI2	0.003695523599162698
NPM1	TBX3	0.003695483552291989
FOXH1	ZFP42	0.00369546702131629
FOXK1	ZCCHC11	0.003695448627695441
E2F3	WDHD1	0.0036952523514628406
SOS2	ETV4	0.0036952055525034666
SMAD5	PLK1	0.003695167135447264
TEAD4	TPD52	0.0036951040383428335
SRSF3	HNRNPK	0.0036950365174561743
SMARCC1	APEX1	0.0036948870401829477
NANOG	SFPQ	0.003694778075441718
MYCN	ZNF398	0.003694671439006925
ETV4	EGR1	0.0036946658510714774
ANKRD1	CITED2	0.0036946428008377548
SNAI1	HAND2	0.003694617422297597
RXRG	CYP26A1	0.0036945373285561796
NANOG	CDCA7L	0.003694495884701609
SMAD6	ZFP42	0.003694494022056461
MCM5	SOX2	0.0036944404710084204
TBX3	BCLAF1	0.003694409970194101
WDR5	MCM6	0.003694402519613504
PGR	CTBP1	0.003694337559863925
PATZ1	FOXH1	0.0036941482685506335
MAFF	ANKRD1	0.003694076556712389
SOX17	BTG2	0.003694045124575496
ESPL1	HNRNPAB	0.003694037208333612
NPM1	RAD51	0.003694033250212669
GRHL2	DDX54	0.0036940251011401415
PER3	SNRPD1	0.003693857230246067
EEF1A1	TCF7L1	0.0036938341800123453
SOX17	ATP11B	0.003693657694384456
HNRNPK	POU2F2	0.003693609032779932
BMP2	CTSK	0.003693567356094718
SNAPC4	RARG	0.0036935133393853907
APBB2	BTG2	0.0036934891249984494
WDR5	RIOK1	0.0036933205556124453
NFIC	APC	0.0036933140363544226
POLR1B	UPF1	0.0036932812072336674
SOX13	DNMT3B	0.0036932616494596
ZFPM2	SNX18	0.003693236270919442
GTF2H2	POLR2K	0.003693141276016832
RBM14	TEX10	0.0036931240465492006
ALYREF	DNA2	0.003693101461976767
POLR1C	PMAIP1	0.003693078644573689
RXRG	RALB	0.003692880971357226
KLF5	ZFYVE16	0.003692805068567395
GATA6	SOS2	0.003692681202664971
MITF	EGF	0.0036925419699400655
SOX3	DNMT3A	0.0036924793384969226
SOX3	FBXO5	0.003692434402182698
IFI16	FLI1	0.003692402271553874
SOX17	ETV3	0.0036923382431268688
EOMES	NR3C1	0.0036923314910382032
LMX1B	ARID3A	0.00369231915101409
ZBTB38	TRIM2	0.003692296100780368
RARG	TTC27	0.003692292375490069
AR	ID1	0.003692283062264323
APBB2	ZNF585B	0.003692249767482281
POLR2F	PER3	0.003692080033943057
EHMT2	ELAVL2	0.003691891441121698
UPF2	ZBTB38	0.0036918693222105507
HNRNPAB	UTP18	0.0036918655969202523
MDM4	CHAF1A	0.003691609483212233
MCM7	MED14	0.003691599238663912
SOX3	POLR1B	0.003691463731229305
PARP1	RPP40	0.003691373625770211
NAA15	PELI2	0.0036913554649800062
CUX1	TRIP11	0.0036912267096340656
AR	GRHL2	0.003691180376335978
RXRG	NR2C1	0.0036911647766828533
MCM3	GTF2H2	0.0036911643110215664
FOXH1	TEX10	0.0036910828202962884
IRF1	JUND	0.003690949641168117
KAT7	YPEL5	0.003690928220748901
BCL11B	ETV3	0.003690916346386075
U2AF1	PATZ1	0.0036908567417413
MEIS2	TLR4	0.003690776415169239
BRWD1	APBB2	0.0036907261237502102
SOX3	POLR3E	0.003690569428727031
SAP18	MEPE	0.0036903752479702243
RORB	RSPO3	0.003690216224640608
PARP1	DPF2	0.0036902111023664474
MAFF	KLF6	0.003690136829391122
HIF1A	HOPX	0.003690131241455674
TEAD1	UBTF	0.003690108424052596
TRIP6	MED16	0.003690024139359594
SATB2	BMP4	0.003690017154440284
NFKBIB	HIST1H1B	0.003689954755827785
WDR5	UTP18	0.003689935430884361
SRSF1	PROM1	0.003689933102577925
SSB	DNAJC2	0.003689836943522096
DNMT3B	NOC3L	0.0036898010876029726
ALYREF	HOXB6	0.00368976267054677
POLR2D	GLMN	0.003689683508127928
CSDE1	BRWD1	0.003689656732603908
ZNF471	LIMD1	0.003689425764605403
MYBL2	BUB1B	0.0036893733777105813
UBTF	MCM7	0.003689313307404518
ZNF398	PBX1	0.0036892397329211244
NFATC1	TGFB1I1	0.003689225530251861
PER3	CEBPZ	0.003689130768179894
POLR1A	NAA15	0.0036890755873173475
POU2F1	PRIM1	0.0036890704650431867
MYCN	KHSRP	0.003689058823511005
ASB4	ZNF764	0.003689029254019261
POLR1B	KAT7	0.003689022036269307
NFKBIA	APC	0.003688980126753449
CDCA7L	NCAPG	0.003688958240672946
SOX13	MCM5	0.003688934724777937
PBX1	ESRP1	0.003688867669552565
E2F3	JUND	0.0036887510214000936
MLLT3	NCAM1	0.003688466735184193
ARID4B	NDC80	0.0036884571891278033
RNPS1	BCL11A	0.0036884399596601725
TWIST1	DUSP4	0.003688267432153225
BCL11B	EPHA4	0.003688202705234289
MEIS2	TGFB1I1	0.003688096068799496
AES	RFXANK	0.0036880453117191787
YBX1	CREB3L2	0.0036880220286548133
MECOM	GPC3	0.0036879591643810272
LIN28A	ASB9	0.003687770571559668
PPARA	TP53	0.0036877449601888657
GATA6	WWTR1	0.0036877223756164312
SNAI2	HOXB3	0.0036876823287457228
ARID3A	ATRX	0.003687542164698243
TAF1L	FBN1	0.0036875202786177397
SMAD5	RIOK1	0.0036874916404485694
SPIB	APC	0.003687364747747779
TGFB1I1	PAWR	0.00368719594553113
U2AF1	TBX3	0.0036871887277811774
APC	ELL2	0.003687171498313546
SAP18	MEIS1	0.0036871584597975016
NRIP1	ZIC3	0.0036871302872896186
ETV4	RPP40	0.003687090240418911
ZEB2	POLR2D	0.0036870732437819242
DAXX	TLE1	0.0036870467010885477
FXR1	ASH2L	0.0036870245821774006
CTNNB1	JUND	0.003687019227072597
APEX1	TEX10	0.0036869430914521217
BCL11B	AFF4	0.003686834592372179
CCND1	MEIS2	0.0036867933813482523
POLR1A	GATAD2A	0.003686777781695128
RUVBL1	SUPT7L	0.003686701878905296
PATZ1	POU3F1	0.0036865531001240015
LEF1	MAFG	0.0036864345893263812
NFYB	NDC80	0.0036864324938505892
ZNF219	RPP40	0.003686395008116961
BCL11B	ZIC3	0.003686073701828718
WWTR1	IFI16	0.003685998963192105
AFF4	POLR2A	0.0036859591491520405
SUPT7L	UNC5C	0.0036859118845313783
EWSR1	RUVBL1	0.003685818985104561
TP53	ZKSCAN1	0.003685714676976204
HOXB7	ERBB4	0.0036857016384601593
XRCC6	TRIM25	0.003685659496113658
TRIM28	SALL2	0.00368554494343698
SETBP1	MEIS1	0.0036854895297437906
RBM14	SNAPC4	0.0036852722987532616
ZNF589	RBMX	0.0036852306220680475
GTF2H2	TP53	0.0036851451732218266
APC	AFF4	0.003685144009068608
SOX13	PSIP1	0.0036851358599960795
GTF3C4	UTP18	0.003685071598738432
NFATC1	AES	0.0036850662436336283
POU2F1	ZNF587	0.003685028990730643
GATA4	NCAM1	0.0036850147880613813
PTMA	ESRP1	0.0036850064061582093
KAT7	RNPS1	0.003684993600472808
POLR2G	TPD52	0.003684987314045429
GSC	HLA-DQB1	0.0036849449388682842
ESPL1	CBFA2T2	0.0036849258467555046
POLR1B	PROM1	0.0036848951131105423
CREB3L2	POLR2A	0.0036848790477961297
ARID3A	ODC1	0.0036847942974418397
SOS2	RAD51AP1	0.0036847654264420275
ZEB2	RHOBTB3	0.003684675553813577
POLR2H	MEX3C	0.00368467508815229
CREB3L2	PA2G4	0.0036845230497419843
REL	REV3L	0.0036845069844275713
ID1	MCM6	0.003684486262500286
POLR2A	CDC20	0.0036843123380094775
ZNF219	UPF1	0.003684255527332425
OTX2	NCAM1	0.0036841849796473976
DAB2	SPP1	0.0036841828841716047
SNAI1	DNAJC2	0.0036841139663010844
H1F0	KHDRBS2	0.0036839190870523453
SRSF2	BMPR1A	0.0036838932428509
PTMA	PPARA	0.003683737944811583
ASH2L	ERBB4	0.003683551447466016
FOXH1	EGR1	0.003683373797684908
KAT7	MCM2	0.003683256218209863
KLF6	FST	0.0036832478363066907
SNRPB	CDC7	0.0036832350306212898
SRSF6	XRCC5	0.0036831924226135015
TWIST1	CBX3	0.0036829672753810883
TRIP6	MYBL2	0.003682901384308934
KAT7	TRUB1	0.0036827102303504944
GRHL1	SAP18	0.003682706970721483
WWTR1	GATA4	0.003682654583826661
RBFOX2	TCF7L1	0.003682621987536549
ZEB2	ZNF30	0.00368246017023921
KLF5	MSX1	0.0036824406124651428
POLR1C	TIPIN	0.003682417562231422
TLE3	PLAU	0.0036823325790464882
ZFP42	MAFF	0.0036822159308940172
JUND	TCF4	0.0036822089459747076
WDR5	SNAPC3	0.003682083683088422
MCM7	NUP35	0.0036819851957261562
POU2F1	GTF3C4	0.003681813599541783
DNMT3B	TRIP13	0.003681671340018511
ID1	PDGFA	0.0036815383937209853
EOMES	RXRG	0.003681507427245378
SHOX2	ETV3	0.0036814629565924406
SRSF3	ISL1	0.003681440372020006
EHMT2	HMGA1	0.0036813619080930953
ETV4	TDP2	0.003681077621877194
NPM1	CREB3L2	0.003680997062474489
POLR2K	DTL	0.0036809099838137627
SRSF2	NOL11	0.003680808236822486
CXXC1	POLR3E	0.0036807742435485133
GTF3C4	NANOG	0.0036806897260248657
POLR2A	CUL1	0.003680631518363953
MCM5	XRCC6	0.003680538618937135
RUNX1	TWIST1	0.0036804613191634412
GRHL1	TRIM33	0.003680347697809338
EEF1A1	HOPX	0.0036802566610276703
SALL3	SFPQ	0.0036802347749471664
TFDP1	BAMBI	0.003680090652778745
NPM1	POLR2D	0.0036800219677388672
HLX	TLE3	0.003680001245811581
HNRNPK	MYBBP1A	0.003679999383166432
POLR1C	SNRPD1	0.003679911606013775
SMARCC1	PHC1	0.003679857822135091
PBX1	ZNF219	0.0036798089276999244
HAND1	HOXB7	0.003679751185700298
CDCA7L	LRR1	0.0036797013599425546
MYOCD	ERBB4	0.0036793805193156
AES	TRIM25	0.003679364686831832
TBX20	NR0B1	0.0036792387254536148
HNRNPK	SMAD5	0.0036791416350752115
PAWR	CUX1	0.003679087851196528
TGFB1I1	CTSK	0.0036790343001484867
CXXC1	CDC20	0.0036790254525840282
MEIS1	ASH2L	0.0036789474543184038
ZBTB38	ISL1	0.0036787097342312336
TLE3	DDX54	0.003678695764392615
REL	ZFHX3	0.003678679931908846
AFF4	ARID4B	0.0036786491982638845
POLR2D	NFATC3	0.003678590059280396
SRSF1	POU2F1	0.003678567241877317
RUVBL1	DNMT3A	0.00367855909280479
U2AF1	CDC20	0.0036785479169338937
BMPR1A	ABLIM1	0.0036784741096198563
GRHL1	CEP290	0.0036782224196940656
MDM4	HESX1	0.0036781711969524618
HNRNPD	TRIM22	0.0036780720110982656
XRCC5	GPC3	0.003677973290905357
TLE2	MEF2D	0.003677833126857877
IFI16	NFIB	0.003677827538922429
ILF3	LIMD1	0.0036777127534151077
NFKBIB	POU3F1	0.003677679225802422
PITX2	PLAU	0.0036776461638510227
KHSRP	ANKRD1	0.00367754022590816
KLF5	DKK1	0.0036775365006178617
SAP18	AR	0.0036775358021259312
GATAD2A	NFATC3	0.0036775025073438883
CRABP2	PHF21A	0.0036774564068764453
TRIP13	BCLAF1	0.0036773763131350283
ZFHX3	HOXB4	0.0036773218307644133
U2AF1	EOMES	0.0036773094907402992
KLF6	LDB2	0.0036772005259990688
RBPJ	POU3F1	0.0036771222949028015
ZKSCAN1	POU2AF1	0.003676873864606023
POU5F1	GTF2H2	0.003676849417388439
MCM2	CUL1	0.0036765295080840588
KLF6	CYP26A1	0.003676471533253789
SKIL	SRSF3	0.0036764428950846204
MSX1	ZEB2	0.003676410997286439
HNRNPK	SAP18	0.0036763520911335945
BTG2	NFKBIA	0.0036761024966835976
PAWR	ISL1	0.003676042659208178
RAD51	PTMA	0.003675952320918441
EHMT2	MCM3	0.003675901331007481
NANOG	TDP2	0.003675901331007481
RAD51	ZNF589	0.0036758147180080414
PARP1	ZFP42	0.003675761166960001
NR3C1	ARID4B	0.003675546031445265
HNRNPK	PITX2	0.003675387240946293
MED14	NANOG	0.003675259882584214
GATA6	SFPQ	0.003675110172480345
POU5F1	ZNF30	0.003675104584544897
NFKBIA	NCAM1	0.0036749606952071186
HDAC9	GRHL2	0.00367489573545754
E2F4	REV3L	0.003674890846014023
ETV4	ZNF219	0.0036748889833688736
NFE2L3	SF1	0.0036748249549418688
TCF7L1	FUBP1	0.003674807958304882
JUND	TNC	0.003674799576401711
STAT2	ABCA1	0.003674693172797561
ALYREF	KLF6	0.0036746894475072627
PA2G4	PARN	0.0036744498647749424
GATAD2A	FLI1	0.003674222389236093
ALYREF	TTC27	0.0036742126103490595
RUVBL2	DAXX	0.003674115752801299
NHLH2	ROR2	0.003673951141536236
ISL1	BMP4	0.003673858707770705
MED14	THY1	0.003673818428069353
POLR2G	E2F3	0.003673770232126117
ENO1	RXRG	0.0036737031769007436
STAT3	DSCC1	0.0036736263427883382
RAX2	UNC5C	0.0036736007314175367
EOMES	WDR5	0.003673561848700047
E2F3	KDR	0.0036734763998538256
LIMD1	PRDM1	0.0036733441520482297
SMAD2	SMAD5	0.003673095488920808
POLR1A	PPARGC1B	0.0036730316933244467
OTX2	MAGI3	0.0036729071289300923
WDR5	E2F3	0.0036728798877447844
GATA6	NFIB	0.0036726603284478188
KAT7	RBM14	0.0036726098041981463
POU2AF1	SHOX2	0.003672465682029724
LIN28A	TIPIN	0.0036724642850458618
NFIB	MCCC1	0.003672424471005797
PTMA	E2F4	0.0036724142264574775
NR0B1	ERBB4	0.003672295948490501
DAB2	TRIM33	0.0036721660289913416
SNAI2	SNAPC3	0.0036721620708704
WWTR1	ARID3A	0.0036720391362905507
ESPL1	LEF1	0.003671979764476419
SNRPB	SALL3	0.003671951126307249
SMARCC1	GTF3C4	0.0036719455383718014
HIF1A	APBB2	0.0036718957126140594
GATAD2A	YBX1	0.003671879647299647
POLR2K	UTP15	0.003671870101243258
ELL2	CYP26A1	0.0036718307528644796
SALL3	RNPS1	0.003671787679195404
MECOM	CCND1	0.003671770915389061
TFDP1	POLR1B	0.0036717162001878014
SHOX2	AFF1	0.003671620739623904
SRSF2	PARP1	0.0036715359892696147
ASH2L	PLAGL1	0.00367152038961649
PRDM1	ZNF585B	0.003671465208753944
GTF2H2	XRCC5	0.003671420505270362
PARP1	NR0B1	0.003671408630907536
MED14	CEBPZ	0.0036713832523673773
PRDM1	SOS2	0.003671199781820178
SATB1	ZNF585B	0.0036711806897073984
XRCC6	PRIM1	0.003671150654554367
CNBP	TRIM22	0.0036711380816996093
MECOM	ISL1	0.0036711199209094048
SOX7	PALLD	0.003671056358143687
PITX2	CDK6	0.0036709906999021773
SNRPD1	CHAF1A	0.003670977894216776
YAF2	COL1A2	0.003670893143862486
GRHL2	RUVBL2	0.0036708426196128134
ALYREF	YAF2	0.0036708090920001273
POLR2I	TFB2M	0.0036707671824842687
TFAP2A	GLMN	0.0036706982646137476
POLR1A	HNRNPD	0.0036706521641463037
E2F7	SRSF2	0.0036706412211060533
EEF1A1	LUM	0.0036706035025417813
KLF6	BHLHE40	0.003670529928058386
TRIP13	CHAF1A	0.003670427482575178
KLF6	H1F0	0.0036703604273498063
RARG	RBFOX2	0.0036703490186482672
APEX1	TFB2M	0.0036702943034470077
POLR2K	PGR	0.003670287085697055
PHF21A	SMG6	0.0036700856871902947
APEX1	CCND1	0.003669954836368561
TBX20	CDK6	0.0036699259653687477
BTG2	MAGI3	0.0036697934847325095
PBX1	DUSP4	0.003669786499813199
RUVBL1	UTP15	0.003669740865007043
SALL2	STAT3	0.003669735277071595
HAND1	VPS54	0.0036697101313620814
HCFC1	FST	0.0036696135066449642
U2AF1	POLR2H	0.003669502912089229
ZNF587	SKIL	0.003669469617307186
MCM5	SIRT1	0.00366944051347673
ETV3	GATA4	0.00366937555372715
ILF3	TRIP6	0.0036693091969937095
ETV1	SSB	0.003669301513582468
HESX1	HDAC9	0.003669286845251918
SRSF3	TFB2M	0.003669275436550379
POLR2K	RFC3	0.003669214900583029
PURA	MYBL2	0.003669112455099821
GATA2	PURA	0.003669111058115959
ESPL1	NPM1	0.003669035620987415
MCM4	PDCD11	0.0036689555272459984
ZNF589	SAP18	0.0036689108237624173
TBX20	TLR4	0.0036689017433673135
TCF4	EGF	0.003668844234198332
TRAF6	ARID4B	0.003668706398457289
ZEB2	QPCT	0.0036686905659735203
HOXB4	MEIS1	0.003668633522465825
GATA4	BMPER	0.003668534336611629
ZFP42	EPCAM	0.003668450517579913
MYCN	RAD51AP1	0.003668403252959251
TEAD4	MIF	0.003668314078822732
GATA3	LMO2	0.0036682761274278155
EGR1	TP53INP1	0.0036682069767266508
RUVBL2	RFXANK	0.003668147372081876
SUPT16H	ERCC6L	0.003668143879622221
SOX7	HIF3A	0.00366812595166266
GTF3C4	ESCO2	0.0036681056953966618
E2F3	NPM1	0.0036681017372757205
RAX2	DCAF6	0.0036680537741631274
MCM4	FUBP1	0.003668035613372922
RUNX1	SATB2	0.0036680051125586033
BHLHE40	MALT1	0.003667889395728707
ENO1	SNRPB	0.0036678786855190992
NFE2L3	SKIL	0.0036678120959550147
HESX1	TRIM2	0.003667720360681415
TFAP2A	MCM5	0.003667711513116956
GSC	OTX2	0.003667710116133094
SAP18	BUB1B	0.0036676493473351
SF1	POLR2D	0.0036676249001175174
BMPR1A	EHMT2	0.003667576238512993
ZNF398	ERCC6L	0.003667434211820364
CREB3L4	POLR1C	0.0036673787981271744
IRF1	TRIP11	0.00366737274453044
APBB1	BTG2	0.0036673052236437798
CBX3	LMO2	0.003667222335934639
PRDM1	ASXL1	0.003667032346129417
NCOA6	TLR4	0.0036669897381216288
ZNF589	DSCC1	0.003666887292638421
SMAD6	ASB4	0.0036668432876467705
POLR1B	ZNF398	0.0036668274551630024
ZNF471	FUS	0.003666692180559039
DNMT3B	POU2F2	0.0036666886880993843
GATAD2A	ALYREF	0.0036666612140834327
SRC	LIFR	0.003666632110252976
TBX3	SNAPC4	0.0036666053347289562
SRSF2	MCM2	0.003666583448648453
FOXH1	POU2F1	0.0036665652878582478
TEAD4	DSCC1	0.003666550852358341
FOXH1	KLHL12	0.0036665364168584342
SALL2	MCM2	0.003666530596092343
ASB9	SKIL	0.0036660875193774705
LDB2	MSX1	0.0036660835612565283
H1F0	ELMO1	0.003666076343506575
SP100	ZFHX3	0.0036659352481365204
MLLT3	RHOBTB3	0.0036658891476690774
YBX1	VIM	0.003665829310193658
CRX	PARN	0.0036657655145972967
RORB	TRIP6	0.0036657513119280343
ISL1	KLF6	0.003665573196485639
TBX3	HMGA1	0.003665524534881115
GATA3	ILF3	0.003665515221655369
HDAC9	GCA	0.003665394149720669
ASB4	H1F0	0.003665386233478785
KHDRBS2	RORB	0.003665264695882797
REL	POLR3E	0.0036652316339313984
TWIST1	TBX20	0.0036651699338108297
REL	ATRX	0.00366500997915864
HLX	VIM	0.003664948977530002
CBX3	PER3	0.003664948279038072
KLF6	NFATC1	0.003664851654320955
NR3C1	TDP2	0.003664848627522588
SMARCC1	SRSF1	0.003664748976007104
KLF6	LIFR	0.0036647387314587827
PHF21A	ASXL1	0.003664505435153842
MCM7	SRSF3	0.0036644937936216593
CDCA7L	NUP35	0.003664407413452864
MAPK10	CYP26A1	0.003664261428639293
RNPS1	FOXD3	0.0036641913466155533
