gene,LPS_6h_S73,LPS_4h_S67,LPS_1h_S79,LPS_4h_S61,LPS_6h_S91,LPS_1h_S46,LPS_2h_S77,LPS_1h_S95,LPS_6h_S56,LPS_4h_S47,LPS_2h_S70,LPS_1h_S4,LPS_4h_S79,LPS_6h_S67,LPS_6h_S60,LPS_6h_S46,LPS_1h_S65,LPS_2h_S43,LPS_4h_S31,LPS_6h_S83,LPS_1h_S57,LPS_2h_S31,LPS_4h_S84,LPS_2h_S10,LPS_4h_S93,LPS_2h_S68,LPS_6h_S19,LPS_2h_S79,LPS_6h_S72,LPS_6h_S69,LPS_2h_S67,LPS_6h_S78,LPS_1h_S81,LPS_4h_S91,LPS_2h_S50,LPS_4h_S11,LPS_2h_S3,LPS_6h_S54,LPS_1h_S84,LPS_2h_S61,LPS_6h_S47,LPS_4h_S44,LPS_6h_S79,LPS_4h_S12,LPS_6h_S52,LPS_4h_S8,LPS_6h_S36,LPS_2h_S36,LPS_4h_S39,LPS_2h_S30,LPS_4h_S88,LPS_2h_S74,LPS_6h_S32,LPS_1h_S69,LPS_6h_S82,LPS_1h_S68,LPS_6h_S33,LPS_6h_S31,LPS_1h_S54,LPS_6h_S92,LPS_2h_S96,LPS_4h_S90,LPS_2h_S55,LPS_2h_S47,LPS_2h_S90,LPS_4h_S15,LPS_2h_S24,LPS_2h_S48,LPS_2h_S20
MRPL30,0.0,0.0,1.951476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.444235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479157,0.0,0.0,0.4880261999999999,0.1501917,0.0,0.0,0.0,1.925605,0.2974716,0.0,0.0,0.0,0.2499166,0.2511799,0.0300218,0.4202914000000001,0.2016599,0.1595449,0.0,0.0,0.0,0.0,0.0,0.04863324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500469999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22L1,0.0,0.0,2.484759,0.1251308,0.0,3.903348,1.95771,0.0,0.0,0.0,3.407461,3.557025,0.0,0.0,3.4341190000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.1007637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07399115,0.0,0.0,0.0,0.0,0.0,0.01829022,0.0,0.06011895,0.0,0.0,0.0,0.0,0.0,0.09372251,0.0,0.0
TPM4,3.50965,0.6324215,2.587355,3.904549,0.0,1.895464,3.217329,1.7877189999999998,0.01408966,1.422724,0.4982853,0.0,0.1907895,0.0,1.166563,1.071773,0.0,2.834498,0.8661928,0.003461687,1.676929,0.08361192,0.5312857,1.960761,0.4640201,0.2851555999999999,0.2653567,0.08156181,0.05433098,0.2280669,0.08646809,0.170223,0.04890656,0.0,0.49022,0.2290852,0.0,0.09842377,0.807538,0.31956,0.0,0.2403896,0.0,0.04640099,0.1468992999999999,0.06699217,0.05233226,0.2738056,0.0,0.0,0.03338388,0.01004841,0.01521109,0.01136703,0.04629821,0.0,0.009793324,0.0,0.0,0.007009293,0.01905917,0.0,0.0,0.0,0.0,0.0,0.02056376,0.01075549,0.0
RNASET2A,0.4028689,0.9270674,0.0,0.0,1.445045,2.051981,0.007777798,0.9161301,0.0,1.269178,0.0,0.0,0.9177079,0.0,0.5994292,0.0,0.5493228,0.2703735,0.9100759,0.01104572,0.0,0.3089699,3.40852,0.0,0.4963728,0.0,0.0,0.0,0.01517395,0.0,2.9199,0.3404404,0.5948496999999999,0.0,0.0,0.5803472,0.0,0.1381364,0.0,0.0,0.0,0.3013093,0.1701715,0.07804621,0.07916931,0.2286148999999999,0.0,0.01662039,0.0,0.0,0.0278392999999999,0.0,0.0,0.01207029,0.0,0.0204410999999999,0.01036084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221369,0.0,0.0,0.0,0.0
GNB1,3.427658,0.6345418,1.909608,0.1010842,0.2549219,3.381009,0.6405125,1.663239,0.7930611999999999,0.7344921,0.01580195,2.555152,0.7334782,0.0,1.406033,0.4531641999999999,1.808835,0.4523075,0.4990414999999999,2.909612,0.0,0.01429375,0.6459285,0.0,0.5459284000000001,0.03471973,2.787971,0.0,0.01807932,4.692836,0.0,0.1157017,0.7293818,0.6499708000000001,0.0,0.2231212,0.6438128000000001,0.0,0.3221143,0.2208922999999999,0.0,0.1478332999999999,0.05527033,0.2318464,0.05079619,0.07653382,0.03518539,0.0,0.0,0.0,0.02245693,0.006720763,0.040182,0.0075902619999999,0.03110188,0.05082061,0.0,0.0,0.0,0.0046757479999999,0.01672232,0.01931499,0.0,0.0,0.0070724119999999,0.004471699,0.02747533,0.0,0.0
YWHAZ,3.647226,2.520092,3.100343,1.081172,2.315706,1.130862,1.7277919999999998,2.744223,2.408435,2.030989,0.9522365,2.37624,1.519377,0.4773513,2.387307,2.042869,1.07843,1.291228,1.157802,0.9775201,1.80023,0.1627347999999999,0.6465835,0.8453502,0.8277326999999999,0.2483945,0.1568568,0.09265109,0.1829454999999999,0.2819913,0.8863271999999999,0.7168151999999999,2.373493,0.5476601,0.0,1.565733,0.566619,0.03620173,0.8573613999999999,0.6478774,0.1178393,0.2303146,0.9279894,0.1138444,0.04364269,0.2470378999999999,0.2255799,0.02287377,0.0,0.0,0.1893402,0.02708525,0.04295865,0.0258359,0.05223251,0.07024627,0.0333314,0.008996184,0.002211809,0.02780103,0.0675628,0.03296099,0.0,0.0,0.02410316,0.0,0.03524071,0.0,0.0
RASSF4,0.3276275,3.176877,0.0,1.005248,0.396619,0.0,0.3243587,1.263308,4.432485,2.525264,0.06007124,0.0,2.30115,2.876738,1.1443,0.0,0.8825837,0.0,1.94254,3.1124650000000003,2.724218,0.2720632,4.5152,0.0,1.874601,0.1059975,0.09019601,0.2570192999999999,0.04544296,0.7395209,0.1370442,0.7231656999999999,0.0,1.945796,0.0,1.140195,0.0,0.2401942999999999,0.0,0.1107998,3.248137,0.7499119000000001,0.08596233,0.3853479,0.4659210999999999,0.5989926999999999,0.2306685,0.0,0.0,0.0,0.06750762,0.03113925,0.0146441,0.05711514,0.04486775,0.01611828,0.003163322,0.0,0.001248085,0.04629607,0.02726851,0.04741937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM39,0.2810388,0.5653342,2.198881,0.5140149,1.291005,1.812417,0.00302714,1.956916,0.006914778,0.0,1.531513,0.0,0.4586689,0.0,0.0,0.0,0.2509437,0.03703778,0.3745430999999999,0.0,0.0,0.1255825,2.536123,0.0,0.0,0.04509033,0.0,3.798698,0.01200806,0.0,2.203385,0.0,0.0,0.0,0.0,0.07659703,0.0,0.02691769,0.0,0.0,0.0,0.0,0.0,0.008187448,0.0,0.0,0.0,0.0,0.0,0.0,1.029612,0.1334504,0.0,0.02950467,0.0,0.01678466,0.0,0.0,0.01090603,0.0,0.009214596,0.0,0.0,0.0,0.0,0.005454886,0.0,0.0,0.0
NCOR1,0.8365521999999999,0.1235501,0.0,0.118019,0.4153119,0.0,0.0,0.0,0.0,0.5881573,0.0,0.0,0.3545494999999999,0.03776399,0.0,1.032848,0.0,0.0,1.137486,0.0,0.0,0.0,0.1826784,0.05407512,0.08546392,0.1159742,0.6046166999999999,0.1046991999999999,0.0,0.0,0.0,0.1125595,0.0,0.2004444,0.0,0.1975724999999999,0.0,0.06115388,0.2134088999999999,0.0,1.164215,0.04649131,0.0,0.04376212,0.0,0.03774651,0.0,0.0,0.0,0.0,0.04390058,0.0085715469999999,0.01420934,0.0,0.0,0.0,0.006359479,0.02412937,0.0,0.01200386,0.005442933,0.03729924,0.0,0.0,0.0,0.01342751,0.0,0.0,0.0
PSMC4,0.005775603,0.0,1.803123,0.08758776,0.0,0.5551384,2.253446,0.9134275,0.0,0.0,0.07806055,0.0,0.0,0.0,1.508944,0.0,0.1605647999999999,0.0,0.0,0.0,2.310747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1195571999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06737605,0.0,0.01435298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091199819999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03120398,0.0,0.1888723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01190076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CETN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.559614,0.0,1.870524,0.0,0.0,0.0,0.0,0.0,0.3006501,1.405426,0.0,0.007373205,0.0,0.0,0.0,0.0,0.0,0.2985903,0.0,0.0,0.0,0.0,0.176892,0.0,0.0,0.0,3.599212,0.0,0.0,0.0,0.0,0.6093566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06890911,0.02113547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01487385,0.0,0.0,0.0,0.0,0.0,0.01401684,0.0,0.0,0.0
GOLGA7,0.004512122,1.268392,1.550719,0.0,0.8222927999999999,0.7070984,0.0,0.0,0.0,0.0,0.2986402,0.7132794,0.2170514999999999,3.416263,0.0,0.3890936,4.038837,0.9225708,0.3059071,3.834398,0.0,0.0,0.04691141,0.0,0.1133226,0.05914378,0.3017339,0.0,0.0,0.4794474,0.0,0.1743779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3269517,0.0,0.0,0.0,0.0,0.0,0.01121171,0.0,0.0,0.0,0.0,0.0,0.0,0.03104157,0.01306839,0.05308481,0.009911617,0.01125444,0.0,0.0,0.008062036,0.0146267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS9,5.647397,3.479247,2.726331,5.76759,4.714904,3.893922,3.440347,3.553136,4.700451,3.688557,2.785969,3.711018,3.718621,1.314163,2.345726,2.684915,5.057586,3.141764,2.437814,3.432583,3.5830839999999995,3.292323,1.398095,2.798691,2.30962,4.844754,0.0,0.0,4.220046,0.7860161,0.6576380000000001,0.0,4.910566,2.671466,4.203345,2.041268,0.0,0.9807198,1.125425,0.8304377000000001,0.0,1.240006,0.0,0.5399543000000001,0.583076,1.109166,6.746995,0.9920116,0.0,0.0,0.5151840999999999,0.2046865,0.2652182,0.3211337,0.1394074,0.1210833999999999,0.0,0.0,0.0,0.0220473,0.01977936,0.1684938,0.0,0.0,0.03244725,0.0,0.1791037,0.01662911,0.00854542
BCL2A1B,5.00847,4.197051999999999,3.680161,4.52872,6.299685,3.634974,4.452067,1.7817900000000002,4.988757,4.860514,3.536188,4.240285,4.454377,5.548808999999999,5.596857,3.205504,7.052382000000001,3.825884,4.697545,4.487858999999999,2.110995,3.909580000000001,2.897254,5.001635,3.5160400000000003,0.7941585999999999,3.750754,0.7899518,1.301218,2.883278,0.8244814,3.979627,2.555148,3.065009,0.1325609999999999,2.683267,2.5845860000000003,1.389319,1.031417,1.813006,2.648763,2.201043,3.98672,0.8113262,1.913596,4.458019999999999,1.879055,0.0,0.0,5.127733,0.487804,0.4251922999999999,0.8509572,0.0642327,1.4526629999999998,0.1177773999999999,0.6212907,0.5162127000000001,0.02176031,1.103138,0.08202027,0.1073541,0.0,0.0,0.04486013,0.0,0.0,0.0,0.01559011
SDHD,1.462092,0.0,0.0,0.0,0.0,2.1412,0.005775719,1.900818,0.01551812,0.0,3.152444,1.117866,0.0,0.0,1.02891,1.6921959999999998,0.2390112999999999,0.0,0.0,0.00572674,0.0,0.0,0.03386184,0.03665082,0.0,0.0,0.0,0.1326431,0.0,0.0,0.0,0.2713152,0.0,0.0,0.0,1.576349,0.0,0.0,0.0,1.606549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542259,0.0165025,0.02509089,0.07349469,0.07540053,0.0,0.0,0.0,0.0,0.0,0.0104866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM6B,0.0,0.0,0.4197679,0.08837147,0.0,0.008117736,0.005694729,0.0,0.0,0.09711089,0.270675,0.0,0.2335978,0.0,0.0,0.01579396,0.0,0.05675572,0.189041,0.6076424,0.5314848000000001,0.1272916999999999,0.02259632,0.02285033,0.04184281,0.0,0.4551402,0.0,0.0,0.0,0.0,0.1165404,0.0,0.0,0.0,0.05486021,0.0,0.0,0.0,0.0,0.1484106,0.01199337,0.1082411,0.006655826,0.0,0.00807681,0.0,0.0,0.0,0.3708752999999999,0.01394971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1128606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAN,0.003607291,0.325957,2.47249,0.04816424,3.622837,2.304126,2.339685,1.323773,0.0,0.8274083000000001,0.04319203,0.01135935,0.6052002,0.0,0.0,0.6496711,0.1361972,2.2361020000000003,0.4637994000000001,0.0,0.0,0.1681694,0.1958898,0.0,0.3606504,0.04761806,0.0,0.07523733,0.01269209,0.9209109,0.2958028,0.1574267,0.0,0.0,0.2838098,0.1745437,0.8311978999999999,0.0,0.4279964,0.0,0.0,0.05259797,0.0,0.01701464,0.0,0.04443241,0.04827516,0.0,0.0,0.0,0.06095521,0.009125902,0.0,0.04083951,0.0,0.04346293,0.0,0.0,0.0,0.0,0.01173337,0.02614895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOLA2,2.954851,0.0,0.0,3.043509,3.634218,0.0,1.138395,0.0,1.518305,0.0,5.106302,3.90982,0.0,0.0,0.0,0.5026738000000001,0.0,2.250937,0.0,1.999745,0.0,3.663177,2.211896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.948316999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPKSP1,0.0,0.5450729999999999,0.0,0.08685811,0.134708,0.1580837,0.00588284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.397975,0.0,0.632687,3.205611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.436325,0.4242259,2.783358,0.0,0.1325382,0.2714915999999999,0.2758422,0.08111129,0.0,0.04022541,0.0,1.2855450000000002,0.0,0.7056399,0.5023459,0.0,0.0,0.0,0.0,0.1238655999999999,0.0,0.1682682,0.0,0.0,0.0,0.0,0.1136903,0.0,0.0,0.0,0.03224317,0.0163975,0.0,0.0,0.0,0.01067621,0.0,0.0,0.0,0.01762127,0.0,0.03413459,0.8489383,0.00460347
SHFM1,3.939275,2.850075,2.430847,2.465609,2.909015,1.398791,2.651783,0.0,4.410016000000001,2.261964,0.547702,4.538368,2.608892,1.225379,0.0,3.671119,0.0,3.4762510000000004,1.915774,0.0,2.738962,0.8192997999999999,1.197127,0.0,1.969311,0.0,0.0,0.3532161,2.905815,0.3468042,1.0982379999999998,0.6682405,0.2138866,0.0,2.546373,1.057557,0.0,0.0,0.0,1.730043,1.051086,0.9325483,0.8811043,0.2450947999999999,0.3160930999999999,0.5208972,0.593911,0.0,0.0,1.164358,0.1434778,0.0,0.1388262999999999,0.05276951,0.3789063,0.08843914,0.04500409,0.0,0.0,0.032895,0.1404519,0.2411755,0.0,0.0,0.04760974,0.0,0.0,0.0,0.0
RAB8B,0.9089511,1.4798360000000002,0.4369675999999999,2.273631,0.0,2.563546,0.5083403000000001,1.552172,3.135708,1.339414,0.2009882999999999,0.01054541,1.432897,0.06308495,0.698666,0.1235986,0.4176537999999999,1.702319,1.279791,0.4385807,0.6018414000000001,0.3524781,0.6149802,0.0,1.033729,0.9377085,0.3329276,0.8679756,0.006607294,0.3838683,0.1111091999999999,0.6760308,0.02132077,0.4931265999999999,0.3033128,0.4418969,0.0,0.8362115999999999,0.0,0.146558,0.05040899,0.2107313,0.1051476,0.1190938,0.5584435999999999,0.1716519,0.08935153,0.009613879,0.0,0.0,0.0790343999999999,0.07395142,0.07962283,0.005437893,0.0,0.009228646,0.129707,0.0,0.0,0.01334541,0.0110127999999999,0.02763495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SARNP,0.0,1.407428,1.456628,0.05295209,1.745832,0.0,0.1418974,1.427103,0.00954168,0.7830626,0.09315716,0.0252739,0.0,0.08883804,0.0,2.135612,2.888592,0.1777388999999999,0.4972434,0.03471491,1.716298,0.1642094,0.1278635,0.0,0.3079947,0.0,0.0,0.5575313000000001,0.0,0.1334989,0.1652402999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05703744,0.0,0.0,0.0,0.03587476,0.1031601999999999,0.0,0.0,0.0,0.0,0.04007663,0.0,0.08964882,0.0,0.05027108,0.0,0.0,0.0,0.01414631,0.02554041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01023571
ATP6V1F,0.08196497,1.528492,0.0,0.09100028,0.0,3.58353,2.0801990000000004,0.0,1.579743,1.447928,2.50652,0.0,2.133354,1.413969,1.722132,3.111185,1.546874,0.0,2.7272220000000003,0.0,2.360176,1.445311,0.8988046000000001,0.0,1.154235,0.1708584,3.961588,0.0,4.678331,1.010011,0.0,1.868302,0.163854,2.808662,0.0,0.8601489999999999,0.0,0.8115901999999999,0.0,0.9029654,0.0,1.51695,0.7023434000000001,0.2723688,1.311073,0.3579739999999999,0.4691595,0.0,0.0,0.0,0.0,0.03465624,0.0,0.07831057,0.1547628999999999,0.0,0.03395535,0.0,3.3452620000000004,0.09619009,0.04379489,0.0,0.0,0.0,0.0,0.02291381,0.0,0.0,0.009537037
TCF12,0.0,0.0,0.0,0.0,0.0,0.0,0.938502,0.0,0.0,0.0,0.0,0.01562563,0.0,0.0,0.0,0.09652102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01473229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01028163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01272557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOS,0.0,0.3489229,1.803646,0.0,0.0,1.879041,0.0,0.8584196,0.0,0.0,1.784678,0.0,0.0,0.0,0.0,0.1112918,0.5200822,0.0,0.0,0.0,1.065318,0.3748748,0.9999085,0.0,0.0,0.0,0.0,0.0,0.01370181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3180095,0.1033388999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETFA,0.0,0.0,0.0,0.0,0.0,0.0,0.005030429,0.0,4.066941,0.0,0.4141367999999999,0.00897478,0.0,0.0,0.9290947,0.0,0.2106176,0.3027288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069456999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0428406999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOT1L,0.0,0.0,0.0,0.0,0.05518841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04102307,0.0,0.0,0.0,0.0,0.0,0.2803469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09171433,0.0,0.0,0.0,0.4382076,0.0,0.0,0.09453719,0.0,0.0,0.0,0.0,0.0,0.006835704,0.0,0.0,0.005911991,0.0044888309999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSTB,4.707677,3.166827,0.0,5.754741,3.336767,5.062206,4.837835,3.415011,2.891326,3.253524,2.468992,4.145238,3.200878,5.651123999999999,2.560141,3.469299,1.152785,3.378314,2.238192,2.14463,0.0,0.4726194999999999,2.101918,0.08076311,2.071038,0.6160523,0.0,0.2865695,0.0,0.2813237,2.791292,1.266839,3.091335,2.065602,3.2056,1.867985,4.583042,0.6179534999999999,1.264407,0.9430935,0.0,1.255089,1.47312,0.5271113000000001,0.6675714,1.031519,0.1836304,0.0,0.0,0.0,0.1166368,0.1748481,0.05658694,0.1227201,0.1635037999999999,0.1706917999999999,0.1053542,0.0,0.0,0.05184825,0.06901443,0.1017172,0.0,0.1013461,0.03825121,0.0481146999999999,0.1425552,0.0,0.02014199
HDAC1,0.0,0.0,2.182776,0.2333911,0.0,0.0,0.0,0.0,0.0,0.2360315,0.0495148,0.0,0.3774155,0.0,0.0,0.0,0.0,0.0,0.2839395999999999,0.0,0.0,0.0,0.08514448,0.0,0.1704168999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009945496,0.0,0.02057426,0.0,0.0,0.0,0.0,0.0,0.0,0.223634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006749069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB8,0.0138409269062826,0.9508707221061872,2.05022863071265,0.174873395618718,0.1403824142649419,0.0,0.5077926603887271,2.80362063227431,3.5902511124836303,0.65105605089195,0.0802687611063171,5.52897701458022,0.969524659463114,0.0,2.9675084483758,2.24242061987488,3.4449514299797404,0.0,0.761936902501537,0.0,0.0,0.0,0.9304234504935,0.0,1.1462369070053702,0.457742239217045,0.0,0.0,0.0,0.0,0.0,0.0,0.16227238925435,1.98991619810076,0.0,0.516391270338014,2.01823225295771,0.0,0.0,0.0,0.0,0.495316531485116,0.0,0.156059111261234,0.0,0.217385707337061,0.1722361243390069,0.130786698936123,0.0,0.0,0.0,0.0343078990002416,0.0528029697498872,0.1510867802828649,0.0,0.1598182454202699,0.0,0.0,0.0131712666847385,0.0244007365935073,0.0,0.0,0.0,0.0,0.0357799412454688,0.0,0.1337715132034559,0.0,0.0
SRSF1,0.003153515,0.0,0.0,0.0,0.0,0.0,0.3718097999999999,0.0,0.0,0.095335,0.0,0.002382321,0.07768644,0.0,0.0,0.0,0.1173831,0.6812872,0.0,0.0,0.5229334,0.0,0.05733126,0.0,0.06780226,0.0,0.0,0.06605948,0.0,0.0,0.0,0.0,0.0,0.0,0.3247942,0.03611585,0.0,0.0,0.0,0.1328075,0.0,0.01132792,0.0,0.0,0.0,0.0079243819999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04810653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00995327,0.0,0.0,0.0,0.0,0.0,0.0
USF2,0.0,0.0,0.0,0.0,0.4958303,0.4733925,0.0,0.0,0.0,0.0,0.1374326,0.0,0.0,0.0,0.0,0.0,0.5266134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05281696,0.0,0.0,0.0,0.0,0.008622505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00707579,0.006441189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDX4,0.0,0.0,1.544018,0.05773521,0.0,0.0,1.368549,1.511505,0.0,0.4508778,0.0,0.0,0.3877887,0.0,0.0,0.0,0.5682043999999999,0.0,0.0,3.134869,0.0,0.0,0.2522542,0.7545615,0.3327889,0.0,0.0,0.0,0.0,0.0,0.0,0.3530195,0.0,0.0,0.0,0.04875283,0.0,0.07361888,0.0,0.0,0.0,0.121524,0.0,0.0,0.0,0.123379,0.0,0.0,0.0,0.0,0.0,0.02199827,0.0,0.07383108,0.09980621,0.02128517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPLP0,5.394577,2.271585,3.688241000000001,1.178276,2.535355,0.9094022,2.259385,1.836565,6.07474,2.3671830000000003,3.153592,2.154154,2.482967,6.146961,2.78067,0.6287626000000001,0.5939029,0.4888849,1.825149,3.300469,1.451282,1.808729,0.8701029,3.660273,1.6627439999999998,1.54508,0.0,3.210083,3.251176,0.2363291,0.6554581,1.739555,5.677101,0.0,2.6704,0.7891408000000001,1.87036,0.2431607999999999,0.6633281999999999,0.4703835999999999,0.3021702,0.642138,0.6313095000000001,0.1129271,0.2216527,0.4743267,0.1564713999999999,0.2817335,0.0,0.0,0.1484987,0.1485447,0.09234253,0.1515931,0.2658322999999999,0.1019108,0.314243,0.02423199,3.135157,0.0431258,0.05833592,0.1288412,0.0,0.0,0.01632889,0.0,0.0,0.0,0.0
HTATIP2,0.0,0.0,0.0,0.0,0.0,0.03358896,0.0,0.0,0.007064273,0.0,0.0,0.6260091,0.3817182,0.0,1.055658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5145447,0.0,0.0,0.0,0.0,0.0,0.4472485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A13,0.0,0.0,0.0,0.0,1.097994,3.226583,2.918018,1.915162,1.786456,0.0,1.894532,0.02078853,0.5332933000000001,0.0,0.0,0.0,3.539032,1.769089,0.0,0.0,0.0,0.0,0.0,0.137845,0.2027902999999999,3.889012,0.0,0.0,0.04386962,0.0,0.4818745,0.0,0.0,0.0,0.0,0.0,0.0,0.1072873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04917692,0.03659885,0.0,0.09143987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD47,0.8675061,0.6962515,2.819898,2.662213,0.6046107,0.5468295999999999,0.0,0.956284,0.0,1.095666,0.1414435,0.0,0.6926,0.1844649,0.7692843,1.80686,0.1675966,0.1047704999999999,0.9468059,0.0215169999999999,0.0,0.0,0.4573952999999999,0.0,0.5277323,0.2612163,0.2966486,0.0,0.07634769,0.1750082,0.0,0.4954862,0.0,0.9923207,0.0,0.1452325,0.9449625,0.7951653000000001,0.5094850999999999,0.6413612,0.0,0.09509665,0.0,0.02114397,0.1264713,0.1568952,0.06065716,0.02249146,0.0,0.0,0.037569,0.0225778,0.06830882,0.01282838,0.0,0.01647165,0.0,0.0,0.002244642,0.007913468,0.007197824,0.0,0.0,0.0,0.0,0.003890345,0.0,0.003135753,0.0015976179999999
