gene,LPS_1h_S16,LPS_1h_S67,LPS_1h_S61,LPS_1h_S50,LPS_1h_S82,LPS_1h_S32,LPS_1h_S72,LPS_1h_S22,LPS_1h_S21,LPS_1h_S89,LPS_1h_S71,LPS_2h_S66,LPS_1h_S60,LPS_1h_S43,LPS_1h_S1,LPS_2h_S60,LPS_2h_S4,LPS_2h_S89,LPS_1h_S53,LPS_1h_S48,LPS_1h_S87,LPS_2h_S57,LPS_2h_S9,LPS_1h_S64,LPS_1h_S38,LPS_1h_S17,LPS_1h_S74,LPS_1h_S59,LPS_1h_S14,LPS_1h_S49,LPS_1h_S26,LPS_1h_S63,LPS_1h_S5,LPS_2h_S75,LPS_2h_S84,LPS_1h_S33,LPS_1h_S39,LPS_2h_S27,LPS_2h_S41,LPS_1h_S40,LPS_1h_S62,LPS_2h_S78,LPS_1h_S28,LPS_1h_S30,LPS_1h_S19,LPS_1h_S66,LPS_1h_S35,LPS_1h_S20,LPS_1h_S3,LPS_1h_S18,LPS_1h_S78,LPS_1h_S34,LPS_1h_S42,LPS_1h_S27,LPS_1h_S73,LPS_1h_S96,LPS_1h_S6,LPS_1h_S11,LPS_1h_S86,LPS_1h_S51,LPS_1h_S15,LPS_1h_S45,LPS_1h_S91,LPS_1h_S52,LPS_1h_S80,LPS_1h_S41,LPS_1h_S88,LPS_2h_S13,LPS_2h_S15,LPS_1h_S37,LPS_1h_S25,LPS_1h_S44,LPS_1h_S93,LPS_2h_S45,LPS_2h_S26,LPS_2h_S69,LPS_1h_S8,LPS_1h_S77,LPS_2h_S64,LPS_1h_S85,LPS_1h_S10,LPS_1h_S13,LPS_1h_S24,LPS_1h_S23,LPS_1h_S58,LPS_1h_S75,LPS_1h_S55,LPS_1h_S31,LPS_1h_S94,LPS_2h_S93,LPS_2h_S76,LPS_1h_S90,LPS_1h_S12,LPS_1h_S29,LPS_1h_S56,LPS_2h_S53,LPS_2h_S23,LPS_1h_S7,LPS_1h_S36,LPS_2h_S21,LPS_1h_S2,LPS_2h_S14,LPS_2h_S49,LPS_2h_S65,LPS_2h_S35,LPS_2h_S73,LPS_2h_S29,LPS_2h_S8,LPS_2h_S46,LPS_2h_S62,LPS_2h_S6,LPS_2h_S7,LPS_2h_S58,LPS_2h_S19,LPS_2h_S25,LPS_2h_S42,LPS_2h_S92,LPS_2h_S85,LPS_2h_S52,LPS_2h_S63,LPS_2h_S34,LPS_2h_S38,LPS_2h_S95,LPS_2h_S39,LPS_2h_S22,LPS_2h_S16,LPS_2h_S87,LPS_2h_S91,LPS_2h_S32,LPS_2h_S18,LPS_2h_S54,LPS_2h_S28,LPS_2h_S83,LPS_2h_S71,LPS_2h_S12,LPS_4h_S25,LPS_2h_S17
CCNL1,2.133282,1.675582,3.236746,3.094144,1.960559,1.478114,2.185626,3.605486,1.036085,2.553806,0.6456729999999999,1.438746,2.225657,1.612976,2.553849,1.774223,0.4594556999999999,1.996751,1.898988,2.967172,3.219794,1.932145,1.015766,2.585257,2.629768,2.575324,3.265105,1.762196,2.855232,2.77448,1.992273,3.632931,3.081373,2.326054,0.8778231,0.9843415,3.829422,0.8698191999999999,1.77923,3.840430000000001,3.214846,0.008780819,3.501676,3.522306,2.142803,2.78641,2.156603,3.215186,2.782978,3.052597,3.020917,4.378516,2.911371,3.479166,2.786298,2.987241,2.865043,1.145788,1.219143,2.287878,2.646582,0.6703811,1.752188,0.4436188,2.129189,3.942894,0.2860521,1.6966439999999998,2.163753,1.729572,2.5110900000000003,0.9724991,1.809789,0.6648429,1.901574,2.61679,0.5324107,2.166193,2.122748,1.627334,2.1219080000000003,2.359151,0.1095888999999999,0.05801005,1.894646,2.205532,1.563152,3.222727,4.5655790000000005,0.02535899,0.9975613,2.311021,2.55533,2.128862,0.6534217,1.544049,2.355932,1.965878,0.3060718,2.4232970000000003,1.131332,2.24921,0.0852217,2.0440720000000003,3.383747,0.8982328000000002,2.229744,1.1736950000000002,2.899583,1.391536,0.6271057,0.9869694,1.592871,0.8315696,2.304604,1.00192,1.932194,0.1859808,1.247932,0.002785233,2.4242,2.109141,0.5541594,0.3272610999999999,2.53264,1.270441,2.179098,0.9403704,3.603773,2.16344,1.777964,2.588877,0.0,1.507348,3.672384,3.5391220000000003,2.1158360000000003
ETV3,1.576756,1.804438,3.95597,1.813346,1.816106,1.186562,1.88438,3.769737,0.09989669,2.777183,1.943457,0.03997197,2.117404,1.553202,1.560759,3.379718,3.738737,0.4239537,1.368616,2.591057,1.374929,0.997344,2.79169,0.1350294,1.7014509999999998,3.15951,0.5168628,1.10185,0.02482685,1.04736,0.5618456999999999,0.001393112,2.595265,2.617128,1.1607809999999998,0.9055465,2.290907,2.349663,2.25929,0.3448906,0.4549002,0.8313120999999999,0.37629,2.094377,0.6676890999999999,0.9631142,0.0,0.5753123,1.19939,0.01726837,0.5668887,0.0,0.1641374,0.6605042,0.7641924,0.7051147,0.353778,0.3078492,0.01618229,3.001151,2.591216,0.6136056,0.5572852,0.4205123999999999,0.05891351,2.142894,1.7833560000000002,0.2462035,1.376214,1.543589,0.6885033,0.0,0.09178923,1.141288,0.1564772,1.17476,0.8141107,0.0,0.8164858,0.007245805,0.08846509,0.0,0.4861187,0.1806386,0.0,0.001132491,0.01787516,0.0,1.337698,0.03514706,0.2073341,0.7890514,0.9288674,0.9545768,0.1177408,0.2127201,0.5280829,0.0,0.0,0.0,0.3567032,0.0,1.7656470000000002,0.2470554999999999,0.0,0.1785253,0.01546505,0.0,2.732272,0.5500303000000001,0.04515896,0.2830592999999999,0.463234,0.03918784,1.426069,1.693768,0.05053186,0.2642577,0.09083783,0.3948277,1.969166,2.637653,0.3574334,0.1667666,0.1143266,0.003889712,0.01825885,0.0,1.4273049999999998,0.3670811,0.1915671,0.05506071,0.0,0.02047631,0.0,0.0,1.160633
RBM7,1.096159,2.6482240000000004,1.5313139999999998,0.4020712999999999,2.1291130000000003,1.992718,2.896944,0.8876175,0.04608372,0.1248904,0.0,1.277972,2.154592,1.2234120000000002,2.982275,0.6886631999999999,0.0,0.7722116,2.383844,0.0,2.18074,1.791661,2.695157,2.7861700000000003,2.040131,1.636628,3.294629,0.8255418,0.2587693,0.393136,2.371008,3.27905,3.512378,2.581539,2.514624,0.9487557,0.2317096,2.4112240000000003,2.8539790000000003,2.343859,2.654621,2.251037,3.10947,0.6913176,1.579898,2.987387,0.2702759,2.45843,2.195615,0.523085,1.17355,3.321913,1.149438,1.196199,2.471359,0.9347959,2.850269,1.332808,0.1334397,2.556999,0.2455889999999999,0.0,0.9152628,1.961132,1.194965,3.565443,0.0,2.683693,0.9408045,1.314383,2.877429,0.8410894,1.833527,3.263083,4.601988,1.133093,0.06507142,0.848173,2.2095290000000003,0.5328558000000001,1.7895,0.01369252,1.791743,0.0,1.240821,1.998819,1.284622,0.07165017,3.357195,2.319302,2.974672,0.9702792,3.434543,0.2890071,1.483575,3.116494,3.407172,0.02596386,1.718654,4.702547,0.0,1.7821189999999998,3.415775,1.65942,1.154654,0.6914104999999999,4.194622,2.479846,4.643639,2.152046,0.3699164,2.066651,2.973504,0.0326275,3.513549,0.4561996,3.656107,0.7557086,2.600824,2.74344,2.046763,2.276703,2.753363,1.073155,0.6143341999999999,0.858383,1.178856,0.5627949000000001,2.995026,0.6453455,0.6851774,3.990642,2.015476,1.967346,0.0,1.988681,0.0
ZEB2,0.8264834000000001,0.0026976979999999,1.317832,0.004055277,2.0496220000000003,0.6372363,0.9941146,0.0,1.100143,0.2108565,1.3319379999999998,0.8417793,1.731963,0.7125698,0.2814329,0.7831691,0.1183976999999999,1.364021,0.206643,0.07813892,1.179692,0.401857,1.272184,0.7820106,0.1978903,1.428215,0.9849705,1.145056,0.5695944000000001,1.152969,1.147728,0.8347068000000001,0.5504216,1.023956,0.7746325,0.3758349,0.8169878,1.221749,2.179377,1.528871,1.038427,1.391844,1.9911,1.11663,0.9935353,1.875846,1.016917,1.661988,1.030514,1.246717,0.6367278000000001,1.524529,0.6290755,2.549653,1.865613,2.053413,1.479982,2.127755,1.771524,1.386511,0.6640568,0.3124442999999999,1.373777,1.346209,0.3801857,0.4745129,2.465399,2.317998,1.64579,0.3291301,0.8134116,0.4435912999999999,1.701134,1.160513,2.468361,2.032306,1.330188,0.919399,1.534859,1.018463,0.7233805999999999,1.597229,0.03931007,0.9677727,0.03634446,0.1366006,0.4157483,1.398493,1.345491,2.290715,1.11516,2.803362,1.972679,0.3514304,0.7348106,1.146833,1.549207,1.017511,0.0688039999999999,0.6507182,1.216123,0.7677438,1.79637,2.896492,2.319526,1.403325,2.450916,2.465867,1.998005,1.318283,1.714878,1.535503,1.619517,2.068457,2.6025,1.115723,1.51996,2.171196,0.9643024,0.9453617,2.794972,0.9715343,0.9513774,3.1581080000000004,1.396044,0.7743828,0.4749459,1.981809,2.242934,1.7762939999999998,0.004264887,2.6456,0.09583482,0.02497316,3.898047,2.421729,3.134919
LYZ2,8.40801,4.25531,7.227189,3.793647,5.240251,6.199269999999999,3.5659050000000003,0.4470559,5.730535,7.859424000000001,5.449064,2.071364,7.662913,7.945202,8.843219,8.378105999999999,6.381761,4.077721,10.03297,1.277921,10.28915,7.010792,8.742888,9.929994,9.077601,10.17226,10.32907,8.230869,10.172,10.02239,9.526473,10.31705,9.972726,9.438538,7.548506,9.676273,10.23136,9.564489,8.901251,10.1813,10.55523,2.071647,9.557012,10.14669,10.52971,10.11424,5.416245,10.34664,9.251647,10.26983,9.740466,10.26088,10.18117,9.690243,10.03521,8.534564,10.10771,8.750502000000001,8.74445,10.06452,10.30156,7.425542999999999,7.384647999999999,10.06186,9.51153,8.719603999999999,9.717684,10.25652,10.23027,9.175234,10.05034,10.32594,9.636331,9.43904,10.2922,9.819929,9.811161,8.871501,9.590263,9.975119,8.902851,10.63267,8.549545,10.11761,8.278758999999999,10.61171,9.219834,10.3003,9.53509,8.905401,9.607736,8.511755,9.96815,9.543229,9.408495,10.01446,10.32735,9.9502,9.715549,10.1367,7.892886999999999,10.71991,10.3178,10.14064,9.674821,9.677869,10.62535,10.2021,8.342912,9.899567,7.222186,8.932202,8.91852,8.248164,8.400433999999999,6.136287,9.662581,8.878513,7.624743,8.72599,10.20503,7.878342999999999,9.764654,10.46135,10.15085,8.480041,10.3479,9.564841,9.50445,10.14754,8.720774,10.48672,8.701951,7.693932000000001,9.836565,10.18374,8.984532000000002
CLEC4D,1.319328,1.648159,0.8334969999999999,0.0,0.0,0.07119399,0.0,0.0,0.8076181,0.0,0.0,1.077445,0.2373326,0.0,0.1266628,1.966948,0.0,0.2595862,2.582692,0.0,3.083454,0.4437932,3.002958,0.3911277,1.035993,1.202971,3.025517,0.1884312,2.800443,3.212372,0.3161299,4.350651999999999,3.154118,3.1257490000000003,1.784227,0.2172097,2.934847,0.4681369000000001,0.0,1.611068,3.1014060000000003,0.0,0.7902772,1.835825,1.758702,2.153841,0.0,1.636867,2.577906,0.9111803,0.2991493,2.448118,3.997006,0.6436955,0.4181760999999999,0.0,2.867621,2.961821,0.01135482,1.874771,0.7824821999999999,0.007494097,0.01975132,0.1829605,2.188871,2.416137,0.6195126999999999,0.243008,2.728311,2.562634,0.0,1.0752,0.9885965,5.063807,1.5568620000000002,0.09241235,3.480075,1.2576040000000002,2.010631,0.6797065,1.434521,0.5262777,2.832859,2.324872,1.3917540000000002,0.9908241,0.0,2.81181,1.223274,2.566128,2.12251,4.171698,0.6966758000000001,1.189769,0.02414331,1.604686,4.39973,0.01358557,0.0,2.798414,1.143268,1.834444,0.5178562,4.082482,0.4507130999999999,2.92743,0.1471741,2.128166,1.688716,2.698785,3.4447339999999995,1.765642,1.084311,1.084003,2.491315,0.9929969,3.175694,0.1609507,2.2248490000000003,0.0,0.8742247,2.0005610000000003,2.063953,1.370503,3.149414,3.916211,0.004789462,3.317234,1.546458,2.6896310000000003,1.809611,2.656381,0.0,1.304577,0.8376237,2.687256,0.0
MRPS36,2.531613,0.3063290999999999,3.409761,1.827086,2.933193,2.115452,2.754379,0.07687246,1.268266,0.657392,1.74869,1.698155,1.539758,2.520185,1.426281,0.2924128,0.0,0.953566,1.955185,2.391527,2.399111,0.998238,0.09401465,2.574959,2.642419,2.4272560000000003,2.398013,2.559898,2.333495,3.014275,2.227158,0.1434069,1.981266,1.801238,2.109062,0.3958659,0.4948672,1.577574,2.42218,2.055183,3.107493,2.2377860000000003,2.107174,3.05166,2.759118,3.63881,3.014814,1.86251,2.813369,2.813022,1.700625,3.338782,2.167689,1.030398,2.096083,2.744511,1.696732,0.536399,0.02281679,1.863189,1.304784,1.986382,3.47434,2.032551,0.0,1.607711,2.702661,1.564361,2.0865560000000003,3.477203,1.143799,0.0,1.433902,1.6480259999999998,2.867219,2.435739,2.986194,2.443094,2.645543,2.182242,2.019518,0.7127875,1.834099,1.216008,1.70773,3.281572,0.07054597,3.112688,0.1510382,3.238952,1.616234,0.879173,0.0,3.357657,2.278745,1.240398,2.05215,2.647705,3.021129,2.508153,2.6762240000000004,0.7001407,2.136466,2.424661,1.148292,1.998863,0.0,1.317909,1.887912,2.0495080000000003,3.815454,3.3202,2.933533,1.40052,3.079161,2.713215,1.949757,0.0,2.106154,2.1835,1.759497,2.5391790000000003,2.058298,1.186379,0.7994791,3.737072,1.101614,1.88833,1.967666,1.265787,0.166705,0.5987070999999999,0.1637281,0.0,2.2253990000000003,1.989157,0.9703276
PSMD6,2.585867,1.7285560000000002,1.041828,0.5874449,0.507749,1.356049,1.167064,2.058911,3.464439,0.02322356,0.02344569,2.444487,1.287357,2.527407,2.7095130000000003,0.03552077,0.0,1.362269,2.377568,0.9435928,0.1348989,0.4497255999999999,1.815411,1.311016,2.130127,1.896314,3.551854,0.2121287,0.2371853,3.207309,2.776592,3.248381,1.430144,0.0,1.322054,0.0,3.2949589999999995,1.001098,2.542871,2.705727,2.274784,0.0,1.165971,2.6099650000000003,0.2642993,2.990317,3.247649,3.131189,3.947481,0.7717634,0.03226682,2.536443,1.6861099999999998,0.0,1.112063,1.121008,1.172026,1.1288129999999998,4.076186,0.4892335999999999,0.0192782,1.433003,2.734638,1.285861,2.005802,0.7650734,2.76828,1.3670129999999998,1.89488,0.0,0.0,0.0,1.376663,2.607686,2.376214,2.205498,0.006693999,2.514574,0.0,0.1280911,0.1219412,2.4804630000000003,0.0,0.01545301,0.0,1.7035209999999998,4.399725,0.0,2.075184,1.085981,2.521332,0.0,0.0,0.0,2.185109,1.6967,1.172192,0.07715347,2.981577,1.61931,0.7200949000000001,1.814382,1.190972,0.6870857,0.04383396,2.367915,3.2810980000000005,2.721764,0.4615670999999999,0.02208895,0.9754057,1.393139,0.0,0.1964983,2.576165,0.3285484,0.1951327,0.03921134,0.0,0.3736311,1.011717,2.077865,0.07170291,0.09512511,2.843687,0.7401095,0.0,2.731608,0.0,0.09050315,1.284719,0.7934285,0.01475752,2.970564,0.7642932,0.7983177,0.0
ARL8B,3.891093,1.965807,2.699778,1.978839,4.589363,3.018789,2.54366,2.721019,3.700025,3.239573,3.558987,1.7278830000000005,3.183403,4.162953,0.8961652,3.624759,3.642238,4.440002,2.919493,0.5499136,3.682566000000001,1.4660799999999998,1.292201,3.466219,3.383783,2.39441,3.022872,3.204581,3.0173,3.959091,0.7259839,2.739059,3.262885,3.596674,1.110286,3.735913,2.9989,1.007058,1.108465,2.938708,2.987518,1.96033,1.293351,1.758687,2.943125,0.2518662,3.885267,3.0495080000000003,3.037761,4.0950120000000005,0.192889,3.634902,3.4992620000000003,2.332072,2.166892,1.3428790000000002,2.657699,2.855285,4.174975,3.140142,1.652087,2.556302,1.558529,3.129844,2.6307270000000003,2.875489,2.9693810000000003,2.961472,2.55261,0.1471934,0.9400695,3.638364,2.429415,3.051281,1.507944,2.183067,3.996993,2.640244,0.7044199000000001,3.039767,0.6489028,0.9452544,0.1865164,4.286242,2.8572040000000003,4.170655,0.1515041,3.394851,0.1257443,2.38911,1.779654,3.202862,0.00454518,4.558497,0.0248047,0.980442,1.134555,2.325598,1.92501,3.146431,1.081424,0.01764495,3.384207,3.52921,3.618824,0.259436,1.59404,1.643838,0.714044,3.11647,1.49303,3.776522,1.565667,3.142034,3.367071,0.4471113,2.59732,0.2171266,1.253904,0.1023708,2.853291,1.614714,2.183355,3.549719,2.780919,1.92168,3.853164,0.5697951,4.057194,1.561688,0.08823588,0.3633508,0.240186,0.9092661,0.01608955,2.38287,1.708127
BRP44L,3.309244,2.908002,4.247879,0.8043924,3.639883,3.5738160000000003,4.214180000000001,3.455714,4.031863,3.44426,2.629105,2.8268,4.356955999999999,3.532997,3.276816,4.48729,3.575943,3.395614,4.234835,4.672758999999999,4.935922,1.6931470000000002,4.551585,4.8322400000000005,4.121859,4.411176,4.436203,4.22695,3.917888,4.966353,4.328792,3.805699,4.665232,5.047038,5.224421,3.424958,4.54333,4.985335,4.452637,2.980697,5.444672,4.103405,3.28686,5.396145,3.511931,4.831785,2.288978,3.800904,5.273757,4.452466,4.057934,4.652178,4.539344,4.177556,3.3169230000000005,4.314431,4.589861,4.217687000000001,3.4655370000000003,3.995398,2.946153,5.057780999999999,1.566925,4.266003,4.280985,3.347513,4.900233999999999,4.523645,3.508656,0.0,4.52019,4.171034,3.664857,5.459064,5.195426,5.150419,5.198707,4.91841,5.175026,4.062372,3.793332,3.4748900000000003,4.243126999999999,4.559329,4.461326000000001,4.41186,3.79078,5.461501999999999,3.549546,3.583667,4.7615620000000005,5.004797,3.615177,4.560294,3.544822,4.330489,4.728680000000001,0.8171404999999999,4.709696,4.302266,5.75397,5.054489,4.547829,5.233388,4.462219999999999,4.349708000000001,4.62187,5.661878,4.169194999999999,3.5707760000000004,3.64337,3.281513,3.4995540000000003,4.68146,3.676749,4.124322,3.585609,2.070989,3.115214,3.609082,3.637572,3.924641,4.290223999999999,5.111930999999999,4.455169000000001,0.02366239,4.043685,2.414843,5.128976000000001,1.895791,0.0,4.379209,4.168688,4.678726,0.4264779999999999,4.207595,1.49031
KHDRBS1,1.15497,0.02996276,0.9860629,2.712206,0.3362439,0.0,2.138719,0.1730595,0.0,0.07338067,1.7899200000000002,0.0,0.9452862,0.6018483,1.5511629999999998,1.550879,1.5672620000000002,0.01009375,0.05442692,0.005115138,1.6906450000000002,0.2024694,0.3504107999999999,0.100319,0.2751229,1.126017,0.07837776,0.3813200999999999,0.3842122,0.5167854000000001,0.07244779,0.2523997,0.2122175,1.23122,0.7305191,0.6229640000000001,1.368961,0.06440383,1.134062,1.4286709999999998,1.155659,0.02758343,0.5548206,0.01276196,0.2662476,0.3290598,0.7465101,0.0252417,0.8815915000000001,0.0,0.0075108369999999,0.8385537000000001,0.0,0.06800131,0.03819406,0.845498,0.7584209,0.5437711999999999,0.8027767,0.05684628,1.062907,0.0,0.0,0.2030875,1.998968,0.3684378,0.3590387,0.4500045,0.4672849,1.339994,0.01840686,0.1560231,0.3048538,0.6335746999999999,0.4436564999999999,0.1224806,0.3905372,0.03187221,0.02233949,0.01132046,0.2119756,2.254441,0.008465754,0.0,0.004547504,0.0,0.2408147,0.1375651,2.477696,1.129996,0.4355704999999999,0.9917695,0.1056848,1.225948,0.09275935,0.03078515,0.31882,0.0,0.0,0.9949871,0.08037475,0.0,0.6229725,0.8636058000000001,0.002703403,0.02605716,0.3074567,0.0,0.0,0.3610735,0.4543398,1.663402,1.52376,0.2515608,2.133039,0.0,0.01396838,0.4427972,0.005679106,0.06997231,0.0,0.2431303,1.071524,0.1291312,0.4753673,0.1641279,0.03358999,0.0,0.4761145,0.379403,0.0281585,0.004107846,0.01029829,0.0,0.0,1.334123,0.05088708
CD48,1.03544262093685,3.9265023658161895,4.07796791224635,3.78745560971229,3.1712367470577205,0.6667866586953111,4.738999553715719,3.80809109413803,3.4656652177219303,4.13637753047536,3.6318695799676095,4.318570256381459,2.9800615881524504,3.11165124865911,0.0,3.35253942096184,4.817408168972039,0.0,2.96020680146689,2.0792302686637,4.1038952600947205,2.97962005130089,3.78794824552142,2.29615290555292,3.92905995516794,2.2166009285786603,4.20239004906563,2.52624947563633,4.4481446771673205,4.60303518092869,1.6219757991283998,1.85908555124977,2.49982280476742,3.13147682535382,0.0,4.28567422387131,4.665177696854871,4.97124790395242,3.8715678004460496,3.51053841525315,2.77550801679415,0.0172760323496507,2.18248508530424,3.471178486982069,3.4899668332272404,3.2247103804666097,3.3323946261613195,3.75869173248412,0.652344403452391,2.59836638695174,2.8908594933436604,3.55145448047966,4.33088529751243,0.0231712132174629,3.55641298809792,0.220951271453548,3.8840572349039295,0.0,4.13897466524227,4.219024770328851,2.32003543626269,0.0,1.42323560408975,3.22319248544015,4.30707587005502,1.68907189765881,4.2076784863103,3.6555434566132496,3.62075520763446,0.0,3.9045246590292697,1.90387968019509,3.37030247415409,2.78491478388592,0.349167833305687,3.02629352330242,2.40927172200145,0.0,3.34451468932148,2.13767336935304,1.8447655750685,3.25585097148335,0.0094227330926696,3.72070265305211,3.4507904844915096,1.7888781485659295,0.0,3.8626323211705,3.13910383497788,1.93627463063678,2.8399910619457,0.734645937249737,4.1877471033002,3.87466083244521,1.2510985646384198,3.42609965881623,2.53564947576506,0.0789112623611882,2.78873427468009,3.72275725824233,0.18519516765657,2.059901044239,2.16135241414939,3.05271011736224,5.1152988326382,4.21706923827925,2.72766787611036,3.41492934408154,3.2974121215258,2.99904846418336,0.0,2.92121647852687,2.27309958970736,2.3711247298335,4.28122607248004,3.61242517717073,1.15718568596324,0.0150991171021109,1.25167555475078,0.8287725462987691,1.6053676280822802,0.0861938109351719,2.6495358094040897,3.96564339033841,1.26487185103245,0.0484416943808988,1.00410559125235,0.0,0.685534984364734,0.754152739430274,2.46566609269145,2.28550739051069,0.0252901804792053,3.2333968569464804,3.11863508227776,4.35378652027379,2.47302447032002
COPS6,2.438609,3.5074940000000003,2.6685220000000003,3.101757,1.927584,2.240119,0.2008229,0.0,2.919858,0.992098,2.597259,1.400565,3.133562,1.30495,2.591527,1.6555419999999998,2.249644,1.879149,2.4167560000000003,0.9530664,3.376203,1.258807,3.309995,2.431909,2.547768,1.423638,3.832979,2.123178,0.2662724,0.01427279,1.497322,2.851617,2.1401630000000003,0.0,0.06109659,1.97021,3.238543,1.855417,2.132058,2.520146,3.293742,2.435557,3.559905,0.2202935,2.772884,2.908394,3.118398,3.192574,0.5804498,2.076785,0.01951878,0.0,2.468483,0.0,2.061743,0.01421571,1.582794,0.0,0.2323647999999999,0.9233636,0.0,0.0,2.626287,0.006173434,0.7417418,0.0,0.0,0.6846949999999999,2.937466,0.09132156,0.5470803000000001,3.020401,0.8312144,1.438793,1.573447,1.896312,0.01610544,0.6552653,0.1480193,0.0,0.0,2.539841,0.769473,2.275211,3.937254,1.305006,0.0,3.2906980000000003,3.767614,0.2858992999999999,2.1438,0.0,0.3769113,2.841957,0.01408199,1.284901,1.058901,0.6009833000000001,2.423223,3.075003,3.342419,1.208258,0.9130241,0.0,1.979689,1.767218,0.0,0.01500194,0.0,1.753136,1.933266,0.9427187,1.5129860000000002,0.0,2.002907,2.694326,2.579844,3.5601,0.1523195,2.553227,2.377696,1.862021,0.00491287,0.0,0.0,0.07536628,0.0,2.903002,2.7364740000000003,0.1080698,0.0,0.6713285,0.160102,0.0,0.0,0.08587998,0.0
ATOX1,6.12788,6.617147999999999,6.151591000000001,6.619960000000001,4.564911,5.9241,7.033894,6.028075,7.019355,6.862203,6.180608,5.355015,6.115216,5.438162999999999,5.537922,5.893972,5.100026000000001,5.767249,5.777597,6.088024,6.091308000000001,5.815789,4.7914010000000005,5.940404,6.806939,5.233376,5.386566,5.132846,5.508964,5.485242,5.577558,4.907213,5.314595,6.453933999999999,6.078016000000001,5.696852,5.123831,5.545314,5.584887,5.64677,5.335728,6.955845,5.2488410000000005,5.890282,5.390603,5.510514,5.367505,4.800369,5.782643,3.288597,5.219186,4.164155,4.230562,5.509011,5.243469,5.525879,5.194048,5.226714,3.662724,5.059831,5.398572,6.41269,5.539025,4.778822,4.769224,5.144075,4.061541,5.337513,4.48399,4.7062550000000005,5.185263,4.630073,4.424968,5.762271,4.756585,5.320419,4.475243,5.007307,5.16748,5.261425,4.174467,4.016743,5.228634,4.884084,4.086787999999999,3.830942,5.595135,5.163078,5.089267,5.901347,4.212978,3.660473000000001,3.172876,2.128182,3.991082,5.118348999999999,5.036114,3.025378,5.108411,4.937573,4.171739,5.430691,3.437902,5.120439,5.164793,5.402418,4.412775,4.387974,4.15729,5.092889,4.712152,3.412432,5.466597,3.836199,4.70594,5.170538,4.099329,5.16366,6.033997,4.762529,5.392119,5.580339,5.163266,4.7186900000000005,4.864228,6.221725,4.151177,4.378966999999999,5.791226,3.633565,4.243144,4.910977,5.193683999999999,5.990359,3.1167290000000003,3.830208,5.460611
SIRPB1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091902,0.0,0.0,0.0,0.0,0.0,0.0,1.317356,0.0,0.0,1.505506,0.0,2.112405,0.0,0.0,0.04688502,0.0,1.176029,3.116076,2.8840220000000003,2.615001,0.4415214,0.0,2.342223,1.824744,3.702112,0.0,0.7570294,0.5132475999999999,0.0,0.0,0.0,2.639648,0.2488994,0.1984286,3.2877300000000003,1.065721,1.808281,0.0,1.272059,0.02646177,0.676551,0.0,0.0,0.0,0.1355211,0.2763655,0.0,2.085747,0.5017157,1.816149,2.75913,1.7615880000000002,0.0,3.1932970000000003,0.0,2.555622,0.01754049,0.0,0.6577039000000001,2.025634,0.0,0.0,2.599072,0.01189918,0.0,0.8065945999999999,0.0,0.2130211,0.7588196,0.07198821,2.016489,0.0,0.0,0.0,0.2791538,0.1891152,4.104199,0.7996009,0.0,0.0,0.01331707,3.684083,0.0,0.4506925,1.537297,0.0,1.491423,3.056198,0.0,0.01362111,4.057682,0.0,2.899919,0.0,0.73556,0.0,0.0,0.0,3.890649,0.0,0.1704701,0.0,0.0,1.527451,2.670049,0.0,0.0,1.389253,1.66488,0.0,0.006291169,0.0,0.0,0.03794655,1.54993,0.7877496999999999,0.0,0.5787701999999999,0.0,3.976707,0.07795784,1.297195,1.749913,0.0,0.0,0.0,1.562577,0.0
ING1,1.769489,0.3399587999999999,0.3253319,0.7314189999999999,0.4028847,0.003427259,0.006685443,1.032712,1.239181,0.0,0.0,2.509987,0.0,0.0,0.01558775,0.4203587,0.0,0.9613738000000002,0.6030283000000001,1.2311,0.4932213,0.6741818,0.0,0.1315686,0.0,0.1370176,2.182142,0.0,0.6024337,0.007587973,1.208933,0.0226491,0.3012092999999999,0.5446553000000001,0.04286883,0.0,0.0,0.122787,1.839408,0.3416220999999999,1.510499,0.02027321,1.045451,0.5253515999999999,0.0,0.4880585,0.3385768,0.0,0.01050197,0.304033,0.0,0.0,2.481643,0.0,0.6448214,0.2427498,0.0,0.0,0.0,0.09808651,0.0,0.3414764999999999,0.0,0.2828751,0.005911347,0.7122607,0.0,0.1864106,0.2266665,0.0,0.0,0.3429842999999999,0.0,0.679895,2.057369,0.2133196,0.0,0.0,0.2244197999999999,0.0,0.0,0.0,2.357112,0.1987458999999999,0.0,0.0,0.0,0.0,0.0,1.7148759999999998,1.135574,0.0,0.1458482,0.0,0.0,1.658881,1.178771,0.0,0.0,0.9796278,0.0,0.1865793999999999,0.01103657,1.231308,0.0,0.6504761,2.067396,0.8689195,0.101812,0.0,1.023813,0.1211857,0.5225522,0.0,0.0,1.008549,0.01221945,0.1496604,0.0,0.02798852,2.182039,0.1473836,0.6889358,0.2214777999999999,1.294666,1.069498,0.9977438,0.3304448,0.0,0.0,0.0,0.0,3.525558,0.0,1.489219,0.0,0.1667198999999999
