gene,LPS_4h_S35,LPS_2h_S40,LPS_4h_S29,LPS_4h_S71,LPS_4h_S60,LPS_4h_S87,LPS_4h_S36,LPS_4h_S24,LPS_4h_S94,LPS_2h_S33,LPS_6h_S2,LPS_4h_S76,LPS_4h_S66,LPS_4h_S16,LPS_4h_S3,LPS_4h_S78,LPS_6h_S11,LPS_4h_S27,LPS_6h_S74,LPS_4h_S86,LPS_6h_S41,LPS_4h_S26,LPS_6h_S88,LPS_6h_S12,LPS_4h_S37,LPS_6h_S38,LPS_6h_S8,LPS_4h_S14,LPS_4h_S55,LPS_4h_S18,LPS_2h_S94,LPS_4h_S68,LPS_4h_S74,LPS_4h_S49,LPS_6h_S58,LPS_6h_S81,LPS_4h_S83,LPS_6h_S39,LPS_6h_S21,LPS_6h_S25,LPS_6h_S29,LPS_6h_S30,LPS_6h_S20,LPS_4h_S30,LPS_6h_S93,LPS_6h_S76,LPS_6h_S53,LPS_4h_S65,LPS_4h_S77,LPS_6h_S90,LPS_6h_S80,LPS_4h_S28,LPS_6h_S68,LPS_4h_S40,LPS_4h_S43,LPS_4h_S73,LPS_4h_S17,LPS_4h_S52,LPS_6h_S3,LPS_4h_S53,LPS_4h_S54,LPS_6h_S15,LPS_4h_S85,LPS_6h_S51,LPS_6h_S1,LPS_6h_S48,LPS_4h_S23,LPS_4h_S89,LPS_6h_S84,LPS_4h_S9,LPS_4h_S2,LPS_6h_S28,LPS_6h_S63,LPS_6h_S22,LPS_4h_S81,LPS_4h_S82,LPS_6h_S57,LPS_4h_S56,LPS_4h_S62,LPS_4h_S59,LPS_4h_S46,LPS_4h_S51,LPS_4h_S1,LPS_4h_S96,LPS_6h_S34,LPS_4h_S63,LPS_6h_S40,LPS_6h_S96,LPS_6h_S42,LPS_6h_S62,LPS_4h_S32,LPS_4h_S64,LPS_4h_S20,LPS_4h_S57,LPS_6h_S27,LPS_6h_S64,LPS_2h_S51,LPS_6h_S85,LPS_6h_S14,LPS_6h_S77,LPS_4h_S22,LPS_6h_S94,LPS_6h_S49,LPS_6h_S70,LPS_4h_S92,LPS_6h_S89,LPS_4h_S38,LPS_6h_S24,LPS_4h_S41,LPS_6h_S17,LPS_4h_S6,LPS_4h_S75,LPS_6h_S5,LPS_4h_S34,LPS_6h_S23,LPS_4h_S69,LPS_4h_S5,LPS_6h_S26,LPS_6h_S4,LPS_6h_S18,LPS_6h_S55,LPS_4h_S42,LPS_4h_S45,LPS_6h_S95,LPS_6h_S75,LPS_6h_S9,LPS_4h_S19,LPS_6h_S6,LPS_4h_S21,LPS_4h_S4,LPS_6h_S16,LPS_6h_S65,LPS_6h_S86,LPS_6h_S10,LPS_4h_S33,LPS_6h_S37,LPS_4h_S58,LPS_6h_S7,LPS_2h_S1,LPS_6h_S59,LPS_2h_S72,LPS_4h_S72,LPS_6h_S45,LPS_2h_S44,LPS_2h_S2,LPS_6h_S44,LPS_6h_S66,LPS_6h_S43,LPS_4h_S80,LPS_4h_S95,LPS_6h_S61,LPS_4h_S50,LPS_6h_S87,LPS_6h_S50,LPS_6h_S13,LPS_6h_S71,LPS_2h_S88,LPS_4h_S70,LPS_2h_S11,LPS_2h_S80,LPS_4h_S10,LPS_2h_S82,LPS_1h_S9,LPS_2h_S81,LPS_2h_S5,LPS_4h_S7,LPS_2h_S56,LPS_1h_S47,LPS_1h_S83,LPS_1h_S76,LPS_6h_S35,LPS_1h_S70,LPS_2h_S37,LPS_1h_S92,LPS_2h_S59,LPS_2h_S86,LPS_4h_S48
LYZ2,10.08967,9.786873,10.3609,8.712793,10.26556,9.641659,10.27831,10.61795,9.192439,9.200363,10.27803,9.928654,10.28619,10.56566,11.03751,10.5643,9.587929,10.22307,10.04343,9.052955,10.33117,10.14181,9.596381,9.669615,8.871250999999999,9.896386,10.07934,10.05289,9.306351,9.498793,8.590557,10.26409,7.982117999999999,9.809401,10.24608,10.24264,8.745627,9.679313,8.900988,10.15637,9.885416,9.398967,10.47564,10.0445,8.876306,9.006008999999999,9.864035,8.817487,10.64258,9.935023,9.124976,9.225855,8.227383999999999,9.623009,9.002375,8.944726,9.153197,9.767561,9.97473,9.705609,9.838588,9.803957,8.718181,9.678227,9.365031,9.193732,9.728661,9.635123,9.223498,8.012279,9.234486,8.746926,9.46396,9.995144,8.231103,6.791388,9.405865,8.781829,8.195812,8.081463000000001,9.526896,5.173497,8.66625,8.890628999999999,8.788489,8.255096,6.304792,5.136794999999999,9.459036,8.041286,1.996883,3.6026860000000003,6.181947,8.254522,8.237366,8.814401,7.978594,5.261781,7.375072,7.914095,3.018842,0.7460260999999999,8.704623,8.475951,5.238457,7.712869,0.09684649,9.775673,9.014423,8.934658,2.821991,1.235763,8.761756,8.727913000000001,6.762510000000001,9.002445,0.1916788999999999,6.558008999999999,8.048212,9.505734,9.449497,0.1472765,6.258583,0.2446381,4.646591,9.052646,4.9226,9.938396,0.8316281999999999,8.470616,9.800881,9.589585,9.00002,8.824987,8.316346000000001,8.752312,9.395322,4.395098,6.505465,8.853411999999999,8.743589,8.413236,0.1645676,9.633454,5.7820540000000005,9.125856,9.155921,7.874509,8.046439,8.635136,9.188091,6.638671,6.56355,8.13045,7.448755999999999,0.3710053,8.927628,10.23377,7.520856,8.234579,8.464261,7.176367999999999,6.5439,8.768474000000001,8.049352,7.843377,7.726692999999999,6.6964440000000005,8.374749000000001,7.814819,7.844205,3.761337,7.252016999999999,7.166208999999999,5.309206,0.6305943,8.455705
CLEC4D,0.940258,1.397122,3.776146,3.989868,3.0723990000000003,2.218676,2.281297,4.291566,1.999912,2.741618,1.683068,1.832878,1.105265,3.263015,2.623396,2.463064,4.451463,2.210667,4.730487,3.337343,3.861976,0.5273317,3.3277620000000003,1.222533,2.934685,3.18082,0.3649802,4.066929,0.08751798,2.276958,0.0,1.684104,2.623261,2.862039,3.739178,4.285344,0.9944423,4.080989,2.486862,3.820196,1.752963,5.192782,1.924615,2.943467,3.534937,2.868099,5.039139,2.32839,3.93273,3.979536,1.839823,2.839612,0.7407849,2.2033080000000003,2.457196,3.281159,0.0,0.325962,4.784199,0.4232941,0.8528356,1.988,2.861242,2.2260470000000003,1.916158,1.02203,0.09285322,1.498022,1.828466,0.491148,2.088661,1.432214,4.335699,1.749,3.735766,0.8083932,3.152867,3.270192,2.104908,4.394377,3.726871,0.01762753,1.41345,1.914305,2.489453,3.650212,2.766301,0.8622625,3.158035,1.616301,0.0,0.0,0.02233979,3.729992,0.01304521,0.2481699,1.336256,0.4462095,0.0,0.004685473,0.0,0.0,0.0,1.7036830000000005,0.1576906,0.005776765,0.0,0.7420804,3.594762,1.48173,0.0,0.02382029,2.662582,2.058035,0.03749652,0.2892206,2.054393,0.7414392,0.0,0.7298165,0.0,0.0,0.01305635,0.0,0.01199085,1.2730549999999998,0.0,1.474207,0.01387186,0.0,3.631036,0.007060054,4.131471,2.3823540000000003,3.147191,2.864636,0.06439318,2.434521,3.81209,2.007083,3.76111,3.270666,0.0,2.1798610000000003,0.2603684,3.964069,4.355686,3.873261,4.100683999999999,3.024534,0.0,0.01971519,0.6281815,1.301626,0.002677984,0.007268455,2.557616,0.07705363,0.0,0.0,1.112228,2.984238,0.0,1.378508,2.651259,1.472693,1.86257,0.0,0.5992818,1.44818,1.52329,0.8967483,0.0,0.0,0.01873342,0.01595445,0.2329635
MRPS36,0.8712886999999999,0.7505662,1.504838,2.588016,1.481017,0.3431284,0.8784545,0.2873084,0.3571589,2.318962,1.787461,0.231223,0.9076727,1.616586,2.018631,2.1167860000000003,1.751942,2.072512,1.601878,1.092097,2.874908,0.0,0.6218186,1.020756,1.875178,3.469496,0.8776431999999998,1.900032,3.568222,1.272628,2.0135650000000003,1.620247,3.537914,1.575925,0.0,0.0,0.6140531,1.503718,1.11658,2.068479,2.4859560000000003,0.7867225,0.2788412,0.7785101,1.370771,1.159475,1.701039,1.297577,1.1129129999999998,2.637141,0.2326853,2.434107,1.6468200000000002,0.3423279,1.573545,0.03038076,1.545116,1.374793,1.938756,2.191313,2.381749,1.018768,1.723798,1.18269,1.427264,0.0,0.5210207,2.882341,0.0,1.383213,0.5180649,0.6459109000000001,0.2636146,0.04594958,0.0,0.3832815,1.426387,2.167557,0.0,0.958466,2.58983,1.937252,1.7162110000000002,1.901226,0.1148305,1.910412,0.0,2.560303,2.941334,0.07696829,0.0,0.0,2.865005,2.958758,3.727977,0.0,2.796975,0.2613135,0.02677499,0.0,1.66776,1.223984,3.085098,0.04353834,0.1914172999999999,1.547805,0.8069550999999999,0.0,0.0,0.1639634,1.187496,3.703876,0.0,0.4513922,1.563377,3.061987,0.0,2.0998360000000003,2.033025,0.9098426,2.882235,1.925728,0.0,1.736824,0.0,0.02430444,0.0,0.0,0.0,0.6388223000000001,0.02203442,0.05212186,0.0,0.0,0.04698305,0.0,0.0,2.894744,2.241156,0.0,0.0,0.07500938,2.284107,3.051825,2.0581,0.1146793,0.03759308,0.0,0.01874896,0.2068163999999999,0.1652067,0.0,0.03071347,0.0,2.902634,2.641845,0.03863961,0.2795775,2.631244,1.497738,0.08254384,4.539474,1.138936,3.425522,0.0,0.0,2.771267,3.511541,2.734423,0.0,0.1290127999999999,0.0,0.0,3.860961,0.0,0.0,0.05399895
PSMD6,3.528868,0.0,2.571082,1.333935,0.06287514,1.535575,3.918966,0.0,0.02307853,0.0,0.2973912,2.581641,2.045052,1.658423,1.767062,0.0143074999999999,0.06349577,3.192089,0.0,0.01661607,1.659038,1.075159,0.2029352999999999,2.884015,0.4330439,0.1485857,2.258694,2.3662240000000003,1.670107,0.4364946,2.1135490000000003,0.9579775,1.006679,2.400671,2.222352,0.0,1.724275,1.651922,0.03001965,0.4381767,0.02343475,0.7143864000000001,2.648299,2.58476,2.014012,1.1095540000000002,3.4393519999999995,2.736659,0.039111,1.116403,0.9480657,1.7671,2.403474,0.06486033,0.0,1.8759740000000005,1.019954,0.08291872,0.1741957999999999,1.139668,0.4143492,2.132961,1.171727,1.775308,0.7997795999999999,1.389425,0.4331725999999999,0.0,0.009315995,0.0,0.4383672999999999,0.5534422,1.755887,0.0,0.6013736999999999,1.363267,1.542609,0.02298189,1.039817,0.3292104,2.391827,0.01705321,0.9490241,0.6027231,0.0,0.0,2.837364,3.035725,0.6753173000000001,0.08032828,0.5650512,2.7500150000000003,0.2019247,0.09604808,0.01348318,2.637263,1.855085,1.61558,0.0138619,3.467546,1.660832,0.0,0.131752,2.11783,0.02279492,3.300696,2.540683,0.996096,0.0697885,0.0,2.580531,0.01159913,2.731301,0.3625138,2.246784,0.0,0.3435544,0.0,1.428901,3.263213,1.284879,3.216886,1.157087,0.3932184,0.04019664,0.1411511,0.0,0.05651253,4.116678,0.0,0.0,0.0,0.1535739,1.448172,0.1201441,0.0,1.6436970000000002,0.0,0.0,0.9537328000000002,0.0,0.3979785999999999,0.01982265,3.2000490000000004,0.0056591559999999,0.0,0.5502874,2.768106,0.5224324,0.1284218,0.4097438,0.0,3.149945,0.0,0.0,3.879305,0.0,0.05347362,1.712603,1.260508,0.9461233,1.873098,0.8281618000000001,0.0,0.4808339,3.472031,0.0,1.455301,0.2346836,0.0,0.1644581,1.5066389999999998,0.0,0.9011742,0.0,0.2424924,0.0286808
ARL8B,0.1141366,0.03537707,3.494668,3.311322,3.040222,2.68042,0.8991167,2.511896,2.754766,3.839408,1.814392,1.958177,0.3412472,2.178268,0.06363962,0.9390413,2.4809080000000003,2.988692,4.028632,0.2525886,3.585836,3.272335,1.086615,0.8330009,0.5219369,1.349144,0.5841891,3.87235,3.035576,1.106795,3.536314,0.1756916,0.9693763,0.8613094000000001,0.1813904,1.656327,1.009811,3.428491,1.872968,1.13875,1.936726,1.190035,0.3501511,2.389001,3.565328,3.4859440000000004,3.300092,1.300206,3.125982,1.326716,3.538989,1.593399,1.91853,0.4864989999999999,2.6902220000000003,2.249248,0.1599742,0.03059024,0.4345787,3.477917,0.008799618,1.452831,1.163101,1.265157,0.3046959,0.551675,2.249541,1.065404,0.1448884,2.951787,0.9685583,0.9888849,1.333242,0.03925874,0.2881778,2.229858,0.0,1.805251,1.562916,0.0,1.526012,0.5019797,0.1224545,0.5990509,0.02567223,0.3528206,2.44599,2.070663,1.612695,2.302484,0.01657357,0.0,3.747217,1.7763490000000002,0.1410901,0.03563688,1.975182,2.783303,1.051301,3.142739,1.7812259999999998,1.299841,2.043977,0.3120817999999999,2.048591,0.03931611,2.5967580000000003,2.119158,0.4443148,0.002176941,0.197502,3.122191,2.491337,0.3954499,2.646171,1.952887,2.614696,0.04848639,0.002269581,0.6927908,0.3419063,2.635789,1.882255,0.1307565,1.117107,0.7667944999999999,0.09005064,0.0,1.097505,0.548637,1.414938,1.427354,0.0,0.0,0.9025274,0.0,0.0,1.085043,0.6123666999999999,0.9820717,1.412076,0.01720612,0.0,1.886452,0.01909431,2.914477,0.8511983,2.185305,0.9746586,0.131512,0.0,2.851799,0.01616145,2.15631,0.008221355,0.0,1.969483,1.101539,0.0,0.0,0.0,0.2067447,2.273744,4.180039,0.01373156,1.028563,0.05353675,0.9893314,1.248314,0.2710508,0.0,0.03682803,0.0,0.4505424,0.6839448,0.06517257,0.6881243
BRP44L,2.3565,4.585896,5.172269,5.299535,2.765573,5.45479,5.106677,4.511504,4.591383,2.7278580000000003,2.446464,4.603968,4.742483,5.068558,4.512776000000001,5.192551,4.059524,2.970884,4.942385,4.595018,4.085372,3.818866,3.886872,4.408567,4.437582,3.412564,4.4249160000000005,3.884681,5.004593,3.39868,4.7710360000000005,5.672135,2.42034,2.867354,4.243071,2.687909,4.152127,3.749696,4.732032,3.673803,4.35521,3.633522,4.655128,4.721618,4.285639,2.673231,3.756922,4.491314,3.58969,3.763481,3.697532,3.4217470000000003,3.387335,3.3342110000000003,4.085529,3.314487,4.286434,4.575451999999999,4.2147440000000005,3.858781,4.884178,2.282206,4.016833,3.869821,3.080076,3.871916,1.972517,4.389575,4.058048,4.705030000000001,4.51357,4.734858,3.801029,4.343918,4.175126000000001,2.866882,3.632314,3.021616,1.991409,2.157982,4.395017,3.914904,2.931167,3.036891,2.211994,3.72479,3.422943,3.174484,1.868574,4.190507,3.588626,3.676145,3.816239,4.448501,2.263433,3.345389,3.120559,2.590826,0.0607609,3.798357,2.561366,3.213246,1.368068,2.081689,3.132457,0.01793433,3.276157,3.56246,0.05189127,0.01552944,0.2800685,2.422989,0.01099472,1.745093,2.32947,4.315805999999999,3.898626,1.987364,3.813737,4.184024,4.135944,3.94254,2.894589,4.346518,3.35142,4.046992,2.605815,3.832289,2.164998,3.945126,0.1618521,2.689455,5.259671,1.304606,4.04389,2.410461,1.246821,0.09055916,0.01090553,3.615835,4.797768,0.03930164,2.797141,4.196263,3.056005,0.0,3.509135,1.501149,3.91708,3.149713,0.3964997,2.435608,2.647612,1.362465,4.435647,1.3272,2.008451,5.111514,2.710684,4.49515,1.6698810000000002,3.103324,3.449799,4.136555,4.126455,3.915638,0.7244345999999999,4.129883,5.306513,2.9590970000000003,5.288281,1.566593,2.664022,2.084479,0.0,0.0,0.08307488
KHDRBS1,0.0,0.5316145,0.8201117,0.0,0.01259256,0.1732236,0.1103708,0.0,0.0,1.0817139999999998,0.0,0.08626592,0.008934197,0.009035419,0.0,0.1479825,0.3835358,0.0,0.01362957,0.0,0.8010358,0.0,0.3080547999999999,0.3128017,0.2091877,0.02398982,0.0,0.2368632999999999,0.0,0.771366,0.3149330999999999,0.0040038209999999,2.198167,0.5597283000000001,0.03440716,0.0,1.111484,2.088768,0.0048828479999999,0.01065569,0.005241906,0.1704877,0.9991674,0.4484984,0.0993797,0.234121,0.0,0.1062047,0.02445712,1.811964,0.07850642,0.0,0.0,0.1326521,0.07647842,0.1521741,0.8402731999999999,0.0,0.02391974,0.0,0.00962772,0.02000913,0.03891265,0.01371943,1.177233,0.0744447,0.0,2.201198,2.109278,0.005879668,0.0,0.4109845,1.746875,0.0,0.6618598000000001,0.0,0.5649664000000001,0.4911666,0.0217197999999999,0.0,0.0,0.01102794,0.004366789,0.009287755,0.0,0.03145732,0.0,0.7285675,0.1105881,1.034736,1.050699,0.189532,0.4891095,0.0,0.006227735,1.6279290000000002,1.158663,0.3041812,2.228611,0.08702948,0.1031201,0.1859916,0.0,0.3194834,0.0,0.0,1.437545,0.005496241,0.0,0.0,0.7155283,3.806216000000001,0.1058891,1.671401,0.6303548000000001,0.04051176,1.287734,0.008958467,0.2477086,0.01500183,0.0,0.7891365,0.0,0.2761782,0.002685562,0.0,0.0,0.0,0.0,0.153723,0.0,0.0,0.008433913,2.278548,0.5329611,0.04038839,0.0,0.4944955,0.1014409,0.0,0.7573382,0.03120623,0.0,0.0,0.0026267879999999,0.0,1.60671,1.477118,0.004602045,0.02076514,0.0,0.3786413,0.0,0.0,0.003859779,0.3759513,0.0,0.07491326,0.0,0.03189743,0.0,0.0,0.04140366,1.792334,0.0,0.0,0.0,0.7783609,1.462237,0.4158433,0.0,0.0,0.0,0.0,0.0,0.2410798999999999,0.0
CD48,0.0,2.12174736976386,3.19152317438858,2.21501154684109,2.12671614084793,3.17162963098762,2.77736109402123,4.496097304448679,0.19940821397617,0.0,4.8460101552336505,4.036103294295,5.084515943114121,2.90214350868142,3.8381349963300098,3.11128309201,2.7141938809700603,4.00424038100152,1.4649767016405402,1.31634472218796,5.09247327395513,3.5255129582593296,1.0918947867705,0.0,2.6178695301180404,0.531671892143813,1.5962554122485302,0.221750421549458,2.20441148208803,1.64686008570732,2.13015948395382,3.31799447226621,0.757903266305348,2.6039008571480604,2.07869766398804,3.977227796474629,2.45887338426275,4.00634531095587,0.114182112397777,3.7201982511108898,4.04784852552181,1.9046436398565805,3.57666681433104,1.6484778420836597,3.6576750193376,3.41401563702176,3.88087816214808,0.555727934645249,1.2122978410466998,3.70183246646219,2.21474998580745,0.0092988343274777,3.5129724009154506,2.8888661441932304,0.612702968878792,2.30770646054744,0.0,0.0,0.187899177548526,3.4503115226917203,1.5123729652726998,3.609694677328549,1.02584287812992,3.3703339345508,0.0,2.76177399545357,3.7446340648937406,2.84713701877097,2.57511865006694,0.3762545621276439,0.8920013067442779,0.0,0.276735315349991,1.12826156966445,0.0487230037915211,1.12617901792843,2.43599929619974,0.0,3.42521576793444,0.439400333403406,3.1916295746516097,3.2901496305153195,0.0293169613353616,2.52312812660088,0.0,0.0260099855189414,0.8157137578838008,3.76057469549086,0.0,0.2058537714587039,4.08556871569979,2.03845146511683,1.57918354353141,0.0,0.105056790253668,0.0075118292391935,0.0,4.59499237182642,0.0,3.65139797740856,2.8940087061288304,3.15925268271339,3.36923109270147,0.0,1.29997193139527,0.0068622950050886,1.92937872799656,0.0101117971170798,0.0535453907182514,0.8993289618777479,2.3109590668476803,0.0,0.0042189092496084,0.0,0.0279121535520628,0.0,2.70257850335413,0.0432359453581069,0.0,0.0,2.9832449021104,0.0,0.0154262527087691,0.0,0.0,0.0378892334777337,0.0539856205460743,0.086201340314575,0.0054857578388562,0.0,0.0,3.9589932438514,0.075452204462041,0.8151605021854208,1.3845271600132,1.12241230213308,3.05474825610522,0.0,3.17826302457299,0.0799151822946233,0.997545017306668,0.0455443032287981,0.0,0.872629798316532,3.91125143496152,0.0,0.2487470955772819,0.0,0.022331535255231,0.010214999724289,0.0,0.0,0.0245487043442536,0.0,0.0,0.0086121413132778,4.64490368977978,1.22469691307362,0.0081369937826099,0.0,0.0500492935546604,0.0552363724076424,0.0140107411828871,0.310106310822468,3.52699764825289,1.68708017028708,0.0,0.573156482931374,0.0169026384218906,0.0584005383313298,0.0,0.0221271303747383,1.55092626568238,0.583064213426207,0.0,5.10854550874429,0.0856836191806595
COPS6,0.2750174,0.0,1.968662,2.1152490000000004,0.0,0.3570236,0.3373978,0.01090375,0.8734447,0.332859,0.3667098,0.01539195,1.459582,2.22302,0.2162496,1.198037,2.041703,0.0,2.488804,0.1336657,2.5782130000000003,0.0,0.778523,0.0160897,2.904038,0.0,2.11198,2.974295,0.05159463,2.956095,0.0,0.04109422,0.0,0.3854367,0.03215947,0.07591562,0.01681315,0.670049,0.0,0.0,0.0,3.258667,0.0,2.806144,2.389355,1.408127,1.368254,0.03855879,2.098655,3.003107,2.4024970000000003,2.850191,1.824107,0.114792,1.169146,0.0,2.1860150000000003,0.0,0.1074273,0.1970949,0.0,1.956394,1.529543,0.939088,0.0,1.671059,0.0,0.008917445,0.0,0.4506365,2.9380900000000003,0.04863931,0.0,0.1358127999999999,0.0,2.143211,0.1455503,0.0,2.339922,0.0,0.0,3.046327,0.0,0.0,0.4401348,0.02038319,0.04662699,1.352498,0.9023962,0.0,2.0542580000000004,0.0,2.740532,0.0,0.0,0.0,1.808874,1.374163,0.0,0.0,0.3662931,1.613408,0.0,1.344685,2.0329200000000003,0.124443,1.140043,2.126773,0.3047692,0.0,2.315824,0.01388156,3.0329490000000003,0.0,0.0,0.1256492,0.007288203,0.0,1.7561240000000002,0.0,2.134942,0.8707296999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.391189,0.0,0.8824955,0.02448653,0.01614619,0.0,0.05884133,0.0,3.182277,0.3948304,0.05196693,0.0,1.236958,0.0,0.09287867,0.0,2.188576,0.0,0.3544873,0.0,0.0,0.5836059,0.0,0.0,0.0,0.0,0.009907827,0.0,0.01226905,0.0,0.2213931,0.4577433,2.137141,0.1402922999999999,1.7095220000000002,0.0,0.26232,0.0,0.1324547,0.0,0.1633418999999999,0.03089133,0.0,0.0,0.0,0.0,0.5836684,0.0547299999999999,0.0
ATOX1,3.391284,4.867248,4.739719,5.231323000000001,4.682049,5.940846,4.67948,3.021814,3.809301,5.112833999999999,4.28023,5.188523,4.894206,4.683149,3.897516,5.115687,4.374874,4.91219,4.2767550000000005,4.47746,4.840471,5.222580000000001,4.5300080000000005,4.004845,4.9521,3.704731,4.391464,4.956893,5.324032,5.213323,5.756325,4.9376,3.468363,4.247526000000001,4.2940830000000005,3.185797,4.572825,4.557961,4.421287,4.606481,5.218881,3.664668,3.826058,4.755502,3.4195839999999995,4.817551,4.815045,4.999683999999999,4.93966,4.195647,5.07538,4.279235,5.10367,4.53992,4.861105,5.110568,4.8420440000000005,5.447087000000001,4.299043,5.31205,4.194336,4.103330000000001,5.186603,5.723553,5.2379690000000005,3.4653980000000004,4.585681,5.112362,4.64902,4.784102,4.538157,5.154696,5.067874,4.235123000000001,4.342663,4.156516000000001,4.675714,4.529383999999999,4.605728,4.39957,4.109646,5.453075,4.431029,3.980729,4.806541,5.886504,3.221631,5.750607,4.725733999999999,5.152966999999999,4.383684,6.102265,4.549691999999999,4.655822,4.512694000000001,4.596833,4.993774,5.043078,4.982366000000001,4.111805,5.230173000000001,4.594292,5.380464,4.9756480000000005,4.805813,3.942405,5.765191000000001,3.746265,4.447959,3.037246,4.399989,5.5651980000000005,5.320926999999999,4.637421,4.793696,5.441374,5.320795,5.673164,4.978239,4.899696,4.978761,5.717791,4.909508,5.103973000000001,4.803249,4.497872,4.884799,4.8226260000000005,5.684472,5.265686,0.03947515,4.6116220000000006,4.440592,4.719543,5.290326,2.120353,4.567599,5.245855000000001,4.255464,3.164601,4.767395,3.039777,4.751503,5.032829,5.698878,5.36604,5.551216999999999,3.171375,5.350715,4.897766000000001,2.330746,5.476753,0.3456691,4.4043980000000005,4.388361,1.979877,6.111507,4.9005540000000005,4.178567,4.80511,1.825201,3.269172,4.855339,5.201588,3.419607,3.802954,5.729326,4.555447,4.698038,4.784125,5.218215,5.547914,4.173312,2.839713,5.91613,4.202143,0.0
SIRPB1B,0.0,0.3118052,0.9746896,0.0,0.0,0.0,1.598177,2.738037,0.09654417,2.2721150000000003,2.910804,0.03261548,3.161513,0.0,1.738873,0.1286583,0.0,0.0,0.01834069,0.0,1.723186,0.9646576,3.051076,0.0,2.211364,1.291495,0.0416662,3.584456,2.831303,0.6019626,0.0,1.157016,1.164543,1.668423,0.0,3.306256,0.02397133,0.0,0.0,0.0,0.0,2.867682,1.875781,0.6839891,3.720327,0.9971692,0.02428703,0.7892231,4.344608999999999,2.7090080000000003,2.818759,2.926107,0.0,0.0,1.272779,2.076206,1.155538,2.07391,0.01576173,2.14152,0.0,0.02967771,2.728143,1.495519,0.0,0.02606469,0.0,0.0,2.3681490000000003,0.04378184,0.0,0.01733978,0.06145835,0.0,0.0,0.0,2.506277,0.2114784,0.0,0.0,0.8424463,0.0,0.0,0.05197905,0.03933776,0.7358239000000001,4.463116,0.0090699719999999,0.0,0.0,0.0,0.0,0.0,0.07121447,0.04002914,0.01732351,0.0,0.0,0.01769144,0.0,0.0,0.0,3.53817,0.2343873,0.0,0.0,0.0,1.233941,0.7678513000000001,0.0,0.0,0.01475854,0.0,4.422439,0.0,0.03720183,0.0202627999999999,5.213769999999999,0.005809112,0.01380661,2.063123,0.0,0.5312706,0.0,0.0,0.04129057,0.0,0.0,0.0,0.02959314,0.0,0.0,0.1946227,2.345804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3432357,0.0,0.2508126,0.0,0.02603807,2.124953,0.0,0.06610358,0.0,0.2109635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.878263,0.0,0.0,0.0,0.0,0.1357701,0.0,0.0,0.0,0.0,0.2825591,0.0,0.008327426,0.01225704,0.0,0.0,0.0,0.0
ING1,0.0,0.0,0.8416190999999998,0.0,0.9216124,1.341002,0.0,0.5886454000000001,0.5247958,0.0,0.9416952,0.0,0.0,0.02666155,0.0,0.0,0.0,0.3040249,0.0,0.0,0.0,0.2386912,0.0,1.09901,0.0,0.0,0.0,0.150068,0.0,0.8813639000000001,0.94638,0.0,0.0,0.1031694,0.0,0.0,0.0,0.0,0.3080124,0.0,0.3700615,0.2431393999999999,1.126616,1.17267,0.0131268,0.0,0.0,0.0,0.0,0.6537713,0.4960467,0.4732074,1.738721,0.0,0.0,0.8287585,0.07386822,0.0,0.0,0.6529815999999999,0.0,0.6312095,0.06779328,0.0,1.918485,0.0,0.0,0.3143455999999999,0.454764,0.0,0.1227765,0.5612718000000001,0.2241872,0.7346156,0.02193496,0.5064128,0.0,0.6884352,0.6798671,0.8153129,0.0,0.02301261,0.6045866,0.0,1.095805,0.05379797,1.306567,1.023696,0.0,0.9452307,0.5138656,0.0,0.0,1.906815,0.0,1.87012,0.0,0.0,0.3950092,0.0,0.0,0.0,1.26107,0.4601264,1.200668,0.0,0.02705313,0.762666,0.2459411,0.0,0.0,0.0,0.2224388,0.8620789000000001,0.06444269,0.0,0.0,0.2800198,0.0,0.0,0.0,0.04188962,0.0,0.0,0.0,0.0,0.0,0.1658646,0.0,0.0,1.780986,0.0,0.2809630999999999,0.02000916,0.0,1.7441240000000002,0.01444515,1.580018,0.0,0.0,0.9728218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.620466,2.121742,0.0,1.816249,0.9281481,0.02107548,0.001878069,0.0,0.3138305999999999,0.1586112,0.0,1.867311,0.0,0.1890239,0.4553635,0.00606547,0.0,0.5114625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.236649
