Gene1,Gene2
EBF1,NAA50
EBF1,AKAP8L
EBF1,RAB37
EBF1,H2-DMA
EBF1,CSGALNACT1
EBF1,FOXO1
EBF1,RUVBL2
EBF1,GYS1
EBF1,PSME3
EBF1,ADK
EBF1,SELENOP
EBF1,NUPR1
EBF1,PATL1
EBF1,CD82
EBF1,SERPINB6B
EBF1,DENND1C
EBF1,MIS12
EBF1,GEM
EBF1,MAP4K2
EBF1,GGTA1
EBF1,1700017B05RIK
EBF1,TSPAN2
EBF1,PRMT5
EBF1,ZFP36
EBF1,PPM1G
EBF1,EIF1AD
EBF1,HID1
EBF1,RRM1
EBF1,GIMAP6
EBF1,CSGALNACT2
EBF1,ACAA2
EBF1,ADSL
EBF1,LRRC59
EBF1,LYN
EBF1,SLC35B4
EBF1,BID
EBF1,GOLPH3
EBF1,EAF1
EBF1,SUSD3
EBF1,PRKCD
EBF1,DLST
EBF1,ARID5A
EBF1,LONP1
EBF1,XRCC3
EBF1,TSPAN3
EBF1,CREBRF
EBF1,CYFIP2
EBF1,SGO1
EBF1,INO80D
EBF1,HSPA1A
EBF1,FUCA2
EBF1,SLC25A46
EBF1,MPZL1
EBF1,IFI30
EBF1,MARS
EBF1,CDC7
EBF1,FAM171A1
EBF1,NFKBIA
EBF1,NPTN
EBF1,NFAT5
EBF1,RCSD1
EBF1,SLC37A1
EBF1,MXD3
EBF1,RETREG1
EBF1,TIFAB
EBF1,INTS13
EBF1,IRF7
EBF1,VAV3
EBF1,CLPTM1L
EBF1,GTF2F1
EBF1,MGAT5
EBF1,ARL6IP6
EBF1,HJURP
EBF1,RGS19
EBF1,GRK3
EBF1,TGTP2
EBF1,TGTP1
EBF1,ITIH5
EBF1,FES
EBF1,TRMT11
EBF1,CDC20
EBF1,EMID1
EBF1,UHRF1
EBF1,SYNJ1
EBF1,BIRC5
EBF1,SALL2
EBF1,NDRG1
EBF1,ATAD1
EBF1,ACSS1
EBF1,IL21R
EBF1,SERPINA3G
EBF1,GNG11
EBF1,GPR160
EBF1,SCARB1
EBF1,HAT1
EBF1,CLTC
EBF1,DHFR
EBF1,PSEN1
EBF1,NUP107
EBF1,APLP2
EBF1,MFSD1
EBF1,ABHD17B
EBF1,CIP2A
EBF1,GSR
EBF1,SDF2L1
EBF1,TRIB3
EBF1,CCDC50
EBF1,TIMM50
EBF1,COL4A2
EBF1,COL4A1
EBF1,MIS18BP1
EBF1,PRKCH
EBF1,SLBP
EBF1,NRROS
EBF1,PANX1
EBF1,NEDD1
EBF1,TINAGL1
EBF1,FDFT1
EBF1,ABCB8
EBF1,SLC39A6
EBF1,NUSAP1
EBF1,GNL3
EBF1,C1RL
EBF1,SPTBN1
EBF1,NUF2
EBF1,SMPDL3A
EBF1,ZEB2
EBF1,NDUFV1
EBF1,TOR3A
EBF1,PIK3R1
EBF1,HACD3
EBF1,CNN3
EBF1,SOCS2
EBF1,CYP2J9
EBF1,UTP4
EBF1,NUP85
EBF1,ASF1B
EBF1,RARB
EBF1,DUSP1
EBF1,FCHO2
EBF1,TCP11L2
EBF1,EMILIN1
EBF1,CKS2
EBF1,TAB1
EBF1,MCM7
EBF1,PRTN3
EBF1,TCIRG1
EBF1,NOL9
EBF1,PLA2G15
EBF1,COQ8A
EBF1,MAN2A2
EBF1,ATP13A1
EBF1,PRODH
EBF1,MAGED2
EBF1,UMPS
EBF1,SARAF
EBF1,MCPT8
EBF1,VAV1
EBF1,ARRDC4
EBF1,SPC24
EBF1,NFAM1
EBF1,DDX20
EBF1,HSPA4
EBF1,CSF1R
EBF1,HIF3A
EBF1,CISH
EBF1,PLA2G12A
EBF1,RCOR1
EBF1,SEH1L
EBF1,EIF3B
EBF1,RIN3
EBF1,GMIP
EBF1,TRIM35
EBF1,PTGS1
EBF1,H2-Q6
EBF1,NDC1
EBF1,DEK
EBF1,PRC1
EBF1,MECOM
EBF1,GRIA3
EBF1,STAG2
EBF1,RPAP1
EBF1,CD63
EBF1,TMEM229B
EBF1,DNAJC5
EBF1,RAD51AP1
EBF1,BC035044
EBF1,ZFP422
EBF1,CAD
EBF1,ZFP467
EBF1,ZFP53
EBF1,PSMG2
EBF1,IKZF1
EBF1,SPNS2
EBF1,CDK6
EBF1,CCL9
EBF1,HP
EBF1,SYTL1
EBF1,TMEM43
EBF1,NOLC1
EBF1,PHF11B
EBF1,SGPP1
EBF1,CSAD
EBF1,HAAO
EBF1,MIEF1
EBF1,DOCK10
EBF1,RB1
EBF1,RORC
EBF1,E2F8
EBF1,CD74
EBF1,TSPAN14
EBF1,TACC3
EBF1,MYO5A
EBF1,DNAJC10
ELF1,EIF2S1
ELF1,TAF12
ELF1,GTF2F1
ELF1,NUF2
ELF1,TRMT6
ELF1,CENPO
ELF1,SEC23IP
ELF1,GTF2H1
ELF1,GARS
ELF1,CDCA5
ELF1,E2F4
ELF1,RNF38
ELF1,WDHD1
ELF1,TFG
ELF1,NUP107
ELF1,STT3A
ELF1,AURKA
ELF1,NECAP2
ELF1,DCAF13
ELF1,CDCA3
ELF1,CYBC1
ELF1,HJURP
ELF1,NUBP2
ELF1,SLC25A46
ELF1,TACC3
ELF1,PNO1
ELF1,MDN1
ELF1,MOGS
ELF1,SERPINB6A
ELF1,EAF1
ELF1,ZFP53
ELF1,PSMC2
ELF1,LONP2
ELF1,CREBRF
ELF1,PRELID3B
ELF1,TXNDC11
ELF1,AP1S2
ELF1,HSPA4
ELF1,FEM1A
ELF1,ZDHHC6
ELF1,TOP3B
ELF1,CHORDC1
ELF1,PIK3R2
ELF1,GMIP
ELF1,INCENP
ELF1,OSTM1
ELF1,MIEF1
ELF1,GOLT1B
ELF1,ELAC2
ELF1,FOXRED1
ELF1,GMCL1
ELF1,SYNJ1
ELF1,TRIM35
ELF1,EIF2B1
ELF1,RANGAP1
ELF1,MAPKAPK3
ELF1,ITSN1
ELF1,PHB2
ELF1,SLC35E1
ELF1,RAD21
ELF1,SF3B3
ELF1,HSPH1
ELF1,SZT2
ELF1,ZFP24
ELF1,MAD2L1
ELF1,ETF1
ELF1,MEIS1
ELF1,MTMR4
ELF1,TMEM184C
ELF1,TUBGCP3
ELF1,UBR7
ELF1,MCM7
ELF1,RNF4
ELF1,IDH3A
ELF1,WDR43
ELF1,WDR55
ELF1,HAT1
ELF1,NCEH1
ELF1,ATP13A1
ELF1,PRKCH
ELF1,MORC3
ELF1,G6PDX
ELF1,TMEM229B
ELF1,NDUFA10
ELF1,CLPTM1L
ELF1,MARS
ELF1,TXNIP
ELF1,EEF1E1
ELF1,IRF9
ELF1,RFC5
ELF1,GFM1
ELF1,MYO1G
ELF1,PIP4K2A
ELF1,TOMM40
ELF1,MTMR6
ELF1,SNRNP200
ELF1,CCDC137
ELF1,CDC20
ELF1,RAD51
ELF1,PLAA
ELF1,ACOX3
ELF1,INTS13
ELF1,NDUFV1
ELF1,LRRC59
ELF1,NEDD1
ELF1,SERP1
ELF1,OTUD4
ELF1,NASP
ELF1,PPM1G
ELF1,TEX10
ELF1,ZNRF2
ELF1,NARS
ELF1,PANX1
ELF1,DPP8
ELF1,NUDCD1
ELF1,IMMT
ELF1,FBXW11
ELF1,FTSJ3
ELF1,ZDHHC13
ELF1,CDC45
ELF1,SNRPB
ELF1,SLC26A2
ELF1,TOPORS
ELF1,ACOX1
ELF1,HARS
ELF1,WDR4
ELF1,HYOU1
ELF1,CLTC
ELF1,COLGALT1
ELF1,RRM1
ELF1,CIP2A
ELF1,NUP155
ELF1,UTP4
ELF1,PLIN3
ELF1,ZFP36
ELF1,SAMD9L
ELF1,LYN
ELF1,CENPK
ELF1,CD48
ELF1,GLRX5
ELF1,FUCA2
ELF1,MIS12
ELF1,TMEM33
ELF1,GMFB
ELF1,NSUN2
ELF1,KAT7
ELF1,PSMD9
ELF1,RELB
ELF1,SEH1L
ELF1,MIS18BP1
ELF1,THADA
ELF1,NDC80
ELF1,NOL9
ELF1,1700017B05RIK
ELF1,FCER1G
ELF1,CENPA
ELF1,CCL9
ELF1,RPA2
ELF1,NOLC1
ELF1,ARL8B
ELF1,SLC31A1
ELF1,CTR9
ELF1,TM6SF1
ELF1,TTF2
ELF1,TMEM154
ELF1,TOMM70A
ELF1,CD274
ELF1,TIMM29
ELF1,STRAP
ELF1,GLB1
ELF1,QARS
ELF1,ARMT1
ELF1,MCM4
ELF1,RTP4
ELF1,TCF19
ELF1,ABL1
ELF1,CD82
ELF1,IDH1
ELF1,MCM3
ELF1,REXO4
ELF1,MSH6
ELF1,PLD3
ELF1,ARHGEF39
ELF1,LY9
ELF1,TCP11L2
ELF1,SLFN2
ELF1,MTCH2
ELF1,PPAT
ELF1,ME2
ELF1,FAM102B
ELF1,FRRS1
ELF1,DDX39
ELF1,TRMT11
ELF1,ZFP35
ELF1,ASF1B
ELF1,DDX20
ELF1,PPP1R15A
ELF1,PHKB
ELF1,NCAPG
ELF1,ANKRD44
ELF1,TLR4
ELF1,NCLN
ELF1,DOCK10
ELF1,DNAJC5
ELF1,NOP2
ELF1,CKAP2L
ELF1,CDC6
ELF1,AHCYL1
ELF1,TESPA1
ELF1,GIMAP6
ELF1,OASL2
ELF1,RANBP3
ELF1,ATAD2
ELF1,CKS1B
ELF1,TENT5A
ELF1,EPAS1
ELF1,NFAT5
ELF1,PRMT7
ELF1,MRPL20
ELF1,ALDH18A1
ELF1,KNSTRN
ELF1,PPM1F
ELF1,RIN3
ELF1,SIRPA
ELF1,ATP8B4
ELF1,ABHD17B
ELF1,TMEM206
ELF1,JUN
ELF1,WDR5
ELF1,DNAJC11
ELF1,SPCS3
ELF1,PWP2
ELF1,MTHFD1
ELF1,STT3B
ELF1,RARS
ELF1,CUL3
ELF1,TPX2
ELF1,CLN5
ELF1,REL
ELF1,BYSL
ELF1,PPP1CB
ELF1,PSEN1
ELF1,HNRNPAB
ELF1,ATG12
ELF1,AP3S1
ELF1,PRODH
ELF1,TBC1D5
ELF1,SLC25A38
ELF1,COPB1
ELF1,ATAD1
ELF1,GOLPH3
ELF1,SHISA5
ELF1,MAPK1
ELF1,PFKFB3
ELF1,ARHGAP15
ELF1,IFI209
ELF1,MGAT1
ELF1,RPRD1B
ELF1,GBP7
ELF1,PPID
ELF1,KIF22
ELF1,ICAM1
ELF1,EFTUD2
ELF1,OTUD6B
ELF1,FAM76B
ELF1,MFSD10
ELF1,MCM6
ELF1,SMARCA2
ELF1,TBC1D9B
ELF1,GIMAP8
ELF1,UMPS
ELF1,ARL6IP6
ELF1,ADSL
ELF1,NAA50
ELF1,VKORC1L1
ELF1,CYP4V3
ELF1,NUP93
ELF1,NDUFS1
ELF1,IKZF1
ELF1,NDC1
ELF1,EDEM1
ELF1,SDF2L1
ELF1,E2F8
ELF1,RGS19
ELF1,BID
ELF1,HNRNPLL
ELF1,TES
ELF1,PFKP
ELF1,NFAM1
ELF1,DUS1L
ELF1,TECPR1
ELF1,GALNT6
ELF1,ZFP322A
ELF1,ZFAND5
ELF1,CENPE
ELF1,KIF20B
ELF1,PRKCD
ELF1,ABCE1
ELF1,MLKL
ELF1,YPEL3
ELF1,TOR3A
ELF1,PHF5A
ELF1,CDK18
ELF1,HASPIN
ELF1,GPR160
ELF1,CBFB
ELF1,SGO1
ELF1,ACLY
ELF1,GPRASP1
ELF1,SLC35A4
ELF1,PRPS2
ELF1,PDIA4
ELF1,PSME4
ELF1,PIDD1
ELF1,ECT2
ELF1,PRIM2
ELF1,TBC1D10C
ELF1,FASTKD2
ELF1,FBXO5
ELF1,MFSD1
ELF1,RGS1
ELF1,MCM10
ELF1,ISYNA1
ELF1,UAP1
ELF1,9430015G10RIK
ELF1,MR1
ELF1,SPIDR
ELF1,PTDSS1
ELF1,CEP55
ELF1,SLC39A6
ELF1,PRPF4
ELF1,ELP2
ELF1,PTPN7
ELF1,PSME3
ELF1,NCAPD2
ELF1,TARS
ELF1,SRSF1
ELF1,XRCC6
ELF1,GALNS
ELF1,CENPF
ELF1,SELENBP1
ELF1,STAT2
ELF1,SSH3
ELF1,OSBPL8
ELF1,XPC
ELF1,UBA2
ELF1,RPAP1
ELF1,AKNA
ELF1,CSF2RB
ELF1,SLC28A2
ELF1,MKI67
ELF1,GPR65
ELF1,NUSAP1
ELF1,DDX21
ELF1,RTEL1
ELF1,TMEM173
ELF1,FES
ELF1,PSMD6
ELF1,YBX1
ELF1,SLC30A5
ELF1,RPS6KA3
ELF1,CNRIP1
ELF1,DHFR
ELF1,EIF1AD
ELF1,PREP
ELF1,CCNB2
ELF1,MCM2
ELF1,FAM91A1
ELF1,ZFP945
ELF1,HCFC1
ELF1,SPI1
ELF1,IFRD2
ELF1,SERPINB9
ELF1,ANXA3
ELF1,ARL11
ELF1,API5
ELF1,ABCB8
ELF1,HACD3
ELF1,DDX1
ELF1,GUSB
ELF1,ARCN1
ELF1,STIP1
ELF1,SLC35B4
ELF1,PATL1
ELF1,SNX30
ELF1,CDT1
ELF1,LAX1
ELF1,SH3BGRL
ELF1,RAD51AP1
ELF1,JPT1
ELF1,TAB1
ELF1,UHRF1
ELF1,NADK
ELF1,KCTD12
ELF1,DNAJC10
ELF1,SUPV3L1
ELF1,NPTN
ELF1,GIMAP1
ELF1,ITPR1
ELF1,SPTBN1
ELF1,ATP1B3
ELF1,FGL2
ELF1,KIF13A
ELF1,FDFT1
ELF1,PARP8
ELF1,EIF3B
ELF1,H2-DMA
ELF1,EBI3
ELF1,TMX4
ELF1,VAV3
ELF1,TYROBP
ELF1,ALDH9A1
ELF1,IARS
ELF1,GMNN
ELF1,SLC44A2
ELF1,STAG2
ELF1,MTOR
ELF1,4833439L19RIK
ELF1,DNM1L
ELF1,CREB5
ELF1,CCL4
ELF1,IFI30
ELF1,MS4A6C
ELF1,SLBP
ELF1,B230219D22RIK
ELF1,USP42
ELF1,LSP1
ELF1,CTLA2B
ELF1,AURKB
ELF1,CALCRL
ELF1,RCOR1
ELF1,CBX7
ELF1,SEC24D
ELF1,GANAB
ELF1,ZBTB38
ELF1,NRROS
ELF1,RUVBL2
ELF1,GYS1
ELF1,TEC
ELF1,ATF7
ELF1,LAP3
ELF1,CDCA8
ELF1,BIRC5
ELF1,DHX33
ELF1,VPS35
ELF1,ORC6
ELF1,ADO
ELF1,TYMS
ELF1,RPP40
ELF1,OSGIN1
ELF1,SPC25
ELF1,SMC2
ELF1,GNS
ELF1,ABCB10
ELF1,GOLIM4
ELF1,POLD1
ELF1,NCAPH
ELF1,MOB3C
ELF1,ARID2
ELF1,UNC93B1
ELF1,GPD1L
ELF1,SYK
ELF1,FUT7
ELF1,RAP1B
ELF1,USP11
ELF1,GSR
ELF1,SARAF
ELF1,PHF11B
ELF1,CERS6
ELF1,CDCA4
ELF1,NEURL3
ELF1,FAR1
ELF1,PA2G4
ELF1,RCC1
ELF1,PSTPIP1
ELF1,HSPA1A
ELF1,ACSS1
ELF1,CDK1
ELF1,GNG2
ELF1,DOK2
ELF1,TGTP2
ELF1,FARSB
ELF1,UBA7
ELF1,POLE3
ELF1,CTC1
ELF1,TRPS1
ELF1,NDE1
ELF1,DLST
ELF1,CDKN1A
ELF1,ITGAL
ELF1,CASP1
ELF1,BATF2
ELF1,EYA2
ELF1,HK3
ELF1,CD69
ELF1,TMEM50B
ELF1,REXO2
ELF1,ELOVL5
ELF1,DENND1C
ELF1,ZFP451
ELF1,TIMM50
ELF1,PIK3R1
ELF1,NDRG2
ELF1,FIGNL1
ELF1,CSTF2
ELF1,NFATC2
ELF1,TCIRG1
ELF1,FASTKD3
ELF1,TRIM47
ELF1,ORC2
ELF1,CYB5R1
ELF1,SPPL2B
ELF1,MAP4K2
ELF1,UQCRFS1
ELF1,PTPRE
ELF1,CD244A
ELF1,TUBGCP2
ELF1,TBL3
ELF1,KLF6
ELF1,MCM5
ELF1,MPI
ELF1,NWD1
ELF1,JARID2
ELF1,CCDC50
ELF1,IARS2
ELF1,THEMIS2
ELF1,LIG1
ELF1,CS
ELF1,TMEM43
ELF1,TRIM30D
ELF1,ZFP367
ELF1,RACGAP1
ELF1,POLR2B
ELF1,PDE4B
ELF1,JPT2
ELF1,FGFR1OP
ELF1,EGR1
ELF1,BCAP29
ELF1,IL17RA
ELF1,SLCO4A1
ELF1,PLEKHO2
ELF1,GCLC
ELF1,MGAT5
ELF1,CD300A
ELF1,RFC4
ELF1,LCP2
ELF1,CD68
ELF1,GM1966
ELF1,H1F0
ELF1,CYFIP2
ELF1,CBX5
ELF1,CAPG
ELF1,HACD4
ELF1,TSC22D1
ELF1,RPTOR
ELF1,DUT
ELF1,LTB
ELF1,DOCK11
ELF1,GNL3
ELF1,DENND2D
ELF1,SLA2
ELF1,SLCO3A1
ELF1,MICU1
ELF1,H2-AA
ELF1,TMX3
ELF1,ELMO2
ELF1,MFSD14B
ELF1,RRM2
ELF1,NAMPT
ELF1,SLC37A1
ELF1,SRM
ELF1,ANXA5
ELF1,MTREX
ELF1,BUB1B
ELF1,TSPAN14
ELF1,CISH
ELF1,HDGF
ELF1,NUDT19
ELF1,UBL4A
ELF1,STXBP4
ELF1,PEAR1
ELF1,CTPS
ELF1,PGLYRP2
ELF1,PITPNC1
ELF1,ADK
ELF1,SPNS3
ELF1,IGSF6
ELF1,ENG
ELF1,MNS1
ELF1,IRGM2
ELF1,CST7
ELF1,XPNPEP1
ELF1,POLR1B
ELF1,BUB1
ELF1,ISG20
ELF1,HEXA
ELF1,FAM189B
ELF1,CSE1L
ELF1,EPRS
ELF1,PARVG
ELF1,RPA1
ELF1,RAB37
ELF1,PIM2
ELF1,PSAT1
ELF1,CD53
ELF1,NCAPG2
ELF1,DTL
ELF1,CFP
ELF1,ATRN
ELF1,CSGALNACT2
ELF1,CCNF
ELF1,CIPC
ELF1,ANXA1
ELF1,DDX58
ELF1,XAF1
ELF1,NUP88
ELF1,UBASH3A
ELF1,SLC20A1
ELF1,POLA2
FOXO1,TXNIP
FOXO1,PCMTD2
FOXO1,STAG2
FOXO1,YPEL3
FOXO1,CCNE2
FOXO1,NADK
FOXO1,LTB
FOXO1,COQ8A
FOXO1,RMND5A
FOXO1,RNF38
FOXO1,NUF2
FOXO1,RORA
FOXO1,TCP11L2
FOXO1,MAML3
FOXO1,NFAT5
FOXO1,FCHO2
FOXO1,HJURP
FOXO1,GMCL1
FOXO1,CREBRF
FOXO1,POLA2
FOXO1,ANKRD44
FOXO1,INTS13
FOXO1,ACSS1
FOXO1,CENPA
FOXO1,RAD21
FOXO1,ALAS1
FOXO1,CENPK
FOXO1,SPPL2B
FOXO1,KPNA1
FOXO1,NAA50
FOXO1,DHFR
FOXO1,ST8SIA4
FOXO1,PPP1R15A
FOXO1,FASTKD3
FOXO1,ECT2
FOXO1,TEX10
FOXO1,VKORC1L1
FOXO1,MCM7
FOXO1,PLAA
FOXO1,ATP1B3
FOXO1,FGFR1OP
FOXO1,ARL6IP6
FOXO1,RPS6KA5
FOXO1,SESN1
FOXO1,NSUN2
FOXO1,SELENOP
FOXO1,SGO1
FOXO1,ZHX1
FOXO1,OTUD4
FOXO1,ADO
FOXO1,ARMT1
FOXO1,H2AFX
FOXO1,NDRG2
FOXO1,ATF7
FOXO1,ACSS2
FOXO1,SNAP23
FOXO1,NDC80
FOXO1,CBFB
FOXO1,SRSF1
FOXO1,REXO2
FOXO1,TMEM206
FOXO1,LONP2
FOXO1,CDCA3
FOXO1,RGS1
FOXO1,9430015G10RIK
FOXO1,DNAJC11
FOXO1,MSH6
FOXO1,NFKBIA
FOXO1,CHORDC1
FOXO1,IL21R
FOXO1,RGS2
FOXO1,GRIA3
FOXO1,RCC1
FOXO1,MTCH2
FOXO1,TMEM43
FOXO1,DHX33
FOXO1,DEK
FOXO1,NDC1
FOXO1,NDRG1
FOXO1,B230219D22RIK
FOXO1,TXNDC11
FOXO1,AURKA
FOXO1,LIG1
FOXO1,MORC3
FOXO1,NCAPG2
FOXO1,ITCH
FOXO1,CTPS
FOXO1,PCMTD1
FOXO1,XRCC6
FOXO1,GARS
FOXO1,PIK3IP1
FOXO1,ABCB8
FOXO1,USP10
FOXO1,ADK
FOXO1,WDHD1
FOXO1,EIF2B1
FOXO1,FBXW11
FOXO1,NCLN
FOXO1,USP37
FOXO1,HDAC7
FOXO1,PPAT
FOXO1,TIMM29
FOXO1,NUDCD1
FOXO1,PDE4B
FOXO1,SEH1L
FOXO1,MCM4
FOXO1,ABCE1
FOXO1,SERP1
FOXO1,CALCRL
FOXO1,MAPK1
FOXO1,POLR1B
FOXO1,INPP5B
FOXO1,TMEM229B
FOXO1,JARID2
FOXO1,SLC35B4
FOXO1,RANGAP1
FOXO1,GMNN
FOXO1,EIF2S1
FOXO1,CDC45
FOXO1,HDGF
FOXO1,TNPO1
FOXO1,NDUFV1
FOXO1,RPA1
FOXO1,MTHFD1
FOXO1,HSPH1
FOXO1,PLAG1
FOXO1,FIGNL1
FOXO1,FEM1A
FOXO1,PATL1
FOXO1,PA2G4
FOXO1,TMX3
FOXO1,PTTG1IP
FOXO1,GMFB
FOXO1,RAD51
FOXO1,DNM1L
FOXO1,PLSCR4
FOXO1,IFRD2
FOXO1,FBXO5
FOXO1,GPD1L
FOXO1,ITSN1
FOXO1,SERPINB9
FOXO1,MFSD1
FOXO1,ANXA5
FOXO1,MYCT1
FOXO1,MGAT1
FOXO1,ODC1
FOXO1,SATB1
FOXO1,KIF13A
FOXO1,HDAC2
FOXO1,TACC3
FOXO1,METAP1
FOXO1,ATRN
FOXO1,GIMAP8
FOXO1,COLGALT1
FOXO1,TRIM35
FOXO1,NAMPT
FOXO1,MIS18BP1
FOXO1,CDC20
FOXO1,WDR43
FOXO1,TMEM33
FOXO1,KPNA3
FOXO1,BUB1B
FOXO1,DNAJC5
FOXO1,CLTC
FOXO1,PRIM1
FOXO1,SPC25
FOXO1,LRRC8B
FOXO1,TFG
FOXO1,KCTD12
FOXO1,GOLPH3
FOXO1,NUP107
FOXO1,KLF6
FOXO1,IKZF1
FOXO1,RGCC
FOXO1,CDCA5
FOXO1,HASPIN
FOXO1,CSE1L
FOXO1,RAD51AP1
FOXO1,MTMR6
FOXO1,IPO9
FOXO1,CNRIP1
FOXO1,SLBP
FOXO1,SETD2
FOXO1,RHOF
FOXO1,PRMT5
FOXO1,RPP40
FOXO1,ATP8B4
FOXO1,LRRC59
FOXO1,CCNF
FOXO1,NFATC2
FOXO1,CTC1
FOXO1,SUPV3L1
FOXO1,RCOR1
FOXO1,OASL2
FOXO1,MRPL20
FOXO1,FAM76B
FOXO1,EPRS
FOXO1,SPCS3
FOXO1,RPTOR
FOXO1,ZFP451
FOXO1,REXO4
FOXO1,INCENP
FOXO1,MYC
FOXO1,CDKN1C
GATA2,IRF9
GATA2,XRCC6
GATA2,WSB1
GATA2,NFE2
GATA2,ITSN1
GATA2,MTO1
GATA2,TNPO1
GATA2,PADI4
GATA2,MFSD1
GATA2,PIK3R2
GATA2,CSF2RB
GATA2,CLTC
GATA2,TSPOAP1
GATA2,TXNIP
GATA2,PSAT1
GATA2,RASSF4
GATA2,RPTOR
GATA2,TOR3A
GATA2,STXBP4
GATA2,ART4
GATA2,TMEM229B
GATA2,EFTUD2
GATA2,BTG2
GATA2,HEXA
GATA2,SLC2A3
GATA2,TESPA1
GATA2,TMX4
GATA2,POR
GATA2,GCLC
GATA2,TECPR1
GATA2,HDAC7
GATA2,SPI1
GATA2,RAB37
GATA2,HYOU1
GATA2,CENPO
GATA2,ZDHHC6
GATA2,CD274
GATA2,SGMS1
GATA2,SRSF1
GATA2,SGO1
GATA2,DNAJC11
GATA2,HMBS
GATA2,PNO1
GATA2,ASF1B
GATA2,CD63
GATA2,IFRD2
GATA2,CST7
GATA2,RAB44
GATA2,NUP85
GATA2,DNAJC10
GATA2,GMFB
GATA2,RRM1
GATA2,TRPS1
GATA2,ISYNA1
GATA2,NEURL3
GATA2,LONP2
GATA2,PSMD9
GATA2,ALDH9A1
GATA2,PTPN7
GATA2,NUF2
GATA2,SLBP
GATA2,SLC18A2
GATA2,CISH
GATA2,AURKA
GATA2,PCMTD1
GATA2,D1ERTD622E
GATA2,PLA2G15
GATA2,NRROS
GATA2,ST8SIA4
GATA2,TFR2
GATA2,DPP8
GATA2,KAT7
GATA2,CYP4V3
GATA2,PRMT5
GATA2,CEP55
GATA2,CS
GATA2,FCER1G
GATA2,BTK
GATA2,DNM1L
GATA2,SPNS2
GATA2,IGFBP4
GATA2,YPEL3
GATA2,JUN
GATA2,FRRS1
GATA2,MARS
GATA2,SLA2
GATA2,NUPR1
GATA2,MAPKAPK3
GATA2,AHCYL1
GATA2,NARS
GATA2,NMD3
GATA2,MICU1
GATA2,RANGAP1
GATA2,ELMO2
GATA2,DCAF13
GATA2,SPNS3
GATA2,PHF5A
GATA2,RUNX1T1
GATA2,GLRX5
GATA2,MKI67
GATA2,FAM189B
GATA2,CTLA2A
GATA2,MCM7
GATA2,HERPUD1
GATA2,OTUD6B
GATA2,INCENP
GATA2,NAPSA
GATA2,ELF1
GATA2,SEC23IP
GATA2,UBE2L6
GATA2,MLLT3
GATA2,GNG12
GATA2,IDH1
GATA2,USP10
GATA2,GFI1B
GATA2,ATP10A
GATA2,ANGPT1
GATA2,SLC35A4
GATA2,ARMT1
GATA2,CBX5
GATA2,WDR43
GATA2,RCOR1
GATA2,EIF4ENIF1
GATA2,TMX3
GATA2,TARS
GATA2,PLIN3
GATA2,MTMR6
GATA2,CDKN1A
GATA2,FBXO5
GATA2,COPB1
GATA2,PPP1R15A
GATA2,H1F0
GATA2,TOP3B
GATA2,TIMM50
GATA2,RACGAP1
GATA2,FCGR3
GATA2,PTPRE
GATA2,TSPAN14
GATA2,HACD4
GATA2,HJURP
GATA2,API5
GATA2,ARL6IP6
GATA2,TNFAIP2
GATA2,NFATC2
GATA2,VKORC1L1
GATA2,RHOF
GATA2,POLE3
GATA2,STOM
GATA2,RGS18
GATA2,ELOVL5
GATA2,GTF2H1
GATA2,EEF1E1
GATA2,ADSSL1
GATA2,CALCRL
GATA2,GTF2F1
GATA2,RPA2
GATA2,IPO9
GATA2,EZR
GATA2,RCC1
GATA2,MGAT1
GATA2,MAD2L1
GATA2,IMMT
GATA2,EBF1
GATA2,CERS4
GATA2,STT3A
GATA2,H2AFX
GATA2,FBXW11
GATA2,CHORDC1
GATA2,H2-DMA
GATA2,TMEM184C
GATA2,MAML3
GATA2,TCP11L2
GATA2,HACD3
GATA2,ZEB2
GATA2,PRMT7
GATA2,XPC
GATA2,FASTKD3
GATA2,TES
GATA2,DUS1L
GATA2,LAX1
GATA2,ATRN
GATA2,PLA2G12A
GATA2,FUCA2
GATA2,TNFRSF21
GATA2,MCM6
GATA2,WDR5
GATA2,LAPTM4B
GATA2,MTREX
GATA2,SLFN2
GATA2,TOP2A
GATA2,TUBGCP2
GATA2,CDCA5
GATA2,ACSS1
GATA2,GEM
GATA2,MORC3
GATA2,FARSB
GATA2,EPRS
GATA2,CAMK2D
GATA2,GNS
GATA2,RIN3
GATA2,RAD51
GATA2,MTFR1
GATA2,LONP1
GATA2,RBPMS
GATA2,SOAT1
GATA2,GEMIN5
GATA2,SPTBN1
GATA2,NFAT5
GATA2,MRPL20
GATA2,EYA2
GATA2,OSTM1
GATA2,ATP11C
GATA2,NDUFS1
GATA2,GBP3
GATA2,CREBRF
GATA2,TEX10
GATA2,SHMT1
GATA2,PSME3
GATA2,PHB2
GATA2,C1RL
GATA2,PBK
GATA2,MIS18BP1
GATA2,DTL
GATA2,MYO1G
GATA2,SLC25A46
GATA2,EIF3B
GATA2,SLC16A1
GATA2,HSPA4
GATA2,SLC29A1
GATA2,STAT2
GATA2,NUP88
GATA2,SCARB1
GATA2,SLC20A1
GATA2,TRMT11
GATA2,B230219D22RIK
GATA2,UNC93B1
GATA2,UBE2C
GATA2,MED16
GATA2,STX3
GATA2,SUPV3L1
